S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Processing Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1,83604,Abhishek Agarwal and Co,18-Jun-2020 03:07 PM,Rejected-Technical,Not Shortlisted,31-Jul-2020 03:27 PM,Jr AA,Internal,"Sr. Trainer E Procurement, IT project Manage",MD MANZIL HUSSAIN,31-Jul-2020 03:40 PM,finsummary_27321.pdf (907.76 KB),1.0,83585.0,"Sanjay Hazarika andCo., Chartered Accountants",INR,0.0,Finance,All 28 Bidders are admitted for evaluation,MD MANZIL HUSSAIN,22-Jun-2020 04:57 PM,,Mujammil Ali,Internal,"Shakeel Rafee Swer, Apurba Sarma",MD MANZIL HUSSAIN,31-Jul-2020 03:27 PM,techsummary_27321.pdf (907.76 KB),Finance Department - World Bank Tenders||Assam State Public Finance Institutional Reforms,2020_ASPIR_17721_1,IN-AS-CFMS-171727-CS-FBS,Engagement of Statutory Auditor,31-Aug-2020,INR 285000.0,1095.0,MD MANZIL HUSSAIN,31-Aug-2020 02:15 PM,LetterofinvitationSA.pdf (697.00 KB),excluding taxes,AOC,Project Director,"Assam Society for Comprehensive Financial Management,Ground Floor, F-Block, Janata Bhawan, Dispur, Guwahati 781006",Engagement of Statutory Auditor,Engagement of Statutory Auditor under the ASPIRe Project,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,1095.0,"Guwahati,Assam",781006.0,NA ,NA ,NA ,Guwahati,No ,No,30-May-2020 01:00 PM,22-Jun-2020 04:30 PM,30-May-2020 01:00 PM,22-Jun-2020 02:00 PM,30-May-2020 01:00 PM ,06-Jun-2020 05:00 PM ,13-Jun-2020 12:00 PM,22-Jun-2020 02:00 PM,Finance Department - World Bank Tenders||Assam State Public Finance Institutional Reforms,IN-AS-CFMS-171727-CS-FBS,2020_ASPIR_17721_1,Yes,Open Tender,EOI,Services,1.0,No,No,Not Applicable,No,No,No,0.0,No,fixed,,Nil,Nil,1.0,PreQual,.pdf,Expression of Interest-Technical,1.0,Addendum,Other,,0.0,0.0,Nil,Nil,No,AOC
2,83785,A J MOHAN AND ASSOCIATES,22-Jun-2020 01:53 PM,Rejected-Technical,Not Shortlisted,31-Jul-2020 03:27 PM,,,,,,,2.0,83603.0,GOYAL PARUL AND CO,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,83919,AMD & ASSOCIATES,22-Jun-2020 12:27 PM,Rejected-Technical,Not Shortlisted,31-Jul-2020 03:27 PM,,,,,,,3.0,83654.0,poddar and agarwal,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,83552,BIRMIWAL AND ASSOCIATES,17-Jun-2020 09:53 PM,Rejected-Technical,Not Shortlisted,31-Jul-2020 03:27 PM,,,,,,,4.0,83777.0,SPRKCO,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,83400,C K PRUSTY AND ASSOCIATES,19-Jun-2020 07:37 PM,Rejected-Technical,Not Shortlisted,31-Jul-2020 03:27 PM,,,,,,,5.0,83814.0,THAKUR BHUWANESH AND ASSOCIATES,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,83607,DIPIKA AGARWALA AND ASSOCIATES,19-Jun-2020 01:25 PM,Rejected-Technical,Not Shortlisted,31-Jul-2020 03:27 PM,,,,,,,6.0,83875.0,G TOSNIWAL AND CO,INR,0.0,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,83880,D K BAJAJ AND CO,21-Jun-2020 11:51 PM,Rejected-Technical,Not Shortlisted,31-Jul-2020 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,83603,GOYAL PARUL AND CO,22-Jun-2020 01:39 PM,Accepted-AOC,Accepted,31-Aug-2020 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,83875,G TOSNIWAL AND CO,22-Jun-2020 12:31 PM,Accepted-AOC,Accepted,31-Aug-2020 02:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,83818,Komandoor and Co LLP,22-Jun-2020 10:58 AM,Rejected-Technical,Not Shortlisted,31-Jul-2020 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
