S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Corrigendum,Date,,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour HP,"Strengthening of Paonta Rampurghat road km 0/0 to 5/600. (SH Providing and laying GSB wet Macadam, 50mm thick Bituminous Macadam and 30 mm thick bituminous concrete in RD. 1/250 to 2/300) under Industrial Deposit.","Strengthening of Paonta Rampurghat road km 0/0 to 5/600. (SH Providing and laying GSB wet Macadam, 50mm thick Bituminous Macadam and 30 mm thick bituminous concrete in RD. 1/250 to 2/300) under Industrial Deposit.",Please refer tender document ,NA ,"59,45,347",Civil Works - Roads,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,PWD,tender/2019-20-9175-9224 dated 25.02.2020,2020_PWD_35789_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,06-Mar-2020 04:30 PM,01-Apr-2020 11:30 AM,06-Mar-2020 05:00 PM,31-Mar-2020 05:00 PM,NA ,NA ,06-Mar-2020 05:00 PM,31-Mar-2020 05:00 PM,13-May-2020 03:00 PM,"2,000",EE Paonta Sahib,Paonta Sahib,Yes,1.0,DD - Demand Draft,"92,000",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,AOC,1.0,154639.0,Chanana Cont. Works,13-Mar-2020 11:22 PM,Rejected-Technical,Not qualified,13-May-2020 11:41 AM,Technical,Summary,Dalip Singh Tomar,13-May-2020 11:37 AM,technical_52939.pdf,Finance,Fin bid Opening Summary,Kishan Lal Chaudhary,05-Aug-2020 11:59 AM,finance_52939.pdf,BOQ Comparative Chart,Er. R.K. Dhiman,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,13-May-2020 11:41 AM,13-May-2020 03:00 PM,techsummary_52939.pdf (1348.67 KB),PWD,2020_PWD_35789_2,tender/2019-20-9175-9224 dated 25.02.2020,"Strengthening of Paonta Rampurghat road km 0/0 to 5/600. (SH Providing and laying GSB wet Macadam, 50mm thick Bituminous Macadam and 30 mm thick bituminous concrete in RD. 1/250 to 2/300) under Industrial Deposit.",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,AOC,2.0,156567.0,mohdjaseem,31-Mar-2020 03:47 PM,Rejected-Finance,L2,05-Aug-2020 12:05 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,156563.0,Rashid Ali Civil Contractor,31-Mar-2020 03:49 PM,Accepted-AOC,L1,05-Aug-2020 12:07 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of 40 percent work done certificate for similar nature of work,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity/C.A. annual report.,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery toolplants as perschedule FSr.No. 6.19Ref.Cl No.18 ownership/hire basis a/w proof.,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
