Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Bid security in favour of Executive Engineer Jal Shakti Div No II Una,"18,68,600",No,fixed,,"EE, Jal Shakti Division No.II,Una",Una,"Engineering, procurement, construction, testing, commissioning, trial run of various components for providing Functional Household connections (FHTC) to left out households by Providing multi village piped water supply scheme in Gagret Constituency","Providing, Laying, jointing and testing of GMS pipe in Rising mains, Supply and Errection of Submersible/ Centrifugal Pumping Machinery including all accessories, Providing, Laying, jointing and testing of GMS Pipe of various dia",Please refer Tender documents. ,NA ,"18,36,09,550",Civil Works,NA ,Tender,120.0,547.0,Una,174303.0,Hamirpur ,"Chief Engineer (Hamirpru Zone), Jal Shakti Vibhag Hamirpur ",24-Mar-2020 11:00 AM ,Una,No ,No,14-Mar-2020 05:00 PM,08-May-2020 12:30 PM,14-Mar-2020 06:00 PM,06-May-2020 05:00 PM,14-Mar-2020 06:00 PM ,06-May-2020 05:00 PM ,14-Mar-2020 06:00 PM,06-May-2020 05:00 PM,23-May-2020 05:35 PM,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-II,Irrigation and Public Health,HP",15557-15656 dated 13-03-2020,2020_HPIPH_36271_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,1.0,Corrigendum date,Date,,"2,500","EE, Jal Shakti Division No.II,Una",Una,No,Executive Engineer,"Jal Shakti Division No.II,Una",AOC,Executive Engineer,Internal,Sudt. HDM DA,Arvind Sood,06-Aug-2020 02:52 PM,finsummary_53493.pdf (2159.78 KB),1.0,157690.0,R.G. INDUSTRIES,INR,"169,349,910.82","HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Una-II,Irrigation and Public Health,HP",2020_HPIPH_36271_1,15557-15656 dated 13-03-2020,"Engineering, procurement, construction, testing, commissioning, trial run of various components for providing Functional Household connections (FHTC) to left out households by Providing multi village piped water supply scheme in Gagret Constituency",--,Internal,----,Arvind Sood,23-May-2020 05:33 PM,23-May-2020 05:35 PM,techsummary_53493.pdf (2159.78 KB),1.0,157522.0,Kashmirilal Constructions Pvt. Ltd.,06-May-2020 12:59 PM,Rejected-AOC,L-4,06-Aug-2020 03:21 PM,Finance,summary,Arvind Sood,23-May-2020 05:45 PM,finance_53493.pdf,BOQ Comparative Chart,Technical,summary,Arvind Sood,23-May-2020 05:32 PM,technical_53493.pdf,06-Aug-2020,"INR 169,300,000",547.0,Arvind Sood,06-Aug-2020 03:21 PM,36271.pdf (2049.00 KB),AOC,AOC
,,.pdf,Cost of bid form as shown above shall be submitted online mode (e-payment) or offline mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Corrigendum,Other,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,157486.0,M/s JAGDISH PRASAD AGARWAL,05-May-2020 05:46 PM,Rejected-AOC,L-2,06-Aug-2020 03:21 PM,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of Certificate of registration with Jal Shakti Vibhag or any other state/central Govt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3.0,157690.0,R.G. INDUSTRIES,06-May-2020 04:30 PM,Accepted-AOC,L-1,06-Aug-2020 03:21 PM,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Copy of Certificate of EPF,GST,Income tax and there latest Clearance of.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4.0,157654.0,S.k.sharma contractor and engineer,05-May-2020 06:47 PM,Rejected-AOC,L-3,06-Aug-2020 03:21 PM,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Annual Turnover of last three years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Technical bid shall include Make/ model of the proposed pumping machinery along with Curve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Pre-qualification criteria proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,The authorization letter regarding digital signature certificate (DSC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,A scanned copy of undertaking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Work done, Experience Certificates as per Pre-qualification criteria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
