Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,Name,Address,Tender Stage
Dr. Kalpana Sarma,Internal,,Bhupen Chandra Sarma,11-Sep-2019 11:39 AM,11-Sep-2019 02:00 PM,techsummary_20407.pdf (955.03 KB),1,62152,Alps International Pvt. Ltd.,18-Jul-2019 08:26 PM,Accepted-AOC,Approved list as per minutes of the Finance Committee and Technical Committee meeting,03-Aug-2020 08:30 PM,Health and Family Welfare Department||Directorate of Medical Education-HFWD,2019_HFWD_13049_1,"DME/ENT/ 132/2019/7537, dt 04/06/2019",Supply of Equipment related to ENT Department for all Medical College Hospitals of Assam,Prof A K Barman,Internal,,Bhupen Chandra Sarma,15-Jul-2020 01:27 PM,finsummary_20407.pdf (3893.21 KB),Finance,Finance Bid Opening Committee,Kalpana Saikia,03-Jan-2020 05:56 PM,finance_20407.pdf,BOQ Comparative Chart,03-Aug-2020,INR 4000000.0,25.0,Bhupen Chandra Sarma,03-Aug-2020 08:30 PM,ENTApproval.PDF (693.00 KB),Approved list as per minutes of the Finance Committee and Technical Committee meeting,Technical,As per minutes of the Bid opening Committee,Bhupen Chandra Sarma,29-Aug-2019 07:42 PM,technical_20407.pdf,AOC,1.0,Fee/PreQual/Technical,.pdf,PreQualification,Supply of Equipment related to ENT Department for all Medical College Hospitals of Assam,Supply of Equipment related to ENT Department for all Medical College Hospitals of Assam,Please refer Tender documents. ,NA ,"40,00,000",Medical Equipments/Waste,NA ,Tender,365.0,25.0,Medical College Hospitals and SCI Assam,781032.0,"DME, ASSAM, Sixmile, Khanapara ","DME, ASSAM, Sixmile, Khanapara ",29-Jun-2019 11:00 AM ,"DME, ASSAM, Sixmile, Khanapara",No ,No,1.0,Date Extension and Corrigendum Notice,Date,,"3,00,000",No,fixed,,As mentiond in the E-Tender.,As mentiond in the E-Tender.,12-Jun-2019 10:00 AM,23-Jul-2019 03:00 PM,12-Jun-2019 10:05 AM,23-Jul-2019 02:00 PM,NA ,NA ,01-Jul-2019 02:00 PM,23-Jul-2019 02:00 PM,11-Sep-2019 02:00 PM,Health and Family Welfare Department||Directorate of Medical Education-HFWD,"DME/ENT/ 132/2019/7537, dt 04/06/2019",2019_HFWD_13049_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,"5,000",As mentiond in the E-Tender.,As mentiond in the E- Tender.,No,1.0,DD - Demand Draft,"DME, ASSAM, Sixmile, Khanapara","DME, ASSAM, Sixmile, Khanapara",AOC
,,,,,,,2,61269,Auditivo Hearing Services Pvt Ltd.,17-Jul-2019 03:05 PM,Not Admitted-Finance,Price Bid not complied,03-Jan-2020 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,AOC
,,,,,,,3,61632,HELIOS MEDICAL SYSTEMS,17-Jul-2019 01:12 PM,Not Admitted-Finance,Price Bid not complied,03-Jan-2020 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,AOC
,,,,,,,4,61870,India Medtronic Pvt. Ltd.,22-Jul-2019 04:09 PM,Accepted-AOC,Approved list as per minutes of the Finance Committee and Technical Committee meeting,03-Aug-2020 08:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,SBOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,AOC
,,,,,,,5,62191,MAINDEOR ENTERPRISE,19-Jul-2019 11:51 AM,Rejected-Finance,As per minutes of the finance committee meeting,15-Jul-2020 01:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,62156,M B Traders,18-Jul-2019 07:27 PM,Accepted-AOC,Approved list as per minutes of the Finance Committee and Technical Committee meeting,03-Aug-2020 08:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,61456,Medilife Technologies,12-Jul-2019 05:10 PM,Accepted-AOC,Approved list as per minutes of the Finance Committee and Technical Committee meeting,03-Aug-2020 08:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,62138,NJD TRADERS,19-Jul-2019 11:00 AM,Rejected-Finance,As per minutes of the finance committee meeting,15-Jul-2020 01:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,62190,United Traders,19-Jul-2019 11:27 AM,Accepted-AOC,Approved list as per minutes of the Finance Committee and Technical Committee meeting,03-Aug-2020 08:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,62177,Vikas Medical Devices,19-Jul-2019 11:47 AM,Not Admitted-Finance,Price Bid not complied,03-Jan-2020 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
