Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
27-Dec-2019 10:00 AM,13-Jan-2020 11:00 AM,27-Dec-2019 11:00 AM,13-Jan-2020 10:30 AM,NA ,NA ,27-Dec-2019 11:00 AM,13-Jan-2020 10:30 AM,28-Jan-2020 11:00 AM,"13,000",No,fixed,,EE HPPWD Division Baijnath,Baijnath,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form as Indicated Schedule F.,Xen HPPWD Division Baijnath,Xen HPPWD Division Baijnath,350.0,EE HPPWD Division Baijnath,Baijnath,No,PWD,PWD-BD-NIT-2019-20/18627-80,2019_PWD_33665_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Periodic Maintenance of Bahi Rangehar via Chobu Nagehar Krishna Nagar Road DRRP No. HP407VR0147 (Under AMP 2019-20 Non PMGSY Road),Providing and Laying 2cm thick premix carpet with seal coat Km 2/0 to 3/0,Please refer Tender documents. ,NA ,"6,45,913",Civil Works - Roads,NA ,Tender,120.0,60.0,Baijnath,176125.0,NA ,NA ,NA ,HPPWD Division Baijnath,No ,No,AOC,1.0,144636.0,KALPANA,12-Jan-2020 07:00 PM,Rejected-Finance,Higher side,05-Aug-2020 03:04 PM,Technical,Three bidders participated in this work and two bidders found responsive. Hence tender recommended by committee to open the financial bid.,Sanjiv Kumar,24-Jan-2020 12:14 PM,technical_48512.pdf,1.0,144629.0,Sanjay Kapoor,INR,"877,486",Finance,Financial Bid Open successfully,Sanjiv Kumar,05-Aug-2020 03:02 PM,finance_48512.pdf,BOQ Comparative Chart,PWD,2019_PWD_33665_1,PWD-BD-NIT-2019-20/18627-80,Periodic Maintenance of Bahi Rangehar via Chobu Nagehar Krishna Nagar Road DRRP No. HP407VR0147 (Under AMP 2019-20 Non PMGSY Road),Er S K Sood,Internal,Sh. Rajinder Chaudhary SR DAO Sh Ravi Rana HDM Sh Sunil Kumar Supdt GII Er Vaneet Sharma AE Baijnath,Sanjiv Kumar,24-Jan-2020 12:16 PM,28-Jan-2020 11:00 AM,techsummary_48512.pdf (521.36 KB),Er S K Sood,Internal,Supde GII HDM Sr DAO AE Baijnath,Sanjiv Kumar,05-Aug-2020 03:04 PM,finsummary_48512.pdf (119.48 KB),05-Aug-2020,"INR 645,913",60.0,Sanjiv Kumar,05-Aug-2020 03:05 PM,AwardBahiranjher.pdf (236.00 KB),AOC
,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Cost of Earnest Money as Indicated Schedule F.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,144629.0,Sanjay Kapoor,12-Jan-2020 06:30 PM,Accepted-AOC,Lower Side,05-Aug-2020 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,144645.0,satish abrol,13-Jan-2020 07:52 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Jan-2020 12:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Valid GST Registration and PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Undertaking that no arbitration / litigation case with PWD is pending in any court of law.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished with the bid Name of work is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Machinery required as per SBD with proof if hiring affidavit required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Minimum civil work done amount not less than 40 percent of the estimated cost (without LD) in last f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that no Both Gazatted Non Gazetted officer employee in HPPWD Division Baijnath related him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
