Tender Fee in ₹,Processing Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
0.0,0.0,Nil,Nil,No,1.0,PreQual,.pdf,Technical bid,Finance Department - World Bank Tenders||Assam State Public Finance Institutional Reforms,IN-AS-CFMS-171552-CS-FBS,2020_ASPIR_17723_1,Yes,Open Tender,EOI,Services,1.0,No,No,Not Applicable,No,No,No,0.0,No,fixed,,Nil,Nil,30-May-2020 12:00 PM,22-Jun-2020 04:00 PM,30-May-2020 12:00 PM,22-Jun-2020 02:00 PM,30-May-2020 12:00 PM ,06-Jun-2020 05:00 PM ,13-Jun-2020 12:00 PM,22-Jun-2020 02:00 PM,1.0,Addendum,Other,,Project Director,"Assam Society for Comprehensive Financial Management, F Block, Ground Floor, Janata Bhawan, Dispur 781006",Engagement of Chartered Accountant on Retainership basis,Engagement of Chartered Accountant on Retainership basis for AS_CFMS,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,365.0,Guwahati,781006.0,NA ,NA ,NA ,Guwahati,No ,No,AOC,Finance Department - World Bank Tenders||Assam State Public Finance Institutional Reforms,2020_ASPIR_17723_1,IN-AS-CFMS-171552-CS-FBS,Engagement of Chartered Accountant on Retainership basis,1,83219,Abhishek Agarwal and Co,13-Jun-2020 05:18 PM,Rejected-Technical,Not Shortlisted,31-Jul-2020 04:38 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,83938,A J MOHAN AND ASSOCIATES,22-Jun-2020 01:46 PM,Rejected-Technical,Not Shortlisted,31-Jul-2020 04:38 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,83904,AMD & ASSOCIATES,22-Jun-2020 12:10 PM,Rejected-Technical,Not Shortlisted,31-Jul-2020 04:38 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,83440,BIRMIWAL AND ASSOCIATES,17-Jun-2020 11:59 AM,Rejected-Technical,Not Shortlisted,31-Jul-2020 04:38 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,83402,C K PRUSTY AND ASSOCIATES,19-Jun-2020 08:02 PM,Accepted-AOC,Accepted,31-Aug-2020 02:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,83683,DIPIKA AGARWALA AND ASSOCIATES,19-Jun-2020 05:32 PM,Rejected-Technical,Not Shortlisted,31-Jul-2020 04:38 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,83917,G TOSNIWAL AND CO,22-Jun-2020 12:34 PM,Accepted-AOC,Accepted,31-Aug-2020 02:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,83797,Hari Singh and Associates,22-Jun-2020 03:09 AM,Rejected-Technical,Not Shortlisted,31-Jul-2020 04:38 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,83819,Komandoor and Co LLP,22-Jun-2020 11:01 AM,Rejected-Technical,Not Shortlisted,31-Jul-2020 04:38 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,83503,K P SARDA AND COMPANY,19-Jun-2020 06:33 PM,Accepted-AOC,Accepted,31-Aug-2020 02:06 PM,AOC
