Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,Bid Opening Summary,Yogesh Sharma,18-Aug-2020 02:55 PM,finance_40693.pdf,BOQ Comparative Chart,1.0,118096.0,Uttej Rathour,INR,"8,028,725",Technical,Bid Opening Summary,Kamal Singh Pal,31-May-2019 10:34 AM,technical_40693.pdf,1.0,118027.0,Lok Pal Rathour,11-Mar-2019 04:27 PM,Rejected-AOC,Rejected,18-Aug-2020 03:03 PM,Er JC Kanungo,Internal,Er JC Kanungo Suptt DAO DHD TA,Yogesh Sharma,18-Aug-2020 02:59 PM,finsummary_40693.pdf (17.97 KB),18-Aug-2020,"INR 8,028,725",180.0,Yogesh Sharma,18-Aug-2020 03:03 PM,67.pdf (190.00 KB),AOC,PWD,2019_PWD_28365_8,PW.CHD.CB-E-9/18- 14568 -667 DT 14.2.19,Restoration of rain damages on KHIRKEE to MAROG road km 0/0 to 8/0,Er KS Pal,Internal,Suptt DOA DHD TA,Kamal Singh Pal,31-May-2019 10:37 AM,31-May-2019 11:00 AM,techsummary_40693.pdf (426.81 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),"2,000",EE CHOPAL,CHOPAL,No,09-Mar-2019 03:20 PM,15-Mar-2019 11:30 AM,09-Mar-2019 03:20 PM,14-Mar-2019 05:00 PM,NA ,NA ,09-Mar-2019 03:20 PM,14-Mar-2019 05:00 PM,31-May-2019 11:00 AM,PWD,PW.CHD.CB-E-9/18- 14568 -667 DT 14.2.19,2019_PWD_28365_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EE CHOPAL,HPPWD CHOPAL,Restoration of rain damages on KHIRKEE to MAROG road km 0/0 to 8/0,SH Providing and laying Bituminous macadam surface between km RD. 0/0 to 9/0,Please refer Tender documents. ,NA ,"44,34,537",Civil Works - Roads,NA ,Tender,120.0,180.0,CHOPAL,171211.0,NA ,NA ,NA ,CHOPAL,No ,No,1.0,DD - Demand Draft,"74,000",No,fixed,,EE CHOPAL,CHOPAL,AOC
,,,,,,,,,,,,,,,,2.0,118170.0,Trilok Singh Rathour,12-Mar-2019 11:23 AM,Rejected-Technical,Non Responsive,31-May-2019 10:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,118096.0,Uttej Rathour,12-Mar-2019 02:17 PM,Accepted-AOC,Accepted,18-Aug-2020 03:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Work done/ Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
