EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"97,000",No,fixed,,EE Bhaoranj,EE Bhaoranj,EE Bhaoranj,Executive Engineer HPPWD Bhoranj,"2,000",EE Bhaoranj,EE Bhaoranj,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form DD must be payable at Bhoranj,25-Feb-2020 06:00 PM,05-Mar-2020 11:30 AM,25-Feb-2020 06:00 PM,05-Mar-2020 10:30 AM,NA ,NA ,25-Feb-2020 06:00 PM,05-Mar-2020 10:30 AM,19-Mar-2020 11:30 AM,PWD,Construction of approaches of Bridge over Seer,2020_PWD_35458_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Construction of approaches of Bridge over Seer,Other,,Construction of approaches of Bridge over SeerJabothi Khad on Hamirpur Jahu road,SH C/O both side approaches in reinforced concrete Retaining wall at RD 34/309 to 34/324 Jahu side 34/476 to 3/486 Bhambla side,Please refer Tender documents. ,NA ,"64,20,763",Civil Works - Bridges,NA ,Tender,60.0,180.0,Bhoranj,176045.0,NA ,NA ,NA ,Bhoranj,No ,No,1.0,DD - Demand Draft,AOC,E.E. HPPWD Bhoranj Division,Internal,Supdt. D.A.O H.D.M A.E.,Amar Singh Bhatia,16-Mar-2020 04:06 PM,19-Mar-2020 11:30 AM,techsummary_52101.pdf (879.19 KB),PWD,2020_PWD_35458_1,Construction of approaches of Bridge over Seer,Construction of approaches of Bridge over SeerJabothi Khad on Hamirpur Jahu road,27-Aug-2020,"INR 9,035,120",180.0,Amar Singh Bhatia,27-Aug-2020 01:27 PM,L.O.A2020_PWD_35458_1.PDF (1633.00 KB),Award letter attached,"E.E. HP.PWD., Bhoranj Division",Internal,"Supdt. HDM, DAO, A.E. Bhoranj Sub Division",Amar Singh Bhatia,22-Aug-2020 11:42 AM,finsummary_52101.pdf (611.22 KB),1.0,152678.0,ashok Thakur,04-Mar-2020 10:44 PM,Accepted-AOC,Accept,27-Aug-2020 01:28 PM,Technical,Summary attached,Amar Singh Bhatia,16-Mar-2020 03:58 PM,technical_52101.pdf,1.0,152678.0,ashok Thakur,INR,"9,035,120",Finance,Summary attacjed,Amar Singh Bhatia,22-Aug-2020 11:33 AM,None,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,.pdf,"Earnest Money-Indicated in Schedule F (FDR duly pledged in favour of E.E HPPWD., Bhoranj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,152138.0,Rajesh Kaplex,04-Mar-2020 06:30 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,16-Mar-2020 03:58 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Labour License,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,152681.0,Sanjay Thakur,05-Mar-2020 12:21 AM,Rejected-AOC,Accept,27-Aug-2020 01:28 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN No.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,"Proof of, Mandatory Machinery Tool and Plant as per Gen Rules 25 and Schedule F Sr. No.6.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Similar nature Work Done Certificate on prescribed format given in Bidding Document without liquidat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
