Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Technical,Summary,Dalip Singh Tomar,01-Jul-2020 05:01 PM,technical_55818.pdf,1.0,162781.0,Basti Ram,16-Jun-2020 02:16 PM,Accepted-AOC,L1,05-Aug-2020 12:53 PM,Finance,Fin Bid Opening Summary,Kishan Lal Chaudhary,05-Aug-2020 12:45 PM,finance_55818.pdf,BOQ Comparative Chart,1.0,162781.0,Basti Ram,INR,"633,078",05-Aug-2020,"INR 548,567",90.0,Kishan Lal Chaudhary,05-Aug-2020 12:53 PM,aoc.pdf (969.00 KB),AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,05-Aug-2020 12:51 PM,finsummary_55818.pdf (410.93 KB),Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,01-Jul-2020 05:12 PM,02-Jul-2020 11:00 AM,techsummary_55818.pdf (765.71 KB),PWD,2020_PWD_37870_1,Tender/2019-20-1150-1200dated 26.05.2020,A/R and M/O Salwala to Puruwala km.0/0 to 2/0 (SH Providing paving of both side berms in km. 1/300 to 1/800 to combat the dust pollution due to Industrial activities).,AOC,350.0,EE Paonta Sahib,Paonta Sahib,Yes,09-Jun-2020 04:30 PM,18-Jun-2020 11:30 AM,09-Jun-2020 05:00 PM,17-Jun-2020 05:00 PM,NA ,NA ,09-Jun-2020 05:00 PM,17-Jun-2020 05:00 PM,02-Jul-2020 11:00 AM,PWD,Tender/2019-20-1150-1200dated 26.05.2020,2020_PWD_37870_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,1.0,DD - Demand Draft,Executive Engineer,Executive Engineer HPPWD Paonta Sahib District Sirmour (HP),"11,000",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,A/R and M/O Salwala to Puruwala km.0/0 to 2/0 (SH Providing paving of both side berms in km. 1/300 to 1/800 to combat the dust pollution due to Industrial activities).,A/R and M/O Salwala to Puruwala km.0/0 to 2/0 (SH Providing paving of both side berms in km. 1/300 to 1/800 to combat the dust pollution due to Industrial activities).,please refer tender document ,NA ,"5,48,567",Civil Works - Roads,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,AOC
,,,,,2.0,162950.0,Budh Raj Singh,17-Jun-2020 11:29 AM,Rejected-Finance,L6,05-Aug-2020 12:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,3.0,163013.0,DINESH KUMAR GUPTA,17-Jun-2020 03:56 PM,Rejected-Finance,L8,05-Aug-2020 12:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4.0,162404.0,Manoj Chawla,16-Jun-2020 09:36 PM,Rejected-Finance,L3,05-Aug-2020 12:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,5.0,162892.0,M/S SARVJEET SINGH,16-Jun-2020 09:03 PM,Rejected-Finance,L5,05-Aug-2020 12:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,6.0,163020.0,Nazar Ali,17-Jun-2020 02:36 PM,Rejected-Finance,L4,05-Aug-2020 12:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.6.19Ref.Cl- No.18 i.e.R.C,purchase bills,ownership/Affidavit hire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,7.0,162926.0,Randhir Singh,17-Jun-2020 08:17 AM,Rejected-Finance,L7,05-Aug-2020 12:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,8.0,162871.0,RANJEET SINGH,16-Jun-2020 07:15 PM,Rejected-Finance,L2,05-Aug-2020 12:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide. All Original affidavits submit with name of work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
