S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form,Executive Engineer,Executive Engineer NH Division HPPWD Nahan,"35,500",Yes,fixed,,EE NH Division Nahan,Nahan,01-Oct-2019 02:00 PM,19-Oct-2019 11:00 AM,01-Oct-2019 02:30 PM,18-Oct-2019 05:00 PM,NA ,NA ,01-Oct-2019 02:30 PM,18-Oct-2019 05:00 PM,23-Oct-2019 11:00 AM,PWD,NIT No. 4648-55 dated 17.09.2019,2019_PWD_31887_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,EE NH Division Nahan,Nahan,No,"Ordinary repair to Nahan Sahrahan Kumarhatti road NH 907A km 0/0 to 78/. (SH Providing and laying cement concrete paver block in km 2/330 to 2/380, 2/610 to 2/685, 3/130 to 3/215, (Correction in between Rd 2/380 to 2/610) and 4/670 to 4/775","Ordinary repair to Nahan Sahrahan Kumarhatti road NH 907A km 0/0 to 78/. (SH Providing and laying cement concrete paver block in km 2/330 to 2/380, 2/610 to 2/685, 3/130 to 3/215, (Correction in between Rd 2/380 to 2/610) and 4/670 to 4/775",refer tender document ,NA ,"18,59,440",Civil Works - Roads,NA ,Tender,120.0,60.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,AOC,1.0,134524.0,Ashwani kumar,18-Oct-2019 02:15 PM,Rejected-Technical,Non responsive,23-Oct-2019 10:41 AM,Technical,Opening Summary,Anil Kumar Sharma,23-Oct-2019 10:38 AM,technical_45872.pdf,1.0,134069.0,Sanjeev Sharma,INR,"3,270,172",Finance,Summary,Anil Kumar Sharma,04-Aug-2020 03:53 PM,finance_45872.pdf,BOQ Comparative Chart,Er Anil Sharma,Internal,TA Supttd DHD DAO AE Dhaulakuan,Anil Kumar Sharma,23-Oct-2019 10:41 AM,23-Oct-2019 11:00 AM,techsummary_45872.pdf (2061.15 KB),PWD,2019_PWD_31887_1,NIT No. 4648-55 dated 17.09.2019,"Ordinary repair to Nahan Sahrahan Kumarhatti road NH 907A km 0/0 to 78/. (SH Providing and laying cement concrete paver block in km 2/330 to 2/380, 2/610 to 2/685, 3/130 to 3/215, (Correction in between Rd 2/380 to 2/610) and 4/670 to 4/775",04-Aug-2020,"INR 1,859,440",60.0,Anil Kumar Sharma,04-Aug-2020 03:58 PM,Awardsanjeev.pdf (794.00 KB),Award,Er Anil Sharma,Internal,TA Supttd DHD DAO,Anil Kumar Sharma,04-Aug-2020 03:56 PM,finsummary_45872.pdf (470.41 KB),AOC
2.0,BG - Bank Guarantee,,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,134487.0,hement,18-Oct-2019 08:29 AM,Rejected-AOC,L5,04-Aug-2020 03:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3.0,FDR - Fixed Deposit,,,.pdf,Contractors registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,134484.0,Naveen Chauhan,17-Oct-2019 11:13 PM,Rejected-Technical,Non responsive,23-Oct-2019 10:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,134483.0,Rahul Chuhan,18-Oct-2019 06:15 AM,Rejected-AOC,L4,04-Aug-2020 03:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,"List of Machinery, Tools, Plant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,134069.0,Sanjeev Sharma,14-Oct-2019 04:23 PM,Accepted-AOC,L1,04-Aug-2020 03:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Form No.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,134473.0,suman kumar sharma,17-Oct-2019 06:38 PM,Rejected-AOC,L3,04-Aug-2020 03:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,An affidavit that the contractor has not more than two works in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7.0,134304.0,Tapender Thakur,18-Oct-2019 12:50 PM,Rejected-Technical,Non responsive,23-Oct-2019 10:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Labour license and EPF allotment numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8.0,134311.0,Virender Kumar govt Contractor,18-Oct-2019 12:45 PM,Rejected-AOC,L2,04-Aug-2020 03:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Work done of similar work not less than Forty Percent of the estimated cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
