S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No.1,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Corrigendum Notice,Other,,"20,000",Yes,fixed,,Secretary to the Govt of Assam SAD,Guwahati,"1,000",Secretary to the Govt of Assam SAD,Guwahati,No,Outsourcing of liftmen service,Outsourcing of liftmen service for the lifts located in the Blocks A B C D E F and CMs Secretariat of Janata Bhawan Dispur under Secretariat Administration Nazarat Department,Please refer Tender documents. ,NA ,,Manpower Supply,NA ,Tender,90.0,730.0,Guwahati Janata Bhawan,781006.0,Office Chember of Secretary SAD  ,Office Chamber of Secretary to the Govt of Assam SAD Janata Bhawan  ,13-Nov-2019 11:30 AM ,Office Chamber of Secretary SAD,No ,No,Secretariat Administration Department,S (N) 8/2017/104 Dtd 4th Nov 2019,2019_SAD_14638_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Online tender processing fee and EMD submission Details,05-Nov-2019 10:00 AM,21-Nov-2019 04:00 PM,05-Nov-2019 10:00 AM,20-Nov-2019 02:00 PM,NA ,NA ,10-Nov-2019 12:00 PM,20-Nov-2019 02:00 PM,30-Dec-2019 03:00 PM,Secretary to the Govt of Assam SAD,Secretary to the Govt of Assam Secretariat Administration Department Janata Bhawan Dispur Ghy 06,1.0,SBI Bank,AOC,1.0,67360.0,Group5,INR,13467.0,1,67569,AMAN SECURITY SOLUTIONS,19-Nov-2019 05:08 PM,Rejected-AOC,Rejected,27-Aug-2020 04:50 PM,G D Laskar ACS,Internal,,Sushmita Kakati,27-Aug-2020 04:35 PM,finsummary_22341.pdf (698.43 KB),Secretariat Administration Department,2019_SAD_14638_1,S (N) 8/2017/104 Dtd 4th Nov 2019,Outsourcing of liftmen service,Secretary to the Govt.of Assam,Internal,,Manash Jyoti Das,24-Dec-2019 04:29 PM,30-Dec-2019 03:00 PM,techsummary_22341.pdf (2879.30 KB),Technical,All bids are accepted for technical evaluation,Sushmita Kakati,07-Dec-2019 03:58 PM,,27-Aug-2020,INR 350140.0,730.0,Sushmita Kakati,27-Aug-2020 04:50 PM,AOCLiftman.pdf (605.00 KB),Finance,All Bids are accepted for financial evaluation,Guru Dutta Laskar,30-Dec-2019 03:21 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Document downloaded form the portal,,,,,,,,,,,,,,AOC,,,,,,2,67568,Destiny HR Solution,20-Nov-2019 12:26 PM,Rejected-Technical,Rejected due to non submission of firm registration/certificate of shop and esstt/experience certificate etc.,24-Dec-2019 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scan Copy of all Technical Qualification Details,,,,,,,,,,,,,,AOC,,,,,,3,67520,Ex-Servicemen Welfare Training & Security Service,18-Nov-2019 07:32 PM,Rejected-Finance,Not Qualified as per Labour and Welfare Department,27-Aug-2020 04:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Seal and Sign copy Annexure II Terms and Conditions,,,,,,,,,,,,,,AOC,,,,,,4,67360,Group5,20-Nov-2019 01:12 PM,Accepted-AOC,Rate inputted for each serviceman,27-Aug-2020 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,AOC,,,,,,5,67597,HRD Commercial & Industrial Security Force Pvt Ltd,20-Nov-2019 01:06 PM,Rejected-Finance,Not Qualified as per Labour and Welfare Department,27-Aug-2020 04:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,6,67601,MADHABI ELECTRO AND CONSTRUCTION COMPANY,20-Nov-2019 12:06 PM,Rejected-Finance,Not Qualified as per Labour and Welfare Department,27-Aug-2020 04:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,7,67521,M/S Dream Land Enterprise,19-Nov-2019 06:48 PM,Rejected-Technical,Rejected due to non submission experience certificate,24-Dec-2019 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,8,67406,NE INDUSTRIES AND TEA GARDENS SECURITY SERVICES SOCIETY (REGD),18-Nov-2019 10:43 AM,Rejected-Technical,Rejected due to non submission experience certificate,24-Dec-2019 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,9,67591,saraighat security and services,20-Nov-2019 12:21 PM,Rejected-AOC,Rejected,27-Aug-2020 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,10,67561,VANGUARD SECURITY SERVICES & SYSTEMS,19-Nov-2019 09:09 PM,Rejected-AOC,Rejected,27-Aug-2020 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,11,67608,WHITEWATER ASSOCIATES,20-Nov-2019 01:13 PM,Rejected-Technical,Rejected due to non submission experience certificate,24-Dec-2019 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
