Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EE CHOPAL,HPPWD CHOPAL,PWD,PW.CHD-CB-E-9/18- 14779-878 DT 14.2.19,2019_PWD_28367_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,EE CHOPAL,CHOPAL,No,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),09-Mar-2019 06:00 PM,16-Mar-2019 11:30 AM,09-Mar-2019 06:00 PM,15-Mar-2019 11:00 AM,NA ,NA ,09-Mar-2019 06:00 PM,15-Mar-2019 11:00 AM,08-Aug-2019 03:50 PM,"17,500",No,fixed,,EE CHOPAL,CHOPAL,C/O Ghillar to Harijan Basti Dhartua Km. 0/0 to 2/0,SH C/O 5/7 mtr. Wide formation Cutting Between Km. RDs. 0/0 to 1/0,Please refer Tender documents. ,NA ,"8,73,303",Civil Works - Roads,NA ,Tender,120.0,180.0,CHOPAL,171211.0,NA ,NA ,NA ,CHOPAL,No ,No,1.0,DD - Demand Draft,AOC,Er Ks Pal,Internal,Suptt DAO DHD TA,Yogesh Sharma,08-Aug-2019 03:47 PM,08-Aug-2019 03:50 PM,techsummary_40706.pdf (274.41 KB),PWD,2019_PWD_28367_6,PW.CHD-CB-E-9/18- 14779-878 DT 14.2.19,C/O Ghillar to Harijan Basti Dhartua Km. 0/0 to 2/0,19-Aug-2020,"INR 1,335,044",180.0,Yogesh Sharma,19-Aug-2020 04:14 PM,72.pdf (142.00 KB),AOC,Er JC Kanungo,Internal,Er JC Kanungo Suptt DAO DHD TA,Yogesh Sharma,19-Aug-2020 04:11 PM,finsummary_40706.pdf (17.93 KB),1.0,118437.0,Arun Singh Chandel Govt Contractor,13-Mar-2019 06:53 PM,Rejected-Technical,Non Responsive,08-Aug-2019 03:47 PM,Technical,Bid Opening Summary,Yogesh Sharma,08-Aug-2019 03:37 PM,technical_40706.pdf,Finance,Bid Opening Summary,Yogesh Sharma,19-Aug-2020 04:07 PM,finance_40706.pdf,BOQ Comparative Chart,1.0,118567.0,Vardan Singh,INR,"1,335,044",AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,118538.0,Ashish Kumar,14-Mar-2019 04:45 PM,Rejected-Technical,Non Responsive,08-Aug-2019 03:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,118549.0,Basant Chauhan,14-Mar-2019 05:35 PM,Rejected-Technical,Non Responsive,08-Aug-2019 03:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,118582.0,Chand Ram Govt Contractor,14-Mar-2019 09:41 PM,Rejected-Technical,Non Responsive,08-Aug-2019 03:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,118574.0,Deep Ram,15-Mar-2019 10:39 AM,Rejected-AOC,Rejected,19-Aug-2020 04:14 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,118583.0,Rzakesh Bhimta Govt Contractor,14-Mar-2019 10:19 PM,Rejected-Technical,Non Responsive,08-Aug-2019 03:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,118567.0,Vardan Singh,15-Mar-2019 10:46 AM,Accepted-AOC,Accepted,19-Aug-2020 04:14 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
