Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
07-Feb-2020 11:45 AM,17-Feb-2020 11:30 AM,07-Feb-2020 11:45 AM,17-Feb-2020 10:30 AM,NA ,NA ,11-Feb-2020 11:50 AM,17-Feb-2020 10:30 AM,13-Mar-2020 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form DD must be payable at Bhoranj,Periodical renewal on Hamirpur Jahu road,SH Providing and laying 30mm thick bitumen concrete in km. 23.0 to 30.0 for the year 2020-21 AMP MDR,Please refer Tender documents. ,NA ,"84,49,409",Civil Works - Roads,NA ,Tender,120.0,30.0,BHORANJ,176045.0,NA ,NA ,NA ,HPPWD Bhoranj Division,No ,No,"2,000",EE Dodrakawar,Rohru/Dodrakawar,Yes,1.0,DD - Demand Draft,E.E.HPPWD Bhoranj Division,"ExecutiveEngineer, Bhoranj Division, HP.PWD.,Bhoranj",PWD,Periodical renewal on Hamirpur Jahu road,2020_PWD_34673_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,17,000",Yes,fixed,,"EE HPPWD.,Bhoranj Division",Bhoranj,AOC,Finance,Summary attached,Amar Singh Bhatia,22-Aug-2020 12:16 PM,finance_50788.pdf,BOQ Comparative Chart,1.0,149427.0,S.S.Chauhans Construction Private Limted,INR,"9,914,673",1.0,149501.0,DEEPAK JOSHI,16-Feb-2020 11:21 AM,Rejected-AOC,L2,22-Aug-2020 12:48 PM,Technical,Summary attached,Amar Singh Bhatia,12-Mar-2020 01:03 PM,technical_50788.pdf,PWD,2020_PWD_34673_1,Periodical renewal on Hamirpur Jahu road,Periodical renewal on Hamirpur Jahu road,E.E.HPPWDBhoranj Division,Internal,"Supdt. HDM, DAO, A.E.",Amar Singh Bhatia,12-Mar-2020 01:10 PM,13-Mar-2020 11:30 AM,techsummary_50788.pdf (930.14 KB),"E.E. HP.PWD.,Bhoranj Division",Internal,Suptd. HDM. DAO. A.E. Bhoranj Sub Division,Amar Singh Bhatia,22-Aug-2020 12:33 PM,finsummary_50788.pdf (881.20 KB),22-Aug-2020,"INR 9,914,673",30.0,Amar Singh Bhatia,22-Aug-2020 12:48 PM,AwardletterPRHJR.PDF (1590.00 KB),Award letter attached,AOC
,,,,,,,,,,,.pdf,"Earnest Money-Indicated in Schedule F (FDR duly pledged in favour of Executive Engineer, HPPWD., Bh",,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,149427.0,S.S.Chauhans Construction Private Limted,16-Feb-2020 11:30 AM,Accepted-AOC,Accept L1,22-Aug-2020 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Contractor Registration- Gen. Rules Sr. No 23 and 26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,GST Registration -Refer Gen. Rules Sr. No 21 and 26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Labour License,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Permanent Account Number (PAN No.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Employees Provident Fund Number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,"Proof of, Mandatory Machinery Tool and Plant as per Gen Rules 25 and Schedule F Sr. No.6.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Similar nature Work Done Certificate on prescribed format given in Bidding Document without liquidat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
