Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,S.No.1,Category,Sub Category,Sub Category Description,Format/File,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
08-Jun-2020 10:00 AM,18-Jun-2020 11:00 AM,08-Jun-2020 10:00 AM,17-Jun-2020 06:00 PM,NA ,NA ,08-Jun-2020 10:00 AM,17-Jun-2020 06:00 PM,20-Jun-2020 12:05 PM,1.0,ICICI BANK,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,"52,450",No,fixed,,"Executive Engineer, Electrical Division, HP.PWD Ma",Mandi HP,"Construction of CHC Building at Padhar, District Mandi H.P SH Providing and fixing One No. Electric Traction Lift Elevator 20 passenger therein","Construction of CHC Building at Padhar, District Mandi H.P SH Providing and fixing One No. Electric Traction Lift Elevator 20 passenger therein",Please refer to bid document ,NA ,"29,95,000",Electrical Works,NA ,Tender,120.0,180.0,Padhar,175012.0,NA ,NA ,NA ,"Electrical Division, HP.PWD Mandi H.P",No ,No,"1,500","Executive Engineer, Electrical Division, HP.PWD Ma",Mandi HP,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER INDICATED IN SCHEDULE F,PWD,PW/MED/TA/NIT/ e-notice/20-21-309-14 dt 22.05.2020,2020_PWD_37849_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"Executive Engineer, Electrical Division, HP.PWD Ma","Executive Engineer, Electrical Division, HP.PWD Mandi",AOC,1.0,162877.0,classic construction company,16-Jun-2020 07:44 PM,Rejected-Finance,Rejected being L2 firm,20-Jun-2020 04:24 PM,Technical,Technical bid summary,Dalip singh Patial,20-Jun-2020 11:36 AM,technical_55781.pdf,1.0,162729.0,SHARMA ELECTRICAL CO.,INR,"2,980,000",Finance,FINANCIAL BID SUMMARY,Dalip singh Patial,20-Jun-2020 03:59 PM,finance_55781.pdf,BOQ Comparative Chart,PWD,2020_PWD_37849_1,PW/MED/TA/NIT/ e-notice/20-21-309-14 dt 22.05.2020,"Construction of CHC Building at Padhar, District Mandi H.P SH Providing and fixing One No. Electric Traction Lift Elevator 20 passenger therein",Er Dalip Singh Patial EE,Internal,Smt Karuna Sharma Superintendent Sh Jai Ram HDM Sh Kapil Dev Soni Sr Asstt,Dalip singh Patial,20-Jun-2020 12:00 PM,20-Jun-2020 12:05 PM,techsummary_55781.pdf (438.38 KB),Er Dalip Singh Patial EE,Internal,Smt Karuna Sharma Superintendent Sh Jai Ram HDM Sh Kapil Dev Soni Sr Asstt,Dalip singh Patial,20-Jun-2020 04:24 PM,finsummary_55781.pdf (303.20 KB),18-Jul-2020,"INR 2,980,000",365.0,Dalip singh Patial,18-Aug-2020 11:50 AM,AOC.pdf (599.00 KB),work awarded to Sharma Electrical Company being L1 firm,AOC
,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY INDICATED IN SHEDULE F,,,,,,,,,,,,,,,,,AOC,2.0,162771.0,SHARMA ELECTRICAL AND ELECTRONIC CO.,16-Jun-2020 01:04 PM,Rejected-Technical,bid responsive but disqualified,20-Jun-2020 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,3.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Approved OEM of (Lift) or authorized agency of approved OEM of (Lift),,,,,,,,,,,,,,,,,AOC,3.0,162729.0,SHARMA ELECTRICAL CO.,16-Jun-2020 10:57 AM,Accepted-AOC,work awarded being L1,18-Aug-2020 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,4.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax (PAN) and GST and EPF REGITRATION GENERAL RULES NO. 21,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,5.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FORM NO 8 duly signed REFER GENERAL RULES NO 26.7,",,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial turnover of last three years as per Technical qualification criteria,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Attested copies of work done certificates as per Technical qualification criteria,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding No gazetted and non-gazetted HPPWD. Employees related to him GENERAL RULES,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is true and correct in all respect.,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as specified by the State in performa of schedule,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
