S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1,169004,DEEPAK,23-Jul-2020 01:31 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-Jul-2020 04:09 PM,SALOCHNA DEVI,Internal,"EO, President AE and JE MC Hamiprur",Kishori Lal thakur,25-Jul-2020 04:11 PM,25-Jul-2020 04:15 PM,techsummary_57104.pdf (688.87 KB),Technical,"Technical bid has open in the presence of EO, President AE and JE MC Hamiprur TWO numbers Bid Named Sh Roop Lal s/o sh Grib dass and deepk Rejected due to technical Reason",Kishori Lal thakur,25-Jul-2020 04:09 PM,technical_57104.pdf,Finance,"Financial bid has open in the presence of EO, President AE and JE MC Hamriprur",Kishori Lal thakur,14-Aug-2020 06:49 PM,finance_57104.pdf,BOQ Comparative Chart,14-Aug-2020,"INR 94,840",365.0,Kishori Lal thakur,14-Aug-2020 06:57 PM,letter3.pdf (1086.00 KB),Contract date 01-08-20 to 31-07-21,1.0,169161.0,M/S J K ENTERPRISES,INR,"94,840",Directorate of Urban Development||Urban Development - UDDHP||Municipal Council Hamirpur - UDDHP,2020_UDDHP_38638_3,MCH/Sanitation E-Tender/EST 20-21-1447-53 04/07/20,ward No- 3 Sr 3. Job.1,SALOCHNA DEVI,Internal,"Financial bid has open in the presence of EO, President AE and JE MC Hamriprur",Kishori Lal thakur,14-Aug-2020 06:53 PM,finsummary_57104.pdf (636.98 KB),AOC,ward No- 3 Sr 3. Job.1,"Door to door garbage collection in segregated manner i.e. wet waste dry waste and Hazardous Waste in separate manner from Residential ,Commercial Others establishments as per provisions of SWM Rules 2016 ie Collection Transportation Processing",Estimate Cost 151800 (Per Month) ,NA ,"1,51,800",Miscellaneous Services,Sanitation Work ,Tender,45.0,365.0,HAMIRPUR,177001.0,NA ,NA ,NA ,HAMIRPUR,No ,No,1.0,DD - Demand Draft,07-Jul-2020 10:30 AM,24-Jul-2020 02:30 PM,07-Jul-2020 11:30 AM,23-Jul-2020 03:00 PM,NA ,NA ,07-Jul-2020 11:30 AM,23-Jul-2020 03:00 PM,25-Jul-2020 04:15 PM,Executive Officer Municipal Council Hamirpur,Executive Officer Municipal Council Hamirpur,"15,200",No,fixed,,Executive OfficerMunicipal Council Hamirpur,Hamirpur,1.0,Fee/PreQual/Technical,.pdf,GST No and latest Return,Directorate of Urban Development||Urban Development - UDDHP||Municipal Council Hamirpur - UDDHP,MCH/Sanitation E-Tender/EST 20-21-1447-53 04/07/20,2020_UDDHP_38638_3,Yes,Open Tender,Item Rate,Services,2.0,No,No,Offline,No,No,No,500.0,Executive OfficerMunicipal Council Hamirpur,Hamirpur,No,AOC
2,169178,GREAT KRISHNA INTERNATIONAL PRIVATE LIMITED,23-Jul-2020 02:29 PM,Rejected-AOC,rejected,14-Aug-2020 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN,,,,,,,,,,,,,,,,,,,AOC
3,169292,Ishwar Dass and Sons,23-Jul-2020 01:55 PM,Rejected-AOC,rejected,14-Aug-2020 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income tax clearance certificate,,,,,,,,,,,,,,,,,,,AOC
4,168742,Jai Maa Enterprises,22-Jul-2020 04:15 PM,Rejected-AOC,rejected,14-Aug-2020 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labourlicence /Registration proof,,,,,,,,,,,,,,,,,,,AOC
5,169338,M/S HURRICANE SECURITY AGENCY PVT.LTD,23-Jul-2020 01:06 PM,Rejected-AOC,rejected,14-Aug-2020 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Registration of EPF,ESI",,,,,,,,,,,,,,,,,,,AOC
6,169161,M/S J K ENTERPRISES,23-Jul-2020 01:53 PM,Accepted-AOC,accepted,14-Aug-2020 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid security,,,,,,,,,,,,,,,,,,,AOC
7,169349,ROOP LAL,23-Jul-2020 01:44 PM,Rejected-AOC,rejected,14-Aug-2020 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Cost,,,,,,,,,,,,,,,,,,,AOC
8,168176,ROOP LAL LSM,18-Jul-2020 02:45 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,25-Jul-2020 04:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
9,169212,sunrise security and alliend services,22-Jul-2020 07:51 PM,Rejected-AOC,rejected,14-Aug-2020 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,169328,SURINDER KUMAR,23-Jul-2020 12:42 PM,Rejected-AOC,rejected,14-Aug-2020 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
