Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
Dr Basanta Baishya,Internal,,Bhupen Chandra Sarma,16-Apr-2020 05:15 PM,17-Apr-2020 11:00 AM,techsummary_22684.pdf (638.86 KB),Technical,Minutes of the Bid opening Committee Meeting,Bhupen Chandra Sarma,18-Mar-2020 08:25 PM,technical_22684.pdf,Dr. A. K. Barman,Internal,,Bhupen Chandra Sarma,13-Jul-2020 02:02 PM,finsummary_22684.pdf (1702.30 KB),03-Aug-2020,INR 1.0E+7,25.0,Bhupen Chandra Sarma,03-Aug-2020 07:24 PM,ApprovedList115.PDF (753.00 KB),Approved list as per Minutes of the Finance and Technical Committee meeting,Health and Family Welfare Department||Directorate of Medical Education-HFWD,2019_HFWD_14935_1,IFB NO. DME/115/2019/17180 DATED 25/11/2019,SUPPLY OF NEUROSURGERY ANAESTHESIOLOGY AND OTHER EQUIPMENTS INSTRUMENTS FOR ALL MEDICAL COLLEGE HOSPITALS OF ASSAM,Finance,Minutes of the Finance Committee meeting,Bhupen Chandra Sarma,13-Jul-2020 01:53 PM,finance_22684.pdf,BOQ Comparative Chart,1,68376,Alliance Scientific,11-Feb-2020 01:21 PM,Rejected-Technical,As per Minutes of the Technical Committee Meeting,16-Apr-2020 05:15 PM,1.0,72712.0,United Traders,INR,865760.0,AOC,1.0,"Due to Interruption in Internet connectivity, All the tenders due for closing during the period between (11-Dec-2019 and 20-Dec-2019) have been extended to 27-Dec-2019.",Admin Corrigendum Date Extend,,Health and Family Welfare Department||Directorate of Medical Education-HFWD,IFB NO. DME/115/2019/17180 DATED 25/11/2019,2019_HFWD_14935_1,Yes,Open Tender,Supply,Goods,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,PreQualification,"5,000",As mentiond in the E-Tender.,As mentiond in the E- Tender.,No,"4,00,000",Yes,fixed,,As mentiond in the E-Tender.,As mentiond in the E-Tender.,1.0,DD - Demand Draft,26-Nov-2019 06:00 PM,27-Feb-2020 03:00 PM,26-Nov-2019 06:10 PM,27-Feb-2020 02:00 PM,NA ,NA ,05-Dec-2019 12:00 PM,27-Feb-2020 02:00 PM,17-Apr-2020 11:00 AM,SUPPLY OF NEUROSURGERY ANAESTHESIOLOGY AND OTHER EQUIPMENTS INSTRUMENTS FOR ALL MEDICAL COLLEGE HOSPITALS OF ASSAM,SUPPLY OF NEUROSURGERY ANAESTHESIOLOGY AND OTHER EQUIPMENTS INSTRUMENTS FOR ALL MEDICAL COLLEGE HOSPITALS OF ASSAM,Please refer Tender documents. ,NA ,"1,00,00,000",Medical Equipments/Waste,NA ,Tender,365.0,25.0,Medical College Hospitals and SCI Assam,781032.0,"Director of Medical Education, Assam ","Director of Medical Education, Assam ",04-Dec-2019 11:00 AM ,"Director of Medical Education Assam, Khanapara,",No ,No,"Director of Mdical Education , ASSAM","Director of Medical Education, Assam",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,72511,AVM HEALTHCARE PRODUCTS PVT. LTD.,26-Feb-2020 06:17 PM,Rejected-Finance,As per minutes of the Finance Committee Meeting,13-Jul-2020 02:02 PM,2.0,74987.0,M B Traders,INR,35054.0,AOC,2.0,Corrigendum for Extension of Bid submission Last date,Date,,,,,,,,,,,,,,,,,,.pdf,TechnicalBid,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,76673,FAMA MARKETING,27-Feb-2020 11:55 AM,Accepted-AOC,Approved list as per Minutes of the Finance and Technical Committee meeting,03-Aug-2020 07:24 PM,3.0,76583.0,NJD TRADERS,INR,781200.0,AOC,3.0,Corrigendum for Technical Specification,Technical Bid,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,70742,HINDUSTAN TRADERS,19-Jan-2020 04:12 PM,Rejected-Technical,As per Minutes of the Technical Committee Meeting,16-Apr-2020 05:15 PM,4.0,76644.0,M/s Bhola Drugs and Surgicals,INR,347200.0,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,SBOQ,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,76591,Kapalin Biosciences INC.,27-Feb-2020 08:30 AM,Rejected-Technical,As per Minutes of the Technical Committee Meeting,16-Apr-2020 05:15 PM,5.0,76673.0,FAMA MARKETING,INR,10416000.0,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,72982,MAINDEOR ENTERPRISE,30-Jan-2020 11:58 AM,Rejected-Technical,As per Minutes of the Technical Committee Meeting,16-Apr-2020 05:15 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,74987,M B Traders,27-Feb-2020 11:19 AM,Accepted-AOC,Approved list as per Minutes of the Finance and Technical Committee meeting,03-Aug-2020 07:24 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,76644,M/s Bhola Drugs and Surgicals,27-Feb-2020 12:24 PM,Accepted-AOC,Approved list as per Minutes of the Finance and Technical Committee meeting,03-Aug-2020 07:24 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,75304,M/s Marak Supply and Agencies,25-Feb-2020 01:37 PM,Rejected-Finance,As per minutes of the Finance Committee Meeting,13-Jul-2020 02:02 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,76583,NJD TRADERS,27-Feb-2020 11:08 AM,Accepted-AOC,Approved list as per Minutes of the Finance and Technical Committee meeting,03-Aug-2020 07:24 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
