EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"23,400",No,fixed,,EE Nurpur,Nurpur,1.0,DD - Demand Draft,PWD,No.PWN/GA/E-27/20-21-772-76 dt. 2/6/2020,2020_PWD_38122_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Copy of enlistment,Executive Engineer,"Nurpur Division HP.PWD., Nurpur",22-Jun-2020 11:30 AM,08-Jul-2020 11:30 AM,22-Jun-2020 11:30 AM,07-Jul-2020 04:00 PM,22-Jun-2020 11:30 AM ,07-Jul-2020 04:00 PM ,22-Jun-2020 11:30 AM,07-Jul-2020 04:00 PM,09-Jul-2020 02:35 PM,C/O link road to SC/ST Basti Sudiyal kms 0/0 to 1/500,"C/O R/wall from RD 1/563 to 1/585, solid causeway at RD 1/480 to 1/495, 80mm thick interlocking paver block at RD 1/395 to 1/480, 1/495 to 1/585 along with side drains at various reaches.",Please refer Tender documents. ,NA ,"11,17,154",Civil Works - Roads,NA ,Tender,120.0,90.0,Nurpur,176202.0,NA ,NA ,NA ,Nurpur,No ,No,500.0,EE Nurpur,Nurpur,No,AOC,1,165935,amisha gupta,06-Jul-2020 08:49 AM,Rejected-Technical,Not qualified,09-Jul-2020 02:30 PM,PWD,2020_PWD_38122_10,No.PWN/GA/E-27/20-21-772-76 dt. 2/6/2020,C/O link road to SC/ST Basti Sudiyal kms 0/0 to 1/500,AOC
,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,.pdf,Earnest money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,166326,HARDEEP GOVT CONTRACTOR,07-Jul-2020 03:05 PM,Rejected-Technical,not qualified,09-Jul-2020 02:30 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,166223,Jagjit Singh,06-Jul-2020 06:56 PM,Rejected-Technical,not qualified,09-Jul-2020 02:30 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,166267,JAI RAM SHARMA,07-Jul-2020 08:39 AM,Rejected-Technical,not qualified,09-Jul-2020 02:30 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,166247,JAKUB DIN,06-Jul-2020 09:45 PM,Rejected-Technical,not qualified,09-Jul-2020 02:30 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,165976,MANGAL SINGH GOVT. CONTRACTOR,04-Jul-2020 03:42 PM,Accepted-AOC,qualified,25-Aug-2020 11:20 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,166076,M/S AJAY KUMAR GOVT CONTRACTOR,06-Jul-2020 10:52 AM,Rejected-Technical,not qualified,09-Jul-2020 02:30 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,165861,NARESH KATOCH,03-Jul-2020 03:34 PM,Rejected-Technical,Not qualified,09-Jul-2020 02:30 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,166258,OTHRE,06-Jul-2020 11:59 PM,Rejected-Technical,not qualified,09-Jul-2020 02:30 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,166181,RAJESH SHARMA,06-Jul-2020 04:48 PM,Rejected-Technical,not qualified,09-Jul-2020 02:30 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,165987,RAKESH PATHANIA,04-Jul-2020 05:25 PM,Rejected-AOC,qualified,25-Aug-2020 11:20 AM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,165893,RAMESH KUMAR,03-Jul-2020 04:47 PM,Rejected-Technical,Not qualified,09-Jul-2020 02:30 PM,,,,,AOC
