Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
C/O link road from Suliali to Harizan Basti Dev Bharari road kms 0/0 to 1/900,"Formation cutting work, cross drainage along with retaining wall and breast walls at various RDs.",Please refer Tender documents. ,NA ,"26,39,177",Civil Works - Roads,NA ,Tender,120.0,180.0,Nurpur,176202.0,NA ,NA ,NA ,Nurpur,No ,No,Executive Engineer,"Nurpur Division, HP.PWD., Nurpur",22-Jun-2020 11:30 AM,08-Jul-2020 11:30 AM,22-Jun-2020 11:30 AM,07-Jul-2020 04:00 PM,22-Jun-2020 11:30 AM ,07-Jul-2020 04:00 PM ,22-Jun-2020 11:30 AM,07-Jul-2020 04:00 PM,09-Jul-2020 04:00 PM,PWD,No.PWN/GA/E-27/20-21-772-76 dt. 2/6/2020,2020_PWD_38122_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"48,000",No,fixed,,EE Nurpur,Nurpur,1.0,Fee/PreQual/Technical,.pdf,Copy of enlistment,"1,500",EE Nurpur,Nurpur,No,AOC,PWD,2020_PWD_38122_8,No.PWN/GA/E-27/20-21-772-76 dt. 2/6/2020,C/O link road from Suliali to Harizan Basti Dev Bharari road kms 0/0 to 1/900,Er. DK Dhiman,Internal,"GA, Supdt, HDM, DAO",Dinesh Kumar Dhiman,09-Jul-2020 03:59 PM,09-Jul-2020 04:00 PM,techsummary_56371.pdf (161.42 KB),Er. DK Dhiman,Internal,"GA, HDM",Dinesh Kumar Dhiman,25-Aug-2020 12:08 PM,finsummary_56371.pdf (196.63 KB),25-Aug-2020,"INR 3,742,074",180.0,Dinesh Kumar Dhiman,25-Aug-2020 12:10 PM,HBDev.pdf (197.00 KB),AOC,1.0,166167.0,RAJESH SHARMA,INR,"3,742,074",Finance,Bid opening summary,Dinesh Kumar Dhiman,20-Aug-2020 03:01 PM,finance_56371.pdf,BOQ Comparative Chart,1,165933,amisha gupta,07-Jul-2020 09:56 AM,Rejected-Technical,Not qualified,09-Jul-2020 04:00 PM,Technical,Bid opening summary,Dinesh Kumar Dhiman,08-Jul-2020 12:03 PM,technical_56371.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,.pdf,Earnest money,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,166325,ANKIT MAHAJAN,07-Jul-2020 03:09 PM,Rejected-Technical,not qualified,09-Jul-2020 04:00 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Cost,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,166249,JAKUB DIN,06-Jul-2020 10:03 PM,Rejected-Technical,not qualified,09-Jul-2020 04:00 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,166209,M/S SUDHIR KUMAR GOVT CONTRACTOR,06-Jul-2020 06:03 PM,Rejected-Technical,not qualified,09-Jul-2020 04:00 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,166341,MUKESH KUMAR,07-Jul-2020 03:45 PM,Rejected-Technical,not qualified,09-Jul-2020 04:00 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,166174,NARENDER SINGH,06-Jul-2020 04:26 PM,Rejected-AOC,qualified,25-Aug-2020 12:10 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,165870,NARESH KATOCH,03-Jul-2020 04:00 PM,Rejected-Technical,Not qualified,09-Jul-2020 04:00 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,166335,rahul kalia,07-Jul-2020 03:29 PM,Rejected-Technical,not qualified,09-Jul-2020 04:00 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,166167,RAJESH SHARMA,06-Jul-2020 04:09 PM,Accepted-AOC,qualified,25-Aug-2020 12:10 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,166309,ROHIT VERMA,07-Jul-2020 01:15 PM,Rejected-Technical,not qualified,09-Jul-2020 04:00 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,165682,Tarsem Singh,02-Jul-2020 12:23 PM,Rejected-Technical,Not qualified,09-Jul-2020 04:00 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,166211,VIVEK MAHAJAN,06-Jul-2020 06:05 PM,Rejected-Technical,not qualified,09-Jul-2020 04:00 PM,,,,,,AOC
