Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,"38,100",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,PWD,Job 1 Construction of link road Mohalla Rajputan t,2020_PWD_39479_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,FDR - Fixed Deposit,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",05-Aug-2020 10:00 AM,13-Aug-2020 11:00 AM,05-Aug-2020 10:30 AM,13-Aug-2020 09:00 AM,NA ,NA ,05-Aug-2020 10:30 AM,13-Aug-2020 09:00 AM,11-Sep-2020 11:00 AM,Job 1 Construction of link road Mohalla Rajputan to Lawana Majra at village Ispur Distt.Una Sub Head C/O C.C Pavement in km. 0-00 to 0-300 Length 300mtr. Under OTMNP,Job 1 Construction of link road Mohalla Rajputan to Lawana Majra at village Ispur Distt.Una Sub Head C/O C.C Pavement in km. 0-00 to 0-300 Length 300mtr. Under OTMNP,Please refer to Bidding Documents ,NA ,"20,42,185",Civil Works - Roads,NA ,Tender,120.0,90.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,AOC,PWD,2020_PWD_39479_1,Job 1 Construction of link road Mohalla Rajputan t,Job 1 Construction of link road Mohalla Rajputan to Lawana Majra at village Ispur Distt.Una Sub Head C/O C.C Pavement in km. 0-00 to 0-300 Length 300mtr. Under OTMNP,Er. H.L.Sharma EE,Internal,"Er. Kuldeep Singh AE to EE Arvind Choudhary AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Arvind Chaudhary,07-Sep-2020 06:22 PM,11-Sep-2020 11:00 AM,techsummary_58287.pdf (409.81 KB),Er. H.L.Sharma EE,Internal,"Er. Kuldeep Singh AE to EE Arvind Choudhary AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Arvind Chaudhary,14-Sep-2020 04:00 PM,finsummary_58287.pdf (497.58 KB),08-Oct-2020,"INR 2,042,185",90.0,Gurcharan Singh Rana,09-Oct-2020 05:03 PM,Awardletter.pdf (823.00 KB),Awardletter,1.0,172830.0,Balbir Singh Govt Contractor,12-Aug-2020 04:45 PM,Rejected-AOC,ok,09-Oct-2020 05:04 PM,Technical,TechnicalBidOpeningSummary,Gurcharan Singh Rana,14-Aug-2020 01:22 PM,technical_58287.pdf,1.0,172815.0,Chetan Chabba,INR,"1,837,227",Finance,Proceedingregardingopeningoffinancialbids,Arvind Chaudhary,14-Sep-2020 02:09 PM,finance_58287.pdf,BOQ Comparative Chart,AOC
,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,172815.0,Chetan Chabba,12-Aug-2020 02:03 PM,Accepted-AOC,ok,09-Oct-2020 05:04 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,172878.0,DT Enterprises,12-Aug-2020 05:42 PM,Rejected-Technical,As per Technical Bid Evaluation Proceeding,07-Sep-2020 06:23 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,172855.0,Lalit Joshi,12-Aug-2020 05:09 PM,Rejected-Technical,As per technical Evaluation proceeding,07-Sep-2020 06:23 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,172899.0,M/S OM PARKASH DHIMAN AND SONS,12-Aug-2020 09:15 PM,Rejected-AOC,ok,09-Oct-2020 05:04 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,172883.0,Om Parkash Govt Contrator,12-Aug-2020 06:11 PM,Rejected-Technical,As perf technical Evaluation Proceeding,07-Sep-2020 06:23 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,172860.0,Tilak Raj Govt Contractor,12-Aug-2020 04:19 PM,Rejected-AOC,ok,09-Oct-2020 05:04 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
