Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"PROCUREMENT OF PLANT DESIGN,SUPPLY,INSTALLATION, and COMMISSIONING OF GOODS AT PATLIKUHAL","PROCUREMENT OF PLANT DESIGN, SUPPLY, INSTALLATION, TESTING and COMMISSIONING OF GOODS FOR UP GRADATION, EXPANSION AND STRENGTHENING OF EXISTING POST HARVEST INFRASTRUCTURE PROJECT AT PATLIKUHAL, DISTRICT KULLU HP",Please refer Tender documents. ,NA ,"70,00,000",Miscellaneous Goods,NA ,Tender,120.0,365.0,PATLIKUHAL(KULLU),175129.0,Shimla-2 ,"HPMC HO 3rd Floor, Nigam Vihar Shimla-2  ",08-Jun-2020 03:00 PM ,Shimla,No ,No,HP Horticultural Produce Marketing and Processing Corporation Ltd.,HPHDP PIU HPMC GOODS-PATLIKUHAL-5,2020_HPMC_37395_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,"1,40,000",No,fixed,,Project Director,Himachal Pradesh Horticulture Development Society,1.0,Fee/PreQual/Technical,.pdf,Letter of Bid Technical Part andBid Security in accordance with ITB 20,1.0,DD - Demand Draft,22-May-2020 01:50 PM,17-Jul-2020 12:30 PM,22-May-2020 01:50 PM,17-Jul-2020 12:00 PM,22-May-2020 01:50 PM ,04-Jun-2020 09:00 AM ,12-Jun-2020 09:00 AM,17-Jul-2020 12:00 PM,05-Aug-2020 11:30 AM,"5,900",Project Director,Himachal Pradesh Horticulture Development Society,No,"Managing Director, HPMC","HPMC HO 3rd Floor, Nigam Vihar Shimla-2",1.0,Date_Extension_Corrigendum,Date,,AOC,05-Oct-2020,"INR 7,000,000",365.0,BRIJ MOHAN SAINI,27-Oct-2020 11:37 AM,LOA-Patlikuhal.pdf (388.00 KB),Letter of Acceptance (LOA) and Contract has been awarded to Ms LUXMI ENGINEERS.,1.0,167962.0,LUXMI ENGINEERS,INR,"7,950,000","Mr. B.M. Saini, AGM, HO",Internal,"Sh.Maan Singh-EE-HPMC,Sh DS Negi-AO-HPMC,Sh.Anil Sharma-ALO-HPMC,Sh.Gauri Shankar-AC-HIMUDA, Sh.JC Sharma-HDO-HPHDP,Sh.Ishan Agrawal-PO-HPMC,Sh.Arun Thakur-AE-HPMC, Sh.Piyush Maria-AE-HPMC",BRIJ MOHAN SAINI,05-Oct-2020 02:49 PM,finsummary_55103.pdf (566.70 KB),HP Horticultural Produce Marketing and Processing Corporation Ltd.,2020_HPMC_37395_1,HPHDP PIU HPMC GOODS-PATLIKUHAL-5,"PROCUREMENT OF PLANT DESIGN,SUPPLY,INSTALLATION, and COMMISSIONING OF GOODS AT PATLIKUHAL",Finance,Kindly refer to the attached documents.,BRIJ MOHAN SAINI,20-Aug-2020 03:20 PM,finance_55103.pdf,BOQ Comparative Chart,"Mr. B.M. Saini, AGM, HO",Internal,"Sh.Maan Singh-EE-HPMC,Sh DS Negi-AO-HPMC,Sh.Anil Sharma-ALO-HPMC,Sh.Gauri Shankar-AC-HIMUDA, Sh.JC Sharma-HDO-HPHDP,Sh.Ishan Agrawal-PO-HPMC,Sh.Arun Thakur-AE-HPMC, Sh.Piyush Maria-AE-HPMC",BRIJ MOHAN SAINI,28-Jul-2020 05:13 PM,05-Aug-2020 11:30 AM,techsummary_55103.pdf (478.36 KB),Technical,Kindly refer to the attached document.,BRIJ MOHAN SAINI,28-Jul-2020 05:09 PM,technical_55103.pdf,1.0,167962.0,LUXMI ENGINEERS,17-Jul-2020 10:29 AM,Accepted-AOC,L1,27-Oct-2020 11:40 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,written confirmation authorizing the signatory of the Bid to commit the Bidder inaccordance ITB 21.2,2.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,2.0,General Corrigendum,Other,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"documentary evidence established in accordance with ITB 14.1,15,16,16.2",3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,documentary evidence in accordance with ITB 15,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"in the case of a bid submitted by a JV (where permitted), JV agreement",,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned Copy of FEE and EMD,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other document required in the BDS.,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ(Price Bid),,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Bid Financial Part prepared in accordance with ITB 12 and ITB 17,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Completed schedules as required, including Price Schedules in accordance with ITB 12 and 17",,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
