Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,Sum,Suresh Kumar Walia,18-Sep-2020 12:11 PM,finance_59033.pdf,BOQ Comparative Chart,1.0,176655.0,Tilak,INR,"738,047.02",Technical,Sum,Suresh Kumar Walia,14-Sep-2020 04:39 PM,technical_59033.pdf,1.0,176578.0,SHALINI PATHANIA GOVT CONTRACTOR,05-Sep-2020 01:30 PM,Rejected-Technical,Not Fulfill criteria,14-Sep-2020 04:42 PM,25-Sep-2020,"INR 738,047",60.0,Suresh Kumar Walia,08-Oct-2020 11:55 AM,Award.pdf (208.00 KB),Award,Dr Suresh Kumar walia,Internal,Er Vinay Mehra AE Ajit Kumar Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,18-Sep-2020 12:23 PM,finsummary_59033.pdf (896.08 KB),Dr Suresh Kumar walia,Internal,Er Vinay Mehra AE Ajit Kumar Supdt Gr II Ajay Mahajan HDM Suraj Parkash DAO Ashok Kumar TA,Suresh Kumar Walia,14-Sep-2020 04:41 PM,17-Sep-2020 11:00 AM,techsummary_59033.pdf (896.08 KB),PWD,2020_PWD_39982_1,PWD Civil Work-5351-80- Tanda,Annual repair and maintenance of various roads under HP PWD Division Tanda at Nagrota Bagwan in Distt Kangra (HP) (SH-Providing and laying of hot applied thermoplastic paint both side Edge line/Zebra crossing line etc),AOC,1.0,DD - Demand Draft,PWD,PWD Civil Work-5351-80- Tanda,2020_PWD_39982_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,EE HP PWD Division Tanda at Nagrota Bagwan,Annual repair and maintenance of various roads under HP PWD Division Tanda at Nagrota Bagwan in Distt Kangra (HP) (SH-Providing and laying of hot applied thermoplastic paint both side Edge line/Zebra crossing line etc),Annual repair and maintenance of various roads under HP PWD Division Tanda at Nagrota Bagwan in Distt Kangra (HP) (SH-Providing and laying of hot applied thermoplastic paint both side Edge line/Zebra crossing line etc),Please refer Tender documents. ,NA ,"7,00,000",Civil Works - Roads,NA ,Tender,120.0,60.0,Tanda,176002.0,NA ,NA ,NA ,EE HP PWD Division Tanda at Nagrota Bagwan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money in shape of FDR as per SBD,350.0,Executive Engineer HP PWD Tanda,Kangra,No,"14,000",No,fixed,,Executive Engineer HP PWD Tanda,Tanda at Nagrota Bagwan,20-Aug-2020 01:00 PM,08-Sep-2020 11:30 AM,20-Aug-2020 01:00 PM,07-Sep-2020 05:00 PM,NA ,NA ,20-Aug-2020 01:00 PM,07-Sep-2020 05:00 PM,17-Sep-2020 11:00 AM,AOC
,,,,,,,,,,,,,,,,2.0,176252.0,Sunil cont,03-Sep-2020 10:31 PM,Rejected-AOC,L5,08-Oct-2020 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,176767.0,TARUN KUMAR,07-Sep-2020 03:40 PM,Rejected-AOC,L4,08-Oct-2020 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4.0,176655.0,Tilak,06-Sep-2020 10:33 AM,Accepted-AOC,L1,08-Oct-2020 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5.0,176626.0,Vipul Bali Govt. Contractor,07-Sep-2020 03:29 PM,Rejected-AOC,L3,08-Oct-2020 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6.0,176749.0,WALIA CONSTRUCTIONS,07-Sep-2020 02:06 PM,Rejected-AOC,L2,08-Oct-2020 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,AOC
