S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Corrigendum regarding change of opening of technicalbids,Date,,"5,000","Executive Engineer, Una Division, HPPWD, Una",Una,No,1.0,FDR - Fixed Deposit,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",12-Jun-2020 10:00 AM,23-Jun-2020 11:00 AM,12-Jun-2020 10:30 AM,22-Jun-2020 05:00 PM,NA ,NA ,12-Jun-2020 10:30 AM,22-Jun-2020 05:00 PM,29-Jun-2020 10:00 AM,"4,76,500",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,"Job 1 Construction of Govt. Senior Secondary School, Boys, Una Tehsil and Distt. Una HP Sub Head C.O Building portion, Water Supply and Sanitary Installation, Rain Rain Harvesting Tank and Septic Tank etc.","Job 1 Construction of Govt. Senior Secondary School, Boys, Una Tehsil and Distt. Una HP Sub Head C.O Building portion, Water Supply and Sanitary Installation, Rain Rain Harvesting Tank and Septic Tank etc.",Please refer to Bidding Documents ,NA ,"4,43,74,001",Civil Works - Buildings,NA ,Tender,120.0,365.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,PWD,Job 1 Construction of Govt. Senior Secondary Schoo,2020_PWD_38010_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),AOC,PWD,2020_PWD_38010_1,Job 1 Construction of Govt. Senior Secondary Schoo,"Job 1 Construction of Govt. Senior Secondary School, Boys, Una Tehsil and Distt. Una HP Sub Head C.O Building portion, Water Supply and Sanitary Installation, Rain Rain Harvesting Tank and Septic Tank etc.",Er.G.S. Rana E.E.,Internal,"Er. R.D. Sharma AE Harish Chander Head Draughtsman , Dinesh Kumar, DAO Jagpal Singh Supdt. Gr-II Tara Singh Supdt Gr-II , Kamal Sr. Asstt.",Gurcharan Singh Rana,26-Jun-2020 04:20 PM,29-Jun-2020 10:00 AM,techsummary_55993.pdf (546.03 KB),Er.G.S. Rana E.E.,Internal,"Er. R.D. Sharma AE Harish Chander Head Draughtsman , Tara Singh Superintendent Gr-II , Prem Chand Sr. Asstt. Kamal Sr. Assistant",Gurcharan Singh Rana,29-Jun-2020 07:32 PM,finsummary_55993.pdf (502.13 KB),29-Sep-2020,"INR 44,374,001",365.0,Gurcharan Singh Rana,03-Oct-2020 01:50 PM,Awardletter.pdf (1611.00 KB),Award letter,1.0,163499.0,", D.S.Rathore",20-Jun-2020 03:56 PM,Rejected-AOC,ok,03-Oct-2020 01:52 PM,Technical,TechnicalBidOpeningSummary,Gurcharan Singh Rana,23-Jun-2020 07:31 PM,technical_55993.pdf,1.0,163046.0,m/s kathuria constrution co.,INR,"53,915,900",Finance,Proceedingregardingopeningoffinancialbids,Gurcharan Singh Rana,29-Jun-2020 07:09 PM,finance_55993.pdf,BOQ Comparative Chart,AOC
2.0,Corrigendum regarding stipulated time limit,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,163046.0,m/s kathuria constrution co.,22-Jun-2020 04:38 PM,Accepted-AOC,ok,03-Oct-2020 01:52 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,163974.0,unipro,22-Jun-2020 03:48 PM,Rejected-AOC,ok,03-Oct-2020 01:52 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity/ C.A. Annual Report a/w balance sheet as Per General Rules 28.2a and 28.2b,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Credit facility of minimum 10Percent of estimated cost from the Scheduled Bank be attached.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
