Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
PWD,PW-MDI-Tender-NIT- 7701-7735 dated 17.08.2020,2020_PWD_40097_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi","Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule F),500.0,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,No,Construction of Assistant Engineer Residence at Kamand Tehsil Sadar District Mandi (H.P.),"Construction of building portion including water supply and sanitary installation, construction of septic tank and rain water harvesting system",As per bid documents ,NA ,"15,64,666",Civil Works - Buildings,NA ,Tender,120.0,365.0,Kamand,175001.0,NA ,NA ,NA ,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",No ,No,1.0,ICICI BANK,26-Aug-2020 10:00 AM,09-Sep-2020 11:30 AM,26-Aug-2020 10:00 AM,08-Sep-2020 05:00 PM,NA ,NA ,26-Aug-2020 10:00 AM,08-Sep-2020 05:00 PM,17-Sep-2020 11:00 AM,"31,000",No,fixed,,"Executive Engineer, Mandi Divn.No.I, HPPWD, Mandi",Mandi,AOC,1.0,176824.0,Ajay Kumar,08-Sep-2020 11:51 AM,Accepted-AOC,AOC,06-Oct-2020 12:14 PM,Technical,summary,Jitender Kumar,09-Sep-2020 04:46 PM,technical_59207.pdf,PWD,2020_PWD_40097_1,PW-MDI-Tender-NIT- 7701-7735 dated 17.08.2020,Construction of Assistant Engineer Residence at Kamand Tehsil Sadar District Mandi (H.P.),AOC
,,,,,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,AOC,2.0,175949.0,Balwant SIngh Thakur,07-Sep-2020 04:49 PM,Rejected-Finance,L-4,18-Sep-2020 03:49 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,176836.0,DESH RAJ,08-Sep-2020 03:51 PM,Rejected-Technical,Non-Responsive,14-Sep-2020 03:29 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,176021.0,Kalap Engineers & Builders,02-Sep-2020 07:04 AM,Rejected-Technical,Non-Responsive,14-Sep-2020 03:29 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.19)Mini amount of work done as per Schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,176822.0,Mr. Sohan Lal,08-Sep-2020 11:48 AM,Rejected-Technical,Non-Responsive,14-Sep-2020 03:29 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed (General Rule No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,176572.0,PADAM SINGH,05-Sep-2020 12:58 PM,Rejected-Finance,L-2,18-Sep-2020 03:49 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7.0,176733.0,SUNEEL KUMAR,07-Sep-2020 12:26 PM,Rejected-Finance,L-3,18-Sep-2020 03:49 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (Gen.Rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,AOC
