S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1,168347,Ashwani Kumar Govt Contractor,20-Jul-2020 09:30 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Aug-2020 11:18 AM,Er. Subhash Chander Sharma SE,Internal,"Er. Sanjeev Kumar Soni EE , Er.Hoshiar Singh EE, Parveen Kumar EE, Er. Surinder Kumar AE, SUrjeet Singh CHD and Sh. Tarsem Kumar Supdt",Hoshiar Singh,28-Aug-2020 11:29 AM,28-Aug-2020 12:00 PM,techsummary_57144.pdf (6760.63 KB),22-Oct-2020,"INR 3,466,120",90.0,Hoshiar Singh,22-Oct-2020 11:48 AM,awardbadhsali.pdf (3102.00 KB),Award letter alongwith revised schedule of quantity and terms and conditions,Technical,pre-qualification bid summary,Hoshiar Singh,28-Aug-2020 11:17 AM,technical_57144.pdf,Finance,financial bid summary,Hoshiar Singh,22-Oct-2020 11:41 AM,finance_57144.pdf,BOQ Comparative Chart,1.0,award letter,Award letter,22-Oct-2020 10:39 AM,awardbadhsali.pdf ,3087.92,Financial Opening,1.0,168323.0,Sushant Puri,INR,"3,466,120",HP Irrigation and Public Health||IPH Circle Swan River Flood Management Project Una - HPIPH||Swan River Flood Management Project Haroli - HPIPH,2020_HPIPH_38683_1,EE SRFMP TENDER Bhadsali939-1038 dated 07-07-2020,Swan River Flood Management Project form Daulatpur Bridge to Gagret Bridge in Main Swann River and all tributaries joining main Swan River From Daulatpur Bridge to Santokhgarh Bridge in Distt. Una HP Phase-4th Badshali Khad,Er Subhash Chander Sharma,Internal,"Er. Sanjeev Kumar Soni EE,D, Er. Hoshiar Singh EE Haroli Er. Parveen Kumar EE Gagret , Er. Surender Kumar AE D,Surjit Singh CHD and Sh, Tarsem Kumar Supdt",Hoshiar Singh,22-Oct-2020 11:45 AM,finsummary_57144.pdf (2053.15 KB),AOC,"80,617",Yes,fixed,,EESRFMP Division Haroli,Haroli,Executive Engineer,Swan River Flood Management Project Division Haroli,1.0,ICICI BANK,800.0,EESRFMP Division Haroli,Haroli,No,1.0,Terms and conditions,Other,,07-Jul-2020 06:00 PM,21-Jul-2020 12:30 PM,07-Jul-2020 06:00 PM,21-Jul-2020 11:00 AM,07-Jul-2020 06:00 PM ,21-Jul-2020 11:00 AM ,07-Jul-2020 06:00 PM,21-Jul-2020 11:00 AM,28-Aug-2020 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,Copy of enlistment as per NIeT condition No. 11 (i ),HP Irrigation and Public Health||IPH Circle Swan River Flood Management Project Una - HPIPH||Swan River Flood Management Project Haroli - HPIPH,EE SRFMP TENDER Bhadsali939-1038 dated 07-07-2020,2020_HPIPH_38683_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Both(Online/Offline),No,No,No,Swan River Flood Management Project form Daulatpur Bridge to Gagret Bridge in Main Swann River and all tributaries joining main Swan River From Daulatpur Bridge to Santokhgarh Bridge in Distt. Una HP Phase-4th Badshali Khad,Construction of Balance Earthen Embankments including wire crated apron stone pitching etc and construction of Toe wall from RD 20600/4150 to RD 20600/4360 on right side of Bhadsali Khad on right Bank of Swan River,Please refer Tender documents. ,NA ,"48,74,436",Civil Works,NA ,Tender,120.0,90.0,Una,176601.0,NA ,NA ,NA ,Haroli at Kungrat,No ,No,AOC
2,168553,BACHITTAR SINGH AND CO,20-Jul-2020 08:25 PM,Rejected-Finance,Due to 2nd lowest,22-Oct-2020 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tenders form as per NIeT condition No. 11 (ii),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,167942,Chetan Chabba,20-Jul-2020 09:23 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Aug-2020 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money a/w affidavit as per NIeT condition No. 11 (iii ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,168383,Deepankar Singh Kanwar,21-Jul-2020 10:43 AM,Rejected-Finance,Due to 7th lowest,22-Oct-2020 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of I/ Tax GST clearance certificate a/w PAN as per NIeT condition No. 11 (v ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,168500,Lakhwinder Infrastructures,20-Jul-2020 05:38 PM,Rejected-Finance,Due to 8th lowest,22-Oct-2020 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,copy of affidavit as per NIeT condition No. 11 (vi ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,167598,Lalit Joshi,20-Jul-2020 08:50 PM,Rejected-Finance,Due to 5th lowest,22-Oct-2020 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of adequate machinery as per NIeT condition No. 11 (vii ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,168555,Pershant Rai,21-Jul-2020 10:28 AM,Rejected-Finance,Due to 9th lowest,22-Oct-2020 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,form 6 and 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,168556,Rajan Thakur,20-Jul-2020 09:08 PM,Rejected-Finance,Due to 4th lowest,22-Oct-2020 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,schedule of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,168581,SHIV KANT PRASHAR,21-Jul-2020 12:12 AM,Rejected-Finance,Due to 6th lowest,22-Oct-2020 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,terms and conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,168323,Sushant Puri,20-Jul-2020 09:09 PM,Accepted-AOC,Due to 1st Lowest,22-Oct-2020 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
