Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),"41,500",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,"Job 2 Restoration of rain damages Tahliwal Bathri Road at Km. 0-0 to 8-0 Sub Head C.o embankment, P.L WMM, prime coat tack coat DBM and BC at km. 6-650 to 6-900 250 mtr.","Job 2 Restoration of rain damages Tahliwal Bathri Road at Km. 0-0 to 8-0 Sub Head C.o embankment, P.L WMM, prime coat tack coat DBM and BC at km. 6-650 to 6-900 250 mtr.",Please refer to Bidding Documents ,NA ,"22,65,663",Civil Works - Water Works,NA ,Tender,120.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,12-Jun-2020 10:00 AM,20-Jun-2020 11:00 AM,12-Jun-2020 10:30 AM,19-Jun-2020 05:00 PM,NA ,NA ,12-Jun-2020 10:30 AM,19-Jun-2020 05:00 PM,29-Jun-2020 10:00 AM,PWD,Job 2 Restoration of rain damages Tahliwal Bathri,2020_PWD_38012_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,FDR - Fixed Deposit,AOC,Er.G.S. Rana E.E.,Internal,"Er. R.D. Sharma AE Harish Chander Head Draughtsman , Dinesh Kumar, DAO Jagpal Singh Supdt. Gr-II Tara Singh Supdt Gr-II , Kamal Sr. Asstt.",Gurcharan Singh Rana,26-Jun-2020 03:32 PM,29-Jun-2020 10:00 AM,techsummary_55996.pdf (468.43 KB),PWD,2020_PWD_38012_1,Job 2 Restoration of rain damages Tahliwal Bathri,"Job 2 Restoration of rain damages Tahliwal Bathri Road at Km. 0-0 to 8-0 Sub Head C.o embankment, P.L WMM, prime coat tack coat DBM and BC at km. 6-650 to 6-900 250 mtr.",15-Oct-2020,"INR 2,265,663",60.0,Gurcharan Singh Rana,16-Oct-2020 07:08 PM,Awardletter.pdf (961.00 KB),Award letter,Er.G.S. Rana E.E.,Internal,"Er. R.D. Sharma AE Harish Chander Head Draughtsman , Tara Singh Superintendent Gr-II , Prem Chand Sr. Asstt. Kamal Sr. Assistant",Gurcharan Singh Rana,29-Jun-2020 07:16 PM,finsummary_55996.pdf (448.94 KB),1.0,163304.0,Balbir Singh Govt Contractor,19-Jun-2020 02:00 PM,Rejected-Technical,As per Technical Bid Evaluation Proceeding,26-Jun-2020 03:32 PM,Technical,TechnicalBidOpeningSummary,Ravi Dutt Sharma,20-Jun-2020 04:38 PM,technical_55996.pdf,Finance,Proceedingregardingopeningoffinancialbids,Gurcharan Singh Rana,29-Jun-2020 06:42 PM,finance_55996.pdf,BOQ Comparative Chart,1.0,163396.0,Shivalik Construction Company,INR,"2,446,504",AOC
,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,163348.0,Lalit Joshi,19-Jun-2020 04:22 PM,Rejected-AOC,ok,16-Oct-2020 07:09 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,163396.0,Shivalik Construction Company,19-Jun-2020 04:09 PM,Accepted-AOC,ok,16-Oct-2020 07:09 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
