Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"Mr. B.M. Saini, AGM, HO",Internal,"Sh.Maan Singh-EE-HPMC,Sh DS Negi-AO-HPMC,Sh.Anil Sharma-ALO-HPMC,Sh.Gauri Shankar-AC-HIMUDA, Sh.JC Sharma-HDO-HPHDP,Sh.Ishan Agrawal-PO-HPMC,Sh.Arun Thakur-AE-HPMC, Sh.Piyush Maria-AE-HPMC",BRIJ MOHAN SAINI,17-Aug-2020 10:43 AM,finsummary_55014.pdf (184.50 KB),HP Horticultural Produce Marketing and Processing Corporation Ltd.,2020_HPMC_37335_1,HPHDP PIU HPMC GOODS-ROHRU-1,"PROCUREMENT OF PLANT DESIGN,SUPPLY,INSTALLATION, and COMMISSIONING OF GOODS AT ROHRU",10-Sep-2020,"INR 187,500,000",365.0,BRIJ MOHAN SAINI,05-Oct-2020 01:22 PM,LOA-ROHRU.pdf (402.00 KB),Letter of Acceptance (LOA) and contract has been awarded to Ms Frick India Limited.,1.0,164628.0,Frick India Limited,INR,"184,377,217.66",Technical,Bid opening summary document.,BRIJ MOHAN SAINI,20-Jul-2020 04:59 PM,technical_55014.pdf,"Mr. B.M. Saini, AGM, HO",Internal,"Sh.Maan Singh-EE-HPMC,Sh DS Negi-AO-HPMC,Sh.Anil Sharma-ALO-HPMC,Sh.Gauri Shankar-AC-HIMUDA, Sh.JC Sharma-HDO-HPHDP,Sh.Ishan Agrawal-PO-HPMC,Sh.Arun Thakur-AE-HPMC, Sh.Piyush Maria-AE-HPMC",BRIJ MOHAN SAINI,20-Jul-2020 05:00 PM,31-Jul-2020 11:30 AM,techsummary_55014.pdf (188.11 KB),1.0,163546.0,FIL INDUSTRIES LIMITED,26-Jun-2020 09:35 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-Jul-2020 04:59 PM,Finance,Financial Bid Opening Summary,BRIJ MOHAN SAINI,17-Aug-2020 10:29 AM,finance_55014.pdf,BOQ Comparative Chart,AOC,1.0,BOQ-Corrigendum-1,BOQ,,1.0,DD - Demand Draft,HP Horticultural Produce Marketing and Processing Corporation Ltd.,HPHDP PIU HPMC GOODS-ROHRU-1,2020_HPMC_37335_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,20-May-2020 06:30 PM,27-Jun-2020 12:30 PM,20-May-2020 06:55 PM,27-Jun-2020 12:00 PM,21-May-2020 09:00 AM ,04-Jun-2020 12:00 PM ,12-Jun-2020 09:00 AM,27-Jun-2020 12:00 PM,31-Jul-2020 11:30 AM,"PROCUREMENT OF PLANT DESIGN,SUPPLY,INSTALLATION, and COMMISSIONING OF GOODS AT ROHRU","PROCUREMENT OF PLANT DESIGN,SUPPLY,INSTALLATION,TESTING and COMMISSIONING OF GOODS AT ROHRU",Please refer Tender documents. ,NA ,"18,75,00,000",Miscellaneous Goods,NA ,Tender,120.0,365.0,"Rohru, Distt. Shimla",171207.0,Shimla ,HPMC Head Office Nigam Vihar Shimla-2 ,08-Jun-2020 03:00 PM ,Shimla,No ,No,"37,50,000",No,fixed,,Project Director,Himachal Pradesh Horticulture Development Society,1.0,Fee/PreQual/Technical,.pdf,Letter of Bid Technical Part andBid Security in accordance with ITB 20,Managing Director,HPMC HO Nigam Vihar Shimla-2,"5,900",Project Director,Himachal Pradesh Horticulture Development Society,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,164628.0,Frick India Limited,26-Jun-2020 02:29 AM,Accepted-AOC,"Accepted, L1",05-Oct-2020 01:24 PM,,,,,,,AOC,2.0,Date_Extension,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,written confirmation authorizing the signatory of the Bid to commit the Bidder inaccordance ITB 21.2,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,164822.0,LUXMI ENGINEERS,27-Jun-2020 10:18 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,20-Jul-2020 04:59 PM,,,,,,,AOC,3.0,Fin_Bid_Opening_Date_Extended,Financial Bid Opening Date Corrigendum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"documentary evidence established in accordance with ITB 14.1,15,16,16.2",,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,163823.0,RINAC INDIA LTD,27-Jun-2020 07:13 AM,Rejected-Finance,L2.,17-Aug-2020 10:44 AM,,,,,,,AOC,4.0,General_Corrigendum,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,documentary evidence in accordance with ITB 15,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"in the case of a bid submitted by a JV (where permitted), JV agreement",,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other document required in the BDS.,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Letter of Bid Financial Part prepared in accordance with ITB 12 and ITB 17,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Completed schedules as required, including Price Schedules in accordance with ITB 12 and 17",,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other document required in the BDS,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Schedule No. 6 to be filled by bidders,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC
