S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Extension of date of bid submission,Date,,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,NIT,"2,36,986",Yes,fixed,,"EE,Rangia Division(I),Rangia",Rangia,"Chief Engineer (MI),Irrigation,Assam","O/o Chief Engineer (I),Irrigation,Assam, Ghy-03",Irrigation Department||Chief Engineer(Minor Irrigation)-Irrigation Dept,07_RIDF_XXV_NABARD_2020_21 Dt. 22.06.2020,2020_ID_18047_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Const of 7 _Seven_ Nos. of MDTW I_S_19 Pts_ under RIDF_XXV _NABARD_ Under Rangia Div_I_ Rangia package 1,Solar Powered Gossaigaon MDTW I_S 2(Two) Pts. And Solar Powered Borka MDTW I_S 2_Two Pts. Package 1,Please refer Tender documents. ,NA ,"11,84,93,000",Civil Works,NA ,Rate Contract,180.0,180.0,Rangia,781354.0,NA ,NA ,NA ,"O/o Chief Engineer (I),Irrigation,Assam, Ghy-03",No ,No,"2,500","EE,Rangia Division(I),Rangia",Rangia,Yes,25-Jun-2020 06:00 PM,24-Jul-2020 03:00 PM,25-Jun-2020 06:10 PM,24-Jul-2020 02:00 PM,NA ,NA ,26-Jun-2020 10:00 AM,24-Jul-2020 02:00 PM,05-Aug-2020 04:05 PM,AOC,1,85192,JAGRITI ENTERPRISE,24-Jul-2020 12:02 PM,Accepted-AOC,Awarded,01-Oct-2020 01:15 PM,Irrigation Department||Chief Engineer(Minor Irrigation)-Irrigation Dept,2020_ID_18047_1,07_RIDF_XXV_NABARD_2020_21 Dt. 22.06.2020,Const of 7 _Seven_ Nos. of MDTW I_S_19 Pts_ under RIDF_XXV _NABARD_ Under Rangia Div_I_ Rangia package 1,AOC
2.0,Tender Fee Corrigendum,Fee,,,,,,.pdf,Bid Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,84985,Jayanta Bhattacharyya,24-Jul-2020 11:09 AM,Rejected-Finance,Not Admitted,01-Oct-2020 01:13 PM,,,,,AOC
3.0,Corrigendum on BOQ,Other,,,,,,.pdf,cost of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,85285,K C INFRA PROJECTS PRIVATE LTD,23-Jul-2020 05:07 PM,Accepted-AOC,Awarded,01-Oct-2020 01:15 PM,,,,,AOC
,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,85289,KEMENDRA KUMAR BRAHMA,24-Jul-2020 01:42 PM,Rejected-Finance,Not Admitted,01-Oct-2020 01:13 PM,,,,,AOC
,,,,,,,,.pdf,Pre-qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,85129,M/S B.T.ENTERPRISE,23-Jul-2020 01:05 PM,Rejected-Finance,Not Admitted,01-Oct-2020 01:13 PM,,,,,AOC
,,,,,,,,.pdf,Drawings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,85206,M/S Kusumbar Construction,23-Jul-2020 04:19 PM,Rejected-Finance,Not Admitted,01-Oct-2020 01:13 PM,,,,,AOC
,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,85298,M/S RAJ KUMAR JAIN,24-Jul-2020 12:38 PM,Rejected-Finance,Not Admitted,01-Oct-2020 01:13 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,85319,RAJ KUMAR KALITA,24-Jul-2020 10:03 AM,Rejected-Finance,Not Admitted,01-Oct-2020 01:13 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,85274,SARAWGI AND SONS,23-Jul-2020 02:39 PM,Rejected-Finance,Not Admitted,01-Oct-2020 01:13 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,85311,SURYA INTERNATIONAL,24-Jul-2020 10:25 AM,Rejected-Finance,Not Admitted,01-Oct-2020 01:13 PM,,,,,AOC
