Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Technical,Bid opening summary,Dinesh Kumar Dhiman,14-Aug-2020 10:56 AM,technical_58105.pdf,1,172680,DEEPAK SOGA,11-Aug-2020 02:56 PM,Rejected-AOC,qualified,07-Oct-2020 02:53 PM,1.0,172156.0,M/S GANDEEP KUMAR GOVT CONTRACTOR,INR,"448,150",Finance,Bid opening summary,Dinesh Kumar Dhiman,20-Aug-2020 03:44 PM,finance_58105.pdf,BOQ Comparative Chart,Er. DK Dhiman,Internal,"GA, HDM",Dinesh Kumar Dhiman,07-Oct-2020 01:28 PM,finsummary_58105.pdf (139.75 KB),07-Oct-2020,"INR 448,150",90.0,Dinesh Kumar Dhiman,07-Oct-2020 02:51 PM,Lahru.pdf (155.00 KB),AOC,PWD,2020_PWD_39342_3,PWN/GA/20/2021-24 dt.27/7/2020,Const.of link road from Bassa Samletian to village Kiyari,Er. DK Dhiman,Internal,"GA, Supdt. DAO, HDM",Dinesh Kumar Dhiman,14-Aug-2020 11:06 AM,14-Aug-2020 11:10 AM,techsummary_58105.pdf (159.12 KB),AOC,350.0,EE Nurpur,Nurpur,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Copy of enlistment,28-Jul-2020 11:30 AM,13-Aug-2020 11:30 AM,28-Jul-2020 11:30 AM,11-Aug-2020 04:00 PM,28-Jul-2020 11:30 AM ,11-Aug-2020 04:00 PM ,28-Jul-2020 11:30 AM,11-Aug-2020 04:00 PM,14-Aug-2020 11:10 AM,PWD,PWN/GA/20/2021-24 dt.27/7/2020,2020_PWD_39342_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"9,600",No,fixed,,EE Nurpur,Nurpur,Executive Engineer,"Nurpur Division, HP.PWD., Nurpur.",Const.of link road from Bassa Samletian to village Kiyari,C/O 3.00 mtr. span RCC Slab culvert at RD 0/005 (Deposit Works),Please refer Tender documents. ,NA ,"4,79,489",Civil Works - Roads,NA ,Tender,120.0,90.0,Nurpur,176202.0,NA ,NA ,NA ,Nurpur,No ,No,AOC
,,,,,2,172672,Gian chand,11-Aug-2020 02:42 PM,Rejected-AOC,qualified,07-Oct-2020 02:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Cost of tender Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,3,172621,HARNAM SINGH,11-Aug-2020 12:09 PM,Rejected-AOC,qualified,07-Oct-2020 02:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.pdf,Earnest money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,4,172687,M/S ASHISH KUMAR GOVT CONTRACTOR,11-Aug-2020 03:19 PM,Rejected-AOC,qualified,07-Oct-2020 02:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,.pdf,The contractor having two works in hand are not eligible an undertaking reg. works in hand be given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,5,172156,M/S GANDEEP KUMAR GOVT CONTRACTOR,08-Aug-2020 02:33 PM,Accepted-AOC,qualified,07-Oct-2020 02:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,6,172149,M/S SANJAY KUMAR GOVT CONTRACTOR,08-Aug-2020 01:54 PM,Rejected-AOC,qualified,07-Oct-2020 02:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,7,172632,MUKESH KUMAR,11-Aug-2020 01:06 PM,Rejected-AOC,qualified,07-Oct-2020 02:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,8,172627,NARESH KATOCH,11-Aug-2020 12:23 PM,Rejected-AOC,qualified,07-Oct-2020 02:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,9,172631,rahul kalia,11-Aug-2020 12:46 PM,Rejected-AOC,qualified,07-Oct-2020 02:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,10,172485,Tarsem Singh,10-Aug-2020 04:52 PM,Rejected-AOC,qualified,07-Oct-2020 02:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
