Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
PWD,259-65 dshala,2020_PWD_38268_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,22-Jun-2020 10:00 AM,06-Jul-2020 11:30 AM,22-Jun-2020 10:00 AM,06-Jul-2020 11:00 AM,NA ,NA ,22-Jun-2020 10:00 AM,06-Jul-2020 11:00 AM,16-Jul-2020 05:20 PM,1.0,DD - Demand Draft,Repair and Routine Maintenance of road from Sidhbari Tapovan Kaned Mashrehar Jheol km 0/0 to 7/660 under Performance based maintenance Contract for the year 2020-21,Repair and Routine Maintenance of road from Sidhbari Tapovan Kaned Mashrehar Jheol km 0/0 to 7/660 under Performance based maintenance Contract for the year 2020-21,Please refer Tender documents. ,NA ,"7,93,392",Civil Works - Roads,NA ,Tender,120.0,365.0,Dharamshala,176215.0,NA ,NA ,NA ,Dharamshala,No ,No,Executive Engineer,Executive Engineer HP PWD Division Dharamshala,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (Indicated in schedule F),350.0,EE Dharamshala,Dharamshala,No,"15,870",No,fixed,,EE Dharamshala,Dharamshala,AOC,Er S.K.Dhadwal,Internal,Sh. Vikramjit DAO (Gr.I) Sh. Ashok Kumar Supdt. Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Tarlok Dhiman,16-Jul-2020 05:17 PM,16-Jul-2020 05:20 PM,techsummary_56521.pdf (200.32 KB),PWD,2020_PWD_38268_4,259-65 dshala,Repair and Routine Maintenance of road from Sidhbari Tapovan Kaned Mashrehar Jheol km 0/0 to 7/660 under Performance based maintenance Contract for the year 2020-21,22-Oct-2020,"INR 738,413",365.0,Sushil Kumar Dhadwal,22-Oct-2020 12:18 PM,38268_4.pdf (1443.00 KB),Shri Ravinder Kumar Pro. M/S Chamunda Hollow Block Industries,Er. Sushil Dhadwal,Internal,Sh.Vikramjit DAO (Gr.I) Sh. Ashok Kumar Supdt. Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Tarlok Dhiman,15-Sep-2020 02:37 PM,finsummary_56521.pdf (536.37 KB),1.0,166032.0,M/s Chamunda Holo Blocks Industries,INR,"738,413",Finance,As per document attached,Sushil Kumar Dhadwal,16-Jul-2020 05:44 PM,finance_56521.pdf,BOQ Comparative Chart,1.0,166079.0,Kapil Sharma,06-Jul-2020 10:56 AM,Rejected-Finance,HIGHER BIDDER,15-Sep-2020 02:38 PM,Technical,As per document attached,Tarlok Dhiman,16-Jul-2020 04:59 PM,technical_56521.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money (Indicated in schedule F),,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,166032.0,M/s Chamunda Holo Blocks Industries,06-Jul-2020 08:33 AM,Accepted-AOC,L1,22-Oct-2020 12:20 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (General rule 21),,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 Duly signed on judicial paper (General rule 26.7),,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery and staff,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazzetted or non gazzetted officers HPPWD employees related to him (General rule No.16),,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with name of work is correct,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident fund Number(EPF Number),,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
