S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,DD - Demand Draft,Medical Journals and Books,Please refer to tender document,Please refer to tender document ,NA ,"50,00,000",Miscellaneous Goods,NA ,Tender,180.0,365.0,"D.RPGMC, Tanda",176002.0,NA ,NA ,NA ,"D.RPGMC, Tanda",No ,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of EMD and Tender fee,"1,50,000",Yes,fixed,,"Principal, Dr.RPGMC",Tanda,Directorate of Medical Education and Research||Dr Rajendra Prasad Govt Medical College Tanda Kangra,etender/books,2020_DMER5_38171_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Offline,No,No,No,17-Jun-2020 03:20 PM,08-Jul-2020 03:00 PM,17-Jun-2020 03:30 PM,08-Jul-2020 01:00 PM,NA ,NA ,23-Jun-2020 04:00 PM,08-Jul-2020 01:00 PM,19-Aug-2020 12:00 PM,Principal,"D.RPGMC, Tanda",500.0,"Principal, Dr.RPGMC",Tanda,Yes,AOC,1,164466,AHUJA BOOK COMPANY PVT. LTD.,07-Jul-2020 11:16 PM,Rejected-Finance,H-7 bidder for Books,09-Oct-2020 04:03 PM,Principal,Internal,Joint Director Assistant Controller Section Officer DA Purchase,Anil Shukla,17-Aug-2020 12:24 PM,19-Aug-2020 12:00 PM,techsummary_56320.pdf (346.26 KB),Technical,Summary of tender,Anil Shukla,09-Jul-2020 04:07 PM,technical_56320.pdf,Finance,Comparative statement of Medical Books and Journals,Anil Shukla,21-Aug-2020 03:22 PM,finance_56320.pdf,BOQ Comparative Chart,09-Oct-2020,INR 44,365.0,Bhanu Awasthi,09-Oct-2020 04:08 PM,Avagscitybookorder.pdf (275.00 KB),Supply order for Medical Journals 2019 2020 and for Medical Books 2020,Principal,Internal,Joint Director Assistant Controller Section Officer,Bhanu Awasthi,09-Oct-2020 04:01 PM,finsummary_56320.pdf (202.94 KB),1.0,165711.0,City Book Shop,INR,44.0,Directorate of Medical Education and Research||Dr Rajendra Prasad Govt Medical College Tanda Kangra,2020_DMER5_38171_1,etender/books,Medical Journals and Books,AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of documents mentioned in the tender document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,166327,Allied Publishers Private Limited,07-Jul-2020 02:56 PM,Rejected-Finance,H-6 bidder for books 2020,09-Oct-2020 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,166343.0,AVAGS INFORMATION SYSTEMS,INR,18.85,,,,,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,164711,Allied Publishers Subscription Agency,07-Jul-2020 12:16 PM,Rejected-Finance,H-6 bidder,09-Oct-2020 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,164909,ARVIND PRAKASHAN,04-Jul-2020 05:20 PM,Rejected-Finance,"H-3 bidder for journals 2019, H-2 bidder for journals 2020, H-4 bidder for books 2020",09-Oct-2020 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,166343,AVAGS INFORMATION SYSTEMS,07-Jul-2020 03:59 PM,Accepted-AOC,18.85 percent for Medical Journals 2019 and 17.60 percent for Medical Books 2020 H-1 bidder for both,09-Oct-2020 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,165711,City Book Shop,06-Jul-2020 02:09 PM,Accepted-AOC,44 percent discount offered for Medical Books 2020 H-1 bidder,09-Oct-2020 04:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,165672,Nobelium The Book Mart,03-Jul-2020 12:31 PM,Rejected-Finance,H-2 bidder for Books 2020,09-Oct-2020 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,164721,Satish Serial Publications,02-Jul-2020 04:04 PM,Rejected-Finance,H-4 bidder for Journals 2019,09-Oct-2020 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,164667,SS PUBLISHERS AND DISTRIBUTORS PVT LTD,25-Jun-2020 11:43 AM,Rejected-Finance,H-3 bidder for books,09-Oct-2020 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,164202,Total IT Solutions Pvt. Ltd.,25-Jun-2020 08:57 PM,Rejected-Finance,"H-2 for Medical Journals 2019, H-3 for Journals 2020, H-8 bidder for books",09-Oct-2020 04:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
