Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Baddi Barotiwala Nalagarh Development Authority||Director Industries to the Govt. of H.P.Shimla||CEO BBNDA at Baddi Distt.Solan (H.P.)||Executive Engineer (Project Division) BBNDA,BBNDA-06(PROJECT)2336-45 DATED 30.04.2020,2020_BBNDA_36855_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,FDR - Fixed Deposit,04-May-2020 11:00 AM,19-May-2020 11:00 AM,04-May-2020 11:05 AM,18-May-2020 05:00 PM,04-May-2020 11:10 AM ,18-May-2020 04:00 PM ,04-May-2020 11:30 AM,18-May-2020 05:00 PM,22-May-2020 02:00 PM,R/R Damages of Link road from NH-105 Chikni bridge to village Plasra.,R/R Damages of Link road from NH-105 Chikni bridge to village Plasra,Please refer Tender documents. ,NA ,"20,69,000",Civil Works,NA ,Tender,120.0,45.0,NALAGARH,174101.0,NA ,NA ,NA ,ACEO BBNDA BADDI,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT,EE BBNDA BADDI,EE BBNDA BADDI,500.0,EE BBNDA BADDI,BADDI,No,1.0,Corrigendum no.4,Other,,"38,600",No,fixed,,EE BBNDA BADDI,BADDI,AOC,Addl. CEO,Internal,"EE, JC, AE I, AE II, JDM",Satpal Singh,26-May-2020 03:14 PM,finsummary_54412.pdf (205.38 KB),Baddi Barotiwala Nalagarh Development Authority||Director Industries to the Govt. of H.P.Shimla||CEO BBNDA at Baddi Distt.Solan (H.P.)||Executive Engineer (Project Division) BBNDA,2020_BBNDA_36855_1,BBNDA-06(PROJECT)2336-45 DATED 30.04.2020,R/R Damages of Link road from NH-105 Chikni bridge to village Plasra.,1.0,158688.0,Raj kumari Govt. Contractor,INR,"1,712,672.4",1,158709,Amarjeet kaur Govt. contractor,18-May-2020 01:27 PM,Rejected-AOC,REJECT,08-Oct-2020 01:06 PM,Addl. CEO,Internal,"EE, JC, AE I, AE II, JDM, Clerk",Satpal Singh,21-May-2020 12:14 PM,22-May-2020 02:00 PM,techsummary_54412.pdf (291.77 KB),Technical,Bid Opening Summary,Satpal Singh,21-May-2020 12:10 PM,None,Finance,Financial Summary,Satpal Singh,26-May-2020 03:08 PM,finance_54412.pdf,BOQ Comparative Chart,26-Sep-2020,"INR 2,069,000",45.0,pardeep kumar,08-Oct-2020 01:05 PM,RajKumariAOC.pdf (363.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,158667,anil kumar,18-May-2020 12:30 PM,Rejected-Finance,Reject,26-May-2020 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,158430,BALJINDER SINGH,18-May-2020 02:01 PM,Rejected-Finance,Reject,26-May-2020 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,158596,gobind sahib enterprises,17-May-2020 03:09 PM,Rejected-Finance,Reject,26-May-2020 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,158638,jaswinder singh rana,18-May-2020 08:20 AM,Rejected-Finance,Reject,26-May-2020 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,158756,JRC CONTRACTOR,18-May-2020 03:54 PM,Rejected-Finance,Reject,26-May-2020 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,158593,karamveer govt. contractor,17-May-2020 02:59 PM,Rejected-Finance,Reject,26-May-2020 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,158420,MANJIT SINGH & CO,17-May-2020 10:28 PM,Rejected-Finance,Reject,26-May-2020 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,158688,Raj kumari Govt. Contractor,18-May-2020 04:55 PM,Accepted-AOC,ACCEPT,08-Oct-2020 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,158747,Ravinder Kumar,18-May-2020 02:43 PM,Rejected-Finance,Reject,26-May-2020 03:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
