Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Er. Narender Kumar Verma,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Sh. Krishan Singh Supdt. G-II Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt.",Narender verma,23-Oct-2020 12:08 PM,finsummary_52242.pdf (531.07 KB),23-Oct-2020,"INR 8,213,689",60.0,Narender verma,23-Oct-2020 12:10 PM,AOC.pdf (734.00 KB),WORK AWARDED TO M/S ASPHALT CARPET CONST.,PWD,2020_PWD_35582_1,SE-XII-RGH-7504-05 DT. 20.02.2020 AMP 2020-21,"Periodical Maintenance of road Under AMP 2020-21 (SH Providing Laying renewal coat by providing Bitumenous Concrete in Solan Meenus road in Km. 21/0 to 24/0, and Rajgarh Yashwant Nagar road via Badgalla Km 4/0 to 6/0) including P/L interlockin",Er. Narender Kumar EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, G-II, Sh. Kishan Lal Supdt. G-II, Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,17-Mar-2020 04:37 PM,17-Mar-2020 04:40 PM,techsummary_52242.pdf (977.25 KB),1.0,152844.0,Asphalt Carpet Construction Company,INR,"8,213,689",Finance,SUMMARY,Kishan Lal Chaudhary,19-Mar-2020 12:53 PM,finance_52242.pdf,BOQ Comparative Chart,Technical,SUMMARY,Kishan Lal Chaudhary,16-Mar-2020 11:15 AM,technical_52242.pdf,1.0,152844.0,Asphalt Carpet Construction Company,05-Mar-2020 02:41 PM,Accepted-AOC,L1,23-Oct-2020 12:12 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER- Indicated in Schedule F at Sr.No.6.3,26-Feb-2020 09:00 AM,06-Mar-2020 11:30 AM,26-Feb-2020 09:00 AM,06-Mar-2020 10:30 AM,NA ,NA ,26-Feb-2020 09:00 AM,06-Mar-2020 10:30 AM,17-Mar-2020 04:40 PM,EXICUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,PWD,SE-XII-RGH-7504-05 DT. 20.02.2020 AMP 2020-21,2020_PWD_35582_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,07,700",No,fixed,,EE RAJGARH,RAJGARH,"Periodical Maintenance of road Under AMP 2020-21 (SH Providing Laying renewal coat by providing Bitumenous Concrete in Solan Meenus road in Km. 21/0 to 24/0, and Rajgarh Yashwant Nagar road via Badgalla Km 4/0 to 6/0) including P/L interlockin","Periodical Maintenance of road Under AMP 2020-21 (SH Providing Laying renewal coat by providing Bitumenous Concrete in Solan Meenus road in Km. 21/0 to 24/0, and Rajgarh Yashwant Nagar road via Badgalla Km 4/0 to 6/0) including P/L interlockin",Please refer Tender documents. ,NA ,"66,78,114",Civil Works - Roads,NA ,Tender,120.0,60.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,1.0,DD - Demand Draft,"2,000",EE RAJGARH,RAJGARH,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,152915.0,Ravinder Kumar Gupta,05-Mar-2020 04:19 PM,Rejected-Finance,L2,23-Oct-2020 12:10 PM,AOC,,,.pdf,EARNEST MONEY-Indicated in Schedule F at Sr. No.6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,List of work completed and in Hand As per Gen. Rule and Direction Sr.No.19 of bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Eligibility criteria Biding Capacity as per Gen. Rule and Direction Sr.No.28.2(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Minimum Work Done Certificate as per Gen. Rule Sr.No.28.2(b) and Schedule F Sr.No.6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,MANDATORY MACHINERY TOOL AND PLANTS as per Gen. Rules 25 and Schedule F Sr. No.6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,List of Equipment detail Schedule F Sr.No.6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
