Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
21-Dec-2019 06:00 PM,21-Jan-2020 11:00 AM,21-Dec-2019 06:00 PM,20-Jan-2020 05:00 PM,NA ,NA ,21-Dec-2019 06:00 PM,20-Jan-2020 05:00 PM,26-Feb-2020 12:40 PM,1.0,CORRIGENDUM,Other,,"5,000",EE RAJGARH,RAJGARH,No,PWD,PW-P-Cell-NABARD-12th Cir/2019-2229-34 dt. 8.11.19,2019_PWD_33576_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"C/O Thani Tammani to Tindu Kharimoo road km 0/0 to 5/555 (SH C/O 5/7 mtr wide road, retaining structure, C/O CD works, Granural sub-base for G-I, G-II, G-III tarring, Drain, parapets in km 0/0 to 5/555 and C/O 19.75 mtr. span RCC T-Beam Bridge at RD","C/O Thani Tammani to Tindu Kharimoo road km 0/0 to 5/555 (SH C/O 5/7 mtr wide road, retaining structure, C/O CD works, Granural sub-base for G-I, G-II, G-III tarring, Drain, parapets in km 0/0 to 5/555 and C/O 19.75 mtr. span RCC T-Beam Bridge at RD",Please refer Tender documents. ,NA ,"3,01,45,145",Civil Works - Roads,NA ,Tender,120.0,545.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER- Indicated in Schedule F at Sr.No.6.3,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,"3,33,950",No,fixed,,EE RAJGARH,RAJGARH,AOC,PWD,2019_PWD_33576_1,PW-P-Cell-NABARD-12th Cir/2019-2229-34 dt. 8.11.19,"C/O Thani Tammani to Tindu Kharimoo road km 0/0 to 5/555 (SH C/O 5/7 mtr wide road, retaining structure, C/O CD works, Granural sub-base for G-I, G-II, G-III tarring, Drain, parapets in km 0/0 to 5/555 and C/O 19.75 mtr. span RCC T-Beam Bridge at RD",Er. Narender Kumar EE,Internal,"Er. D.S Kaundal AE, Sh. Paramjeet Grover Sr. DAO, Sh. Ghanshyam Dass Supdt. G-II, G-II, Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt",Kishan Lal Chaudhary,26-Feb-2020 12:25 PM,26-Feb-2020 12:40 PM,techsummary_48391.pdf (1524.84 KB),Er. Narender Kumar Verma,Internal,"Er. D.S Kaundal AE, Sr. Paramjeet Garover Sr. DAO, Sh. Ghanshyam Dass Supdt. G-II, Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt.",Narender verma,22-Oct-2020 04:23 PM,finsummary_48391.pdf (648.29 KB),22-Oct-2020,"INR 39,252,465",545.0,Narender verma,22-Oct-2020 04:33 PM,AOC.pdf (845.00 KB),work awarded to M/S Sharma Construction,1.0,146137.0,CHANDAN SWAROOP,20-Jan-2020 03:18 PM,Rejected-Finance,L5,22-Oct-2020 04:25 PM,Technical,SUMMARY,Kishan Lal Chaudhary,26-Feb-2020 12:10 PM,technical_48391.pdf,1.0,145272.0,m/s sharma construction,INR,"39,252,465",Finance,SUMMARY,Kishan Lal Chaudhary,04-Mar-2020 12:34 PM,finance_48391.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY-Indicated in Schedule F at Sr. No.6.5,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,146179.0,Mohan lal Thakur,20-Jan-2020 04:55 PM,Rejected-Finance,L2,22-Oct-2020 04:25 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,145272.0,m/s sharma construction,20-Jan-2020 01:45 PM,Accepted-AOC,L1,22-Oct-2020 04:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,146080.0,naresh vij govt contractor,20-Jan-2020 01:59 PM,Rejected-Finance,L4,22-Oct-2020 04:25 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of work completed and in Hand As per Gen. Rule and Direction Sr.No.19 of bid document,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,145480.0,Ranjeet Singh,20-Jan-2020 01:19 PM,Rejected-Finance,L3,22-Oct-2020 04:25 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Eligibility criteria Biding Capacity as per Gen. Rule and Direction Sr.No.28.2(a),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum Work Done Certificate as per Gen. Rule Sr.No.28.2(b) and Schedule F Sr.No.6.10,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ROOF OF MANDATORY MACHINERY TOOL AND PLANTS as per Gen. Rules 25 and Schedule F Sr. No.6.19,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Equipment detail Schedule F Sr.No.6.14,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.16),,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
