Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
500.0,EE Paonta Sahib,Paonta Sahib,Yes,"32,200",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,1.0,ICICI BANK,17-Sep-2020 04:30 PM,30-Sep-2020 11:30 AM,17-Sep-2020 05:00 PM,29-Sep-2020 05:00 PM,NA ,NA ,17-Sep-2020 05:00 PM,29-Sep-2020 05:00 PM,03-Oct-2020 03:00 PM,PWD,Tender/2020-21-4876-4925 dated 09.09.2020,2020_PWD_40709_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of link road from village Kujewala to Thakkar km. 0/0 to 4/750 (SH Providing and laying GSB in km. 2/075 to 4/500) under S.C.S.P.,Construction of link road from village Kujewala to Thakkar km. 0/0 to 4/750 (SH Providing and laying GSB in km. 2/075 to 4/500) under S.C.S.P.,Please refer tender documents ,NA ,"16,42,917",Civil Works - Roads,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,Executive Engineer HPPWD Division Paonta Sahib,Executive Engineer HPPWD Division Paonta Sahib District Sirmour HP,AOC,PWD,2020_PWD_40709_3,Tender/2020-21-4876-4925 dated 09.09.2020,Construction of link road from village Kujewala to Thakkar km. 0/0 to 4/750 (SH Providing and laying GSB in km. 2/075 to 4/500) under S.C.S.P.,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,03-Oct-2020 12:57 PM,03-Oct-2020 03:00 PM,techsummary_60068.pdf (788.11 KB),Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,09-Oct-2020 11:11 AM,finsummary_60068.pdf (438.76 KB),09-Oct-2020,"INR 1,642,917",90.0,Kishan Lal Chaudhary,09-Oct-2020 11:14 AM,aoc.pdf (865.00 KB),AOC,1.0,180371.0,JAIPAL THAKUR CONTARCTOR,INR,"1,358,803",Finance,fin bid opening summary,Kishan Lal Chaudhary,09-Oct-2020 11:04 AM,finance_60068.pdf,BOQ Comparative Chart,1.0,179936.0,Ashwani kumar,28-Sep-2020 05:15 PM,Rejected-Finance,L7,09-Oct-2020 11:13 AM,Technical,Bid opening summary,Kishan Lal Chaudhary,03-Oct-2020 12:54 PM,technical_60068.pdf,AOC
,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,179848.0,Avtar Singh,27-Sep-2020 09:16 PM,Rejected-Finance,L2,09-Oct-2020 11:13 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,180163.0,DALIP SINGH CONTRUCTOR,29-Sep-2020 12:35 PM,Rejected-Finance,L3,09-Oct-2020 11:13 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,180471.0,IQUBAL,29-Sep-2020 04:34 PM,Rejected-Finance,L6,09-Oct-2020 11:13 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,180371.0,JAIPAL THAKUR CONTARCTOR,29-Sep-2020 01:23 PM,Accepted-AOC,L1,09-Oct-2020 11:15 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.6.19Ref.Cl- No.18 i.e.R.C,purchase bills,ownership/Affidavit hire",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,178481.0,KAMLESH SHARMA,28-Sep-2020 10:20 AM,Rejected-Finance,L5,09-Oct-2020 11:13 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,180443.0,RAMESH CHAND,29-Sep-2020 03:37 PM,Rejected-Finance,L4,09-Oct-2020 11:13 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
