Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (indicated in schedule F),"2,000",Executive Engineer NH Division HPPWD Chamba,Chamba,No,"79,300",No,fixed,,Executive Engineer NH Division HPPWD Chamba,Chamba,Restoration of rain damages on Chakki- Banikhet Chamba- Bharmour road NH-154-A Km 106/0 to 172/0 C/o of PCC R/walls in between Km 89/630 to 89/650 for the year 2019-20 in the State of HP Under FDR ( New).,Restoration of rain damages on Chakki- Banikhet Chamba- Bharmour road NH-154-A Km 106/0 to 172/0 C/o of PCC R/walls in between Km 89/630 to 89/650 for the year 2019-20 in the State of HP Under FDR ( New).,Please refer Tender documents. ,NA ,"47,85,862",Civil Works - Roads,NA ,Tender,90.0,180.0,Chamba,176310.0,NA ,NA ,NA ,Executive Engineer NH Division HPPWD Chamba,No ,No,Executive Engineer NH Division HPPWD Chamba,Executive Engineer NH Division HPPWD Chamba,20-Feb-2020 05:00 PM,07-Mar-2020 11:30 AM,20-Feb-2020 05:00 PM,07-Mar-2020 11:00 AM,NA ,NA ,20-Feb-2020 05:00 PM,07-Mar-2020 11:00 AM,16-Mar-2020 11:15 AM,PWD,No.-NHC-NIT/2019-20-6375-6464 dt 3.2.20,2020_PWD_35342_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,AOC,Finance,BOS,Jeet Singh Thakur,22-Oct-2020 11:53 AM,finance_51922.pdf,BOQ Comparative Chart,1.0,153094.0,Jagdish Chander Thakur,INR,"4,490,965",1.0,153236.0,DEVESH THAKUR,06-Mar-2020 06:25 PM,Rejected-AOC,L3,22-Oct-2020 12:35 PM,Technical,Bid opening Summary,Jeet Singh Thakur,12-Mar-2020 02:39 PM,technical_51922.pdf,EE,Internal,Tender Assistant Senior Assistant Superintendent HDM Assistant Engineer,Jeet Singh Thakur,12-Mar-2020 02:41 PM,16-Mar-2020 11:15 AM,techsummary_51922.pdf (252.26 KB),PWD,2020_PWD_35342_2,No.-NHC-NIT/2019-20-6375-6464 dt 3.2.20,Restoration of rain damages on Chakki- Banikhet Chamba- Bharmour road NH-154-A Km 106/0 to 172/0 C/o of PCC R/walls in between Km 89/630 to 89/650 for the year 2019-20 in the State of HP Under FDR ( New).,22-Oct-2020,"INR 4,785,862",180.0,Rajeev Kumar,22-Oct-2020 12:33 PM,AOC650.pdf (969.00 KB),Bharmour road NH-154-A Km 106/0 to 172/0 C/o of PCC R/walls in between Km 89/630 to 89/650 for the year 2019-20 in the State of HP Under FDR ( New).,Executive Engineer,Internal,Assistant Engineer Superintendent HDM and Dealing Assistant,Rajeev Kumar,22-Oct-2020 12:26 PM,finsummary_51922.pdf (218.90 KB),AOC
,,.pdf,Earnest Money (indicated in schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,AOC,,,,,,,,,,,,2.0,153094.0,Jagdish Chander Thakur,06-Mar-2020 01:08 PM,Accepted-AOC,L1,22-Oct-2020 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration (Refer General Rule No 23 and as per invitation of bid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,3.0,153265.0,Narain Singh Thakur,06-Mar-2020 07:25 PM,Rejected-AOC,L2,22-Oct-2020 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of GST Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,153342.0,Vinod Kumar,07-Mar-2020 10:59 AM,Rejected-AOC,L4,22-Oct-2020 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit/undertaking that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of Pan Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work experience as per clause 28.2 b of General Rules and Direction and as per Schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding not having two works in hand at time of bid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No. 8 duly signed by the contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
