Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,S.No,Instrument Type,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
VIJAY KUMAR AGGARWAL,Internal,SUPTD DAO DHD,Vijay Kumar Aggarwal,30-May-2020 02:49 PM,finsummary_55023.pdf (493.48 KB),17-Oct-2020,"INR 8,251,737",365.0,Vijay Kumar Aggarwal,19-Oct-2020 03:49 PM,AOC_37341_3.pdf (2355.00 KB),Awarded to Sh. Arvind Kumar Bansal,PWD,2020_PWD_37341_3,NAHAN 22-40,"C/o Medical Colony for Dr. Y. S. Parmar Medical College at Nahan, Sirmaur (HP)",VIJAY KUMAR AGGARWAL,Internal,SUPTD DAO HDM,Vijay Kumar Aggarwal,30-May-2020 11:17 AM,30-May-2020 11:30 AM,techsummary_55023.pdf (687.77 KB),Technical,TECHNICAL SUMMARY,Vijay Kumar Aggarwal,28-May-2020 05:03 PM,technical_55023.pdf,1.0,159646.0,ARVIND KUMAR BANSAL,27-May-2020 07:39 PM,Accepted-AOC,L1,19-Oct-2020 03:51 PM,Finance,FINANCIAL SUMMARY,Vijay Kumar Aggarwal,30-May-2020 02:42 PM,finance_55023.pdf,BOQ Comparative Chart,1.0,159646.0,ARVIND KUMAR BANSAL,INR,"10,051,119",AOC,1.0,DD - Demand Draft,Executive Engineer,Executive Engineer HPPWD Division Nahan,"2,000",EE Nahan,Nahan,No,21-May-2020 05:00 PM,28-May-2020 11:00 AM,21-May-2020 05:00 PM,28-May-2020 10:00 AM,NA ,NA ,21-May-2020 05:00 PM,28-May-2020 10:00 AM,30-May-2020 11:30 AM,1.0,Technical,.pdf,COST OF TENDER (Indicated in Schedule F),"1,15,500",No,fixed,,EE Nahan,Nahan,"C/o Medical Colony for Dr. Y. S. Parmar Medical College at Nahan, Sirmaur (HP)","C/o 6 No. Type-II Quarters with Parking (Block-B), C/o Building Portion with Water Supply, Sanitary Installation, C/o Septic Tank with Soak Pit, Rain Water Harvesting Tank, Site Development and C/o Retaining Walls",As Per Bidding Document ,NA ,"82,51,737",Civil Works - Buildings,NA ,Tender,120.0,365.0,Nahan,173001.0,NA ,NA ,NA ,HPPWD Division Nahan,No ,No,PWD,NAHAN 22-40,2020_PWD_37341_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,159628.0,Lal Singh Chauhan Contractor,28-May-2020 09:02 AM,Rejected-Technical,did not submit the documents physically,30-May-2020 11:17 AM,,,,,,,,,,,,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY (Indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,159650.0,PREM SINGH,27-May-2020 08:19 PM,Rejected-AOC,L2,19-Oct-2020 03:51 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTOR REGISTRATION (General Rules No. 26.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION (General Rule No. 26.4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,WORK DONE AND WORK IN HANDCERTIFICATES(FOR Job No.1 to 4 ONLY)(General Rule No. 26.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,LIST OF MACHINERY (General Rule No. 26.6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,FORM OF BID (General Rules No. 26.8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,"UNDERTAKING (FOR Job No. 4, 5 ONLY)(General Rule No. 28.1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,"BIDDING CAPACITY/ C.A. ANNUAL REPORT (FOR Job No.1, 2, 3 ONLY) (General Rule No. 28.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2.0,Financial,.xls,BILL OF QUANTITY IN XLS FORMAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
