Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
PWD,PW-KMS-AB-NIT/2020-767-68 dt.19.05.2020,2020_PWD_37531_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,68,800",No,fixed,,EE Kumarsain,Kumarsain,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (indicated in Schedule F),27-May-2020 05:00 PM,15-Jun-2020 11:00 AM,27-May-2020 05:30 PM,12-Jun-2020 06:00 PM,NA ,NA ,27-May-2020 05:30 PM,12-Jun-2020 06:00 PM,22-Jun-2020 11:00 AM,1.0,DD - Demand Draft,"5,000",EE Kumarsain,Kumarsain,No,Executive Engineer,Kumarsain Division HPPWD Kumarsain,C/O Galanghatti Dakoon Dhar Jadoon road Km0/000 to 4/210 SH Formation Cutting ROFD R/B/Walls CD work with wing wall P/L Kharanja Soling Road Side unlined drain Dumpig structure and parapets under NABARD RIDF XXV,C/O Galanghatti Dakoon Dhar Jadoon road Km 0/000 to 4/210 SH Formation Cutting ROFD R/B/Walls CD work with wing wall P/L Kharanja Soling Road Side unlined drain Dumpig structure and parapets under NABARD RIDF XXV,Please refer Tender documents. ,NA ,"1,36,23,685",Civil Works,NA ,Tender,90.0,540.0,Kumarsain,172029.0,NA ,NA ,NA ,Kumarsain,No ,No,AOC,Er.Manoj Sehgal,Internal,Supdt Accounts HDM and Senior Assistant,Manoj Kumar Sehgal,19-Jun-2020 11:47 AM,22-Jun-2020 11:00 AM,techsummary_55321.pdf (345.46 KB),PWD,2020_PWD_37531_1,PW-KMS-AB-NIT/2020-767-68 dt.19.05.2020,C/O Galanghatti Dakoon Dhar Jadoon road Km0/000 to 4/210 SH Formation Cutting ROFD R/B/Walls CD work with wing wall P/L Kharanja Soling Road Side unlined drain Dumpig structure and parapets under NABARD RIDF XXV,22-Oct-2020,"INR 14,758,958",540.0,Manoj Kumar Sehgal,22-Oct-2020 11:17 AM,b.pdf (346.00 KB),AOC,Er.Manoj Sehgal,Internal,"XEN,Supdt. Gr-II, HDM",Manoj Kumar Sehgal,22-Oct-2020 11:15 AM,finsummary_55321.pdf (345.58 KB),Finance,Technical Bid evaluation summary,Manoj Kumar Sehgal,22-Jun-2020 04:24 PM,finance_55321.pdf,BOQ Comparative Chart,1.0,161982.0,Madan Lal Verma,INR,"14,758,958",1.0,162210.0,Aftab Khan,12-Jun-2020 02:28 PM,Rejected-AOC,Reject,22-Oct-2020 11:19 AM,Technical,Bid Opening Summary,Manoj Kumar Sehgal,19-Jun-2020 11:38 AM,technical_55321.pdf,1.0,Revocation of Technical Evaluation,Revocation of Technical Bid Evaluation,18-Jun-2020 10:18 AM,d.pdf ,57.04,Technical Opening,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (indicated in Schedule F),,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,162240.0,Davinder Sharma,12-Jun-2020 03:55 PM,Rejected-Technical,Does not fulfil the technical critria,19-Jun-2020 11:47 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No 23),,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,161803.0,Hari Bhushan,12-Jun-2020 02:16 PM,Rejected-AOC,Reject,22-Oct-2020 11:19 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T Registration Number (Refer General Rule No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,162234.0,kapoor sanjee,12-Jun-2020 11:38 AM,Rejected-Technical,Does not fulfil the technical critria,19-Jun-2020 11:47 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,161982.0,Madan Lal Verma,12-Jun-2020 02:19 PM,Accepted-AOC,Accept,22-Oct-2020 11:19 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration Number Refer General Rule 25-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,162049.0,Mahinder Singh Verma,10-Jun-2020 12:28 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Jun-2020 11:38 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate of similar nature (Refer General Rule No 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,161908.0,MOHINDER PAL VERMA,12-Jun-2020 03:04 PM,Rejected-AOC,Reject,22-Oct-2020 11:19 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand Certificate (Gen Rule No 19, Min Amt Work done shown in Schedule F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,162195.0,Om Prakash Mehta,11-Jun-2020 06:22 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Jun-2020 11:38 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant along with documentary proof of ownership (Refer Schedule F with ref",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,162241.0,Reena Thakur,12-Jun-2020 03:26 PM,Rejected-AOC,Reject,22-Oct-2020 11:19 AM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum Turnover for Last Five Years alongwith balance sheet (Refer Schedule D),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,162250.0,vikas sharma,12-Jun-2020 04:04 PM,Rejected-Technical,Does not fulfil the technical critria,19-Jun-2020 11:47 AM,,,,,,,,,,,,,AOC
