Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
23-May-2020 06:00 PM,06-Jun-2020 11:00 AM,23-May-2020 06:00 PM,05-Jun-2020 05:00 PM,NA ,NA ,23-May-2020 06:00 PM,05-Jun-2020 05:00 PM,20-Jun-2020 10:30 AM,"1,500",EE Rajgarh,Rajgarh,No,Executive Engineer,Rajgarh Division HPPWD Rajgarh,Restoration of rain damages on Solan Meenus road km. 24/345 to 61/0 (SH Providing interlocking concrete block pavement in Rajgarh Bazaar portion in Km. 39/120 to 39/465).,Restoration of rain damages on Solan Meenus road km. 24/345 to 61/0 (SH Providing interlocking concrete block pavement in Rajgarh Bazaar portion in Km. 39/120 to 39/465).,Please refer Tender documents. ,NA ,"25,31,359",Civil Works - Roads,NA ,Tender,120.0,60.0,Rajgarh Division HPPWD Rajgarh,173101.0,NA ,NA ,NA ,Rajgarh Division HPPWD Rajgarh,No ,No,PWD,PW-RGH/2020-21-849-58 dt. 15.05.20,2020_PWD_37439_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"45,500",No,fixed,,EE RAJGARH,RAJGARH,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER- Indicated in Schedule F at Sr.No.6.3,AOC,1.0,161048.0,Babu Ram,05-Jun-2020 12:12 PM,Rejected-Finance,L8,22-Oct-2020 04:49 PM,Technical,SUMMARY,Kishan Lal Chaudhary,06-Jun-2020 02:31 PM,technical_55256.pdf,1.0,161082.0,Vijender,INR,"3,121,926",Finance,SUMMARY,Rajneesh Bansal,07-Sep-2020 05:39 PM,finance_55256.pdf,BOQ Comparative Chart,Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Sh. Krishan Singh Supdt. G-II, Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt.",Kishan Lal Chaudhary,19-Jun-2020 04:07 PM,20-Jun-2020 10:30 AM,techsummary_55256.pdf (2337.91 KB),PWD,2020_PWD_37439_5,PW-RGH/2020-21-849-58 dt. 15.05.20,Restoration of rain damages on Solan Meenus road km. 24/345 to 61/0 (SH Providing interlocking concrete block pavement in Rajgarh Bazaar portion in Km. 39/120 to 39/465).,22-Oct-2020,"INR 3,121,926",60.0,Narender verma,22-Oct-2020 04:54 PM,AOC.pdf (690.00 KB),WORK AWARDED TO SH. VIJENDER SINGH,Er. Narender Kumar Verma,Internal,"Er. D.S Kaundal AE, Sh. Ghanshyam Dass Supdt. G-II, Sh. Krishan Singh Supdt. G-II Smt. Asha Kamal HDM, Sh. Ghan Shyam Jr. Asstt.",Narender verma,22-Oct-2020 04:47 PM,finsummary_55256.pdf (2734.05 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,.pdf,EARNEST MONEY-Indicated in Schedule F at Sr. No.6.5,AOC,2.0,161099.0,BHUPENDER SINGH THAKUR,04-Jun-2020 05:39 PM,Rejected-Finance,L6,22-Oct-2020 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,AOC,3.0,160676.0,deepanshu sharma,03-Jun-2020 10:36 AM,Rejected-Technical,Not Fulfill the qualifying criteria,19-Jun-2020 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,AOC,4.0,160689.0,DINESH KUMAR GUPTA,05-Jun-2020 03:25 PM,Rejected-Finance,L7,22-Oct-2020 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,AOC,5.0,160014.0,Karan jeet Attri,04-Jun-2020 05:24 PM,Rejected-Finance,L4,22-Oct-2020 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,AOC,6.0,160695.0,Sachin Chauhan,05-Jun-2020 12:14 PM,Rejected-Finance,L2,22-Oct-2020 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.16),AOC,7.0,161016.0,Tapender Thakur,05-Jun-2020 11:53 AM,Rejected-Finance,L5,22-Oct-2020 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,AOC,8.0,161082.0,Vijender,04-Jun-2020 04:38 PM,Accepted-AOC,L1,22-Oct-2020 04:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,AOC,9.0,161201.0,Vijesh Kumar,05-Jun-2020 12:55 PM,Rejected-Finance,L3,22-Oct-2020 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
