Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Technical,Bid Opening SUmmary,Ram Krishan,11-Aug-2020 10:31 AM,technical_57547.pdf,Finance,Bid Opening Summary,Ram Krishan,11-Aug-2020 11:35 AM,finance_57547.pdf,BOQ Comparative Chart,07-Oct-2020,"INR 846,666",545.0,Ram Krishan,28-Oct-2020 03:15 PM,Award.pdf.pdf (3096.00 KB),Work awarded to MS Vishal Electronics and Govt Electrical Contractor Ghumarwin Bilaspur,1.0,172014.0,AMIT VERMA,06-Aug-2020 07:54 PM,Rejected-Finance,Rejected,11-Aug-2020 11:42 AM,Executive Engineer,Internal,"Er Ram Krishan, Assistant Engineer (E), Sh Hans Raj, JDM",Ram Krishan,11-Aug-2020 10:38 AM,11-Aug-2020 10:40 AM,techsummary_57547.pdf (1656.17 KB),Himachal Urban Development Authority,2020_HIMUD_38988_1,HIMUDA/EDD/W-7/327-50,Construction of CID Office Building at Bilaspur HP,1.0,171824.0,VISHAL ELECTONICS,INR,"651,800",Executive Engineer,Internal,"Er. Ram Krishan, Assistant Engineer, Sh. Hans Raj, JDM",Ram Krishan,11-Aug-2020 11:42 AM,finsummary_57547.pdf (1591.45 KB),AOC,Executive Engineer Electrical,HIMUDA ELectrical Division Dharamshala,"16,940",Yes,fixed,,Executive Engineer HIMUDA Electrical Div Dshala,Executive Engineer HIMUDA Electrical Div Dshala,350.0,Executive Engineer HIMUDA Electrical Div Dshala,Executive Engineer HIMUDA Electrical Div Dshala,Yes,22-Jul-2020 04:00 PM,10-Aug-2020 02:00 PM,24-Jul-2020 10:00 AM,07-Aug-2020 04:00 PM,24-Jul-2020 10:00 AM ,07-Aug-2020 04:00 PM ,24-Jul-2020 10:00 AM,07-Aug-2020 04:00 PM,11-Aug-2020 10:40 AM,1.0,Fee/PreQual/Technical,.pdf,Earnest Money (As per NIT),1.0,DD - Demand Draft,Construction of CID Office Building at Bilaspur HP,Sub Head Providing Internal EI to Office and 2 Nos Residential along with Yard Lighting therein,Please refer Tender documents. ,NA ,"8,46,666",Electrical Works,NA ,Tender,120.0,545.0,Bilaspur,174001.0,NA ,NA ,NA ,HIMUDA Electrical Division Dharamshala,No ,No,Himachal Urban Development Authority,HIMUDA/EDD/W-7/327-50,2020_HIMUD_38988_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,,,2.0,170218.0,Bhanu Pratap,28-Jul-2020 05:08 PM,Rejected-Finance,Rejected,11-Aug-2020 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form (As per NIT),2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3.0,172051.0,Kashmir Singh,07-Aug-2020 01:56 PM,Rejected-Finance,Rejected,11-Aug-2020 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of Registration with HPPWD/HIMUDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,4.0,172023.0,Pushp Raj Bhatia,07-Aug-2020 07:57 AM,Rejected-Finance,Rejected,11-Aug-2020 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Acceptance of terms and Condition as per Form No. 6 and 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,5.0,172035.0,RAJNEESH THAKUR,07-Aug-2020 11:31 AM,Rejected-Finance,Rejected,11-Aug-2020 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of license issued by the Chief Electrical Inspector Shimla.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,6.0,171740.0,Shiv Shakati electric gen store,07-Aug-2020 10:15 AM,Rejected-Finance,Rejected,11-Aug-2020 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Income Tax PAN/TAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,7.0,170645.0,Vikas soni,29-Jul-2020 08:53 PM,Rejected-Finance,Rejected,11-Aug-2020 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration No and EPF Registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,8.0,171824.0,VISHAL ELECTONICS,06-Aug-2020 03:04 PM,Accepted-AOC,L1 Contractor,28-Oct-2020 03:17 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,All certificate dully attested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
