Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"5,000",EE DHAMI,DHAMI,No,EE Dhami,Shimla Rural Division HPPWD Dhami,PWD,PW-SRDD-CB-CTR- 2019-20-2954-3003,2020_PWD_38495_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,01-Jul-2020 02:30 PM,08-Jul-2020 11:00 AM,01-Jul-2020 02:30 PM,07-Jul-2020 05:00 PM,NA ,NA ,01-Jul-2020 02:30 PM,07-Jul-2020 05:00 PM,18-Jul-2020 11:00 AM,"3,55,000",No,fixed,,EE DHAMI,DHAMI,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),Construction of Link from Bag to Kayaloo Road km 0/00 to 10/500,please refer tender document,Please refer Tender documents. ,NA ,"3,21,57,863",Civil Works - Roads,NA ,Tender,120.0,540.0,Dhami,171103.0,NA ,NA ,NA ,SE 4th circle Shimla,No ,No,1.0,DD - Demand Draft,AOC,Finance,Bid opening summary,Sudhir Kumar Gupta,22-Jul-2020 02:31 PM,finance_56856.pdf,BOQ Comparative Chart,1.0,166256.0,Jai Singh,INR,"32,350,763",1.0,166284.0,Ajay Rathore,07-Jul-2020 01:36 PM,Rejected-Finance,L5,01-Oct-2020 03:41 PM,Technical,Bid Opening Summary,Sudhir Kumar Gupta,13-Jul-2020 03:19 PM,technical_56856.pdf,PWD,2020_PWD_38495_1,PW-SRDD-CB-CTR- 2019-20-2954-3003,Construction of Link from Bag to Kayaloo Road km 0/00 to 10/500,Er. Sudhir Kumar Gupta,Internal,"ShPremRajMeen DAO,ShRamSawaroop Supdt,ShSureshKumarVerma HDM",Sudhir Kumar Gupta,17-Jul-2020 01:00 PM,18-Jul-2020 11:00 AM,techsummary_56856.pdf (371.46 KB),Er Sudhir Kumar Gupta EE,Internal,ShPremRajMeenDAO ShRamSawaroopSupdt ShSureshKumarVermaHDM,Sudhir Kumar Gupta,01-Oct-2020 03:40 PM,finsummary_56856.pdf (153.60 KB),01-Oct-2020,"INR 32,157,863",540.0,Sudhir Kumar Gupta,01-Oct-2020 03:51 PM,AOC-BagKayalu.pdf (296.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,2.0,166256.0,Jai Singh,07-Jul-2020 12:36 AM,Accepted-AOC,L1,01-Oct-2020 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,166292.0,kapoor sanjee,07-Jul-2020 12:32 PM,Rejected-Finance,L3,01-Oct-2020 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,166254.0,LALIT MOHAN KASHYAP,07-Jul-2020 12:05 AM,Rejected-Finance,L2,01-Oct-2020 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done/ Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,166275.0,M/S Roshan Lal Sharma & Sons,07-Jul-2020 03:59 PM,Rejected-Finance,L4,01-Oct-2020 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,166200.0,M/S STRIKER & BROS,06-Jul-2020 05:39 PM,Rejected-Finance,L8,01-Oct-2020 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7.0,166311.0,naresh vij govt contractor,07-Jul-2020 03:02 PM,Rejected-Technical,Non-Responsive,17-Jul-2020 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8.0,166244.0,Satish Kumar Vij,07-Jul-2020 04:28 PM,Rejected-Finance,L7,01-Oct-2020 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9.0,166352.0,vikas sharma,07-Jul-2020 04:55 PM,Rejected-Finance,L6,01-Oct-2020 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity/ C.A. Annual Report As Per General Rules 28.2a And 28.2b,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
