Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Construction of link road from Uper Thehar to Chadhiar via Bakshi Partap Singh House Km 0/0 to 2/060,"P/L WBM G-I, G-II and 2cm thick premix carpet with seal coat at Km 0/970 to 1/470).",Please refer Tender documents. ,NA ,"4,74,775",Civil Works - Roads,NA ,Tender,120.0,60.0,Baijnath,176125.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Baijnath,No ,No,PWD,PWD-BD-NIT-2019-20-2741-90,2020_PWD_37736_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form as Indicated Schedule F.,"9,500",No,fixed,,EE PWD Baijnath,Baijnath,1.0,DD - Demand Draft,1.0,Extend Date of bid open,Date,,02-Jun-2020 02:00 PM,01-Jul-2020 11:00 AM,02-Jun-2020 02:00 PM,01-Jul-2020 10:30 AM,NA ,NA ,02-Jun-2020 05:00 PM,01-Jul-2020 10:30 AM,17-Jul-2020 11:00 AM,Executive Engineer HPPWD Division Baijnath,Executive Engineer HPPWD Division Baijnath,350.0,EE PWD Baijnath,Baijnath,No,AOC,PWD,2020_PWD_37736_1,PWD-BD-NIT-2019-20-2741-90,Construction of link road from Uper Thehar to Chadhiar via Bakshi Partap Singh House Km 0/0 to 2/060,Er S K Sood,Internal,Sr. Divisional Account Officer Head Draughtsman SupdtGII AE Baijnath,Sanjiv Kumar,10-Jul-2020 07:17 PM,17-Jul-2020 11:00 AM,techsummary_55583.pdf (405.32 KB),EE Baijnath,Internal,HDM Supdt GII Sr DAO AE Baijnath,Sanjiv Kumar,29-Oct-2020 03:40 PM,finsummary_55583.pdf (125.71 KB),29-Oct-2020,"INR 474,775",60.0,Sanjiv Kumar,29-Oct-2020 03:42 PM,Award_37736.pdf (251.00 KB),Finance,Financial bid open,Sanjiv Kumar,29-Oct-2020 03:39 PM,finance_55583.pdf,BOQ Comparative Chart,1.0,164249.0,Parveen,INR,"708,166",1.0,164249.0,Parveen,01-Jul-2020 10:10 AM,Accepted-AOC,Lower Side,29-Oct-2020 03:44 PM,Technical,6 bidders participated in this work and 2 bidders found responsive. Hence tender recommended by committee to open the financial bid.,Sanjiv Kumar,10-Jul-2020 07:15 PM,technical_55583.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Earnest Money as Indicated Schedule F.,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,164289.0,Parvinder Rana,23-Jun-2020 07:42 PM,Rejected-Finance,Higher side,29-Oct-2020 03:43 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,163332.0,Ramesh Chand,30-Jun-2020 04:14 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Jul-2020 07:15 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Valid GST and PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,165522.0,Sangita Abrol,30-Jun-2020 09:03 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Jul-2020 07:15 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,165485.0,Sanjay Kapoor,30-Jun-2020 05:20 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Jul-2020 07:15 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that no Both Gazatted Non Gazetted officer employee in HPPWD Division Baijnath related him,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,163941.0,Virender Rana,30-Jun-2020 02:36 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Jul-2020 07:15 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking that - arbitration / litigation case with PWD is pending in any court of law.,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished with the bid Name of work is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery with proof of ownership required as per SBD if hiring affidavit of consent required from o,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum civil work done amount not less than 40 percent of the estimated cost (without LD) in last 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
