Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Scanned copy of EMD and Tender Fee/MSME and NSCI registration certificate,04-Dec-2019 06:00 PM,27-Dec-2019 03:00 PM,04-Dec-2019 06:15 PM,27-Dec-2019 01:00 PM,NA ,NA ,16-Dec-2019 04:00 PM,27-Dec-2019 01:00 PM,09-Jun-2020 03:00 PM,500.0,"Principal, Dr.RPGMC",Tanda,Yes,1.0,Amended specification,Technical Bid,,Joint Director(Admn.),"Dr.RPGMC, Kangra at Tanda",Machinery and Equipment,Please refer to tender document,Please refer to tender document ,NA ,"90,00,000",Medical Equipments/Waste,NA ,Tender,180.0,90.0,"Dr.RPGMC, Kangra at Tanda",176002.0,"Dr.RPGMC, Kangra at Tanda ","Dr.RPGMC, Kangra at Tanda ",11-Dec-2019 11:15 AM ,"Dr.RPGMC, Kangra at Tanda",No ,No,"2,50,000",Yes,fixed,,"Principal, Dr.RPGMC",Tanda,1.0,DD - Demand Draft,Directorate of Medical Education and Research||Dr Rajendra Prasad Govt Medical College Tanda Kangra,Etender/MRU,2019_DMER5_33117_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Offline,No,No,No,AOC,Principal,Internal,Joint Director Assistant Controller Section Officer DA purchase,Bhanu Awasthi,09-Oct-2020 03:25 PM,finsummary_47715.pdf (257.47 KB),1.0,142314.0,M/s Royal Pharma,INR,"290,000",Directorate of Medical Education and Research||Dr Rajendra Prasad Govt Medical College Tanda Kangra,2019_DMER5_33117_1,Etender/MRU,Machinery and Equipment,1,142609,A B Scientific Solutions,27-Dec-2019 12:57 PM,Rejected-Technical,Minimum bids not received,06-Jun-2020 11:46 AM,Nodal Officer-cumHOD MRU,Internal,Deptt of MRU,Anil Shukla,06-Jun-2020 11:46 AM,09-Jun-2020 03:00 PM,techsummary_47715.pdf (183.00 KB),09-Oct-2020,"INR 290,000",90.0,Bhanu Awasthi,09-Oct-2020 03:29 PM,royalanalyzer.pdf (342.00 KB),Supply order for Hematology analyser,Technical,SummaryMRU,Vishal Sharma,01-Jan-2020 11:16 AM,technical_47715.pdf,Finance,comparative MRU,Bhanu Awasthi,09-Oct-2020 03:18 PM,finance_47715.pdf,BOQ Comparative Chart,AOC
,,.pdf,Scanned copy of all tender documents mentioned in the tender document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,141379,BIOMEDICAL SOLUTIONS,19-Dec-2019 04:34 PM,Rejected-Technical,Minimum bids not received,06-Jun-2020 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,142493,Chamunda Scientific and Medical Co,27-Dec-2019 11:13 AM,Rejected-Finance,L-3 bidder,09-Oct-2020 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,142678,Deep Distributors,27-Dec-2019 12:43 PM,Rejected-Technical,Minimum bids not received,06-Jun-2020 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,142104,LCGC LIFESCIENCES LLP,26-Dec-2019 07:22 PM,Rejected-Technical,Minimum bids not received,06-Jun-2020 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,142314,M/s Royal Pharma,25-Dec-2019 05:42 PM,Accepted-AOC,L-1 bidder,09-Oct-2020 03:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,142616,ROCHE DIAGNOSTICS INDIA PRIVATE LIMITED,26-Dec-2019 06:45 PM,Rejected-Technical,Minimum bids not received,06-Jun-2020 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,142605,Saksham Technologies Pvt. Ltd.,27-Dec-2019 11:02 AM,Rejected-Technical,Minimum bids not received,06-Jun-2020 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,142671,Surgitek,27-Dec-2019 12:13 PM,Rejected-Finance,L-2 bidder,09-Oct-2020 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,142434,Vijay Kumar Enterprises,25-Dec-2019 03:47 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Jan-2020 11:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
