Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
10-Jun-2020 04:30 PM,18-Jun-2020 11:30 AM,10-Jun-2020 05:00 PM,17-Jun-2020 05:00 PM,NA ,NA ,10-Jun-2020 05:00 PM,17-Jun-2020 05:00 PM,26-Jun-2020 11:00 AM,"1,82,500",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,PWD,PWP/Tender/2019-20- 1150-1200 dt 26.05.2020,2020_PWD_37925_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Construction of road, metalled and construction of drain over Canal road to Rampal, Laxmi Chand Chaudhary home to via NH07 to Punni Lal s Tube well to Pipliwala Misserwala road through Harizan Basti, Lohar Basti, Bahati Bahati Basti to NH 07. (Paont","Construction of road, metalled and construction of drain over Canal road to Rampal, Laxmi Chand Chaudhary home to via NH 07 to Punni Lals Tube well to Pipliwala Misserwala road through Harizan Basti, Lohar Basti, Bahati Bahati Basti to NH 07. (Pa",Please refer tender document ,NA ,"1,41,77,110",Civil Works - Roads,NA ,Tender,120.0,540.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,"5,000",EE Paonta Sahib,Paonta Sahib,Yes,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,AOC,PWD,2020_PWD_37925_2,PWP/Tender/2019-20- 1150-1200 dt 26.05.2020,"Construction of road, metalled and construction of drain over Canal road to Rampal, Laxmi Chand Chaudhary home to via NH07 to Punni Lal s Tube well to Pipliwala Misserwala road through Harizan Basti, Lohar Basti, Bahati Bahati Basti to NH 07. (Paont",Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,25-Jun-2020 01:25 PM,26-Jun-2020 11:00 AM,techsummary_55934.pdf (877.98 KB),Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM.",Kishan Lal Chaudhary,22-Oct-2020 11:01 AM,finsummary_55934.pdf (511.56 KB),22-Oct-2020,"INR 14,177,110",540.0,Kishan Lal Chaudhary,22-Oct-2020 11:04 AM,aoc.pdf (1237.00 KB),AOC,1.0,162969.0,Lal Singh Chauhan Contractor,17-Jun-2020 03:40 PM,Rejected-Finance,L6,22-Oct-2020 11:03 AM,Technical,Summary,Dalip Singh Tomar,25-Jun-2020 01:21 PM,technical_55934.pdf,1.0,162922.0,Nakul Chauhan,INR,"14,987,486",Finance,fin bid opening summary,Kishan Lal Chaudhary,22-Oct-2020 10:53 AM,finance_55934.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,162405.0,Manoj Chawla,17-Jun-2020 02:25 PM,Rejected-Finance,L5,22-Oct-2020 11:03 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,162920.0,mohdjaseem,17-Jun-2020 07:25 AM,Rejected-Finance,L2,22-Oct-2020 11:03 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,162885.0,M/S SARVJEET SINGH,16-Jun-2020 08:36 PM,Rejected-Finance,L4,22-Oct-2020 11:03 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of 40 percent work done certificate for similar nature of work,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,162922.0,Nakul Chauhan,17-Jun-2020 07:45 AM,Accepted-AOC,L1,22-Oct-2020 11:06 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,162906.0,Rashid Ali Civil Contractor,17-Jun-2020 06:52 AM,Rejected-Finance,L8,22-Oct-2020 11:03 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity/C.A. annual report.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,162978.0,Shanti Flats Foundation PVT LTD,17-Jun-2020 12:31 PM,Rejected-Finance,L7,22-Oct-2020 11:03 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List machinery tool plants as per schedule FSr.No.6.19 Ref.Clause No.8proof ownership/Affidavit hire,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8.0,162966.0,viney kumar sharma,17-Jun-2020 01:18 PM,Rejected-Finance,L3,22-Oct-2020 11:03 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
