Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Er Sudhir Kumar Gupta EE,Internal,ShPremRajMeenDAO ShRamSawaroopSupdt ShSureshKumarVermaHDM,Sudhir Kumar Gupta,23-Oct-2020 02:48 PM,finsummary_45015.pdf (197.55 KB),23-Oct-2020,"INR 25,347,368",540.0,Sudhir Kumar Gupta,23-Oct-2020 03:21 PM,AOC-GharogNaltaRoad.pdf (316.00 KB),AOC,PWD,2019_PWD_31288_1,PW.SRDD-CB-CTR-2019-20 6627 DT8.8.19,Construction and Metalling and Tarring of Gharog to Nalta Road km 0/00 to 7/00,Er. Deepak Raj Chauhan,Internal,Sh. Prem Sharma Supdtt. Sh. Prem Raj Meena DAO Sh. Suresh Verma HDM Sh. Ramesh Thakur TA,Deepak Raj Chauhan,26-Sep-2019 04:23 PM,26-Sep-2019 04:30 PM,techsummary_45015.pdf (236.25 KB),1.0,130448.0,kapoor sanjee,INR,"28,760,488",Finance,Bid Opening Summary,Deepak Raj Chauhan,26-Sep-2019 04:55 PM,finance_45015.pdf,BOQ Comparative Chart,Technical,Bid Opening Summary,Deepak Raj Chauhan,26-Sep-2019 04:22 PM,technical_45015.pdf,1.0,130222.0,Atul Sharma,11-Sep-2019 12:48 PM,Rejected-Finance,L2,23-Oct-2020 02:50 PM,AOC,"2,90,000",No,fixed,,EE Dhami,Dhami,"5,000",EE Dhami,Dhami,No,EE Dhami,Shimla Rural Divison HPPWD Dhami,1.0,Fee/PreQual/Technical,.pdf,1. Cost Of Tender (Indicated In Schedule F),1.0,DD - Demand Draft,PWD,PW.SRDD-CB-CTR-2019-20 6627 DT8.8.19,2019_PWD_31288_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,04-Sep-2019 02:30 PM,12-Sep-2019 11:00 AM,04-Sep-2019 02:30 PM,11-Sep-2019 05:00 PM,NA ,NA ,04-Sep-2019 02:30 PM,11-Sep-2019 05:00 PM,26-Sep-2019 04:30 PM,Construction and Metalling and Tarring of Gharog to Nalta Road km 0/00 to 7/00,"Removal of Formation Deficency , Retaining walls and breast walls,Cross drainage work 900mm dia Rcc Hume pipe Culvert Providind and Laying WBM Grade-I,II,III ,Metalling/Tarring, Road side drain,PCC Parapets ,Sign boards and kilometre stone etc",Please refer Tender documents. ,NA ,"2,53,47,368",Civil Works - Roads,NA ,Tender,120.0,540.0,Dhami,171103.0,NA ,NA ,NA ,SE 4th Circle Shimla,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,130448.0,kapoor sanjee,11-Sep-2019 02:46 PM,Accepted-AOC,L1,23-Oct-2020 03:23 PM,AOC,,,,,,,,,,,,,,,.pdf,2. The Earnest Money (Indicated In Schedule F),2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,130487.0,Rajender Pal,11-Sep-2019 04:20 PM,Rejected-Finance,L3,23-Oct-2020 02:50 PM,AOC,,,,,,,,,,,,,,,.pdf,3. Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,130265.0,Satish Kumar Vij,11-Sep-2019 03:22 PM,Rejected-Finance,L4,23-Oct-2020 02:50 PM,AOC,,,,,,,,,,,,,,,.pdf,4. GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,5. Work Done/ Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,"6. List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,7. Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,8. List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,9. Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,.pdf,10. Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
