Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (indicated in Schedule F),1.0,DD - Demand Draft,500.0,EE Kumarsain,EE Kumarsain,Yes,Executive Engineer,"Kumarsain Division, HPPWD Kumarsain",15-Jul-2020 05:00 PM,30-Jul-2020 11:00 AM,15-Jul-2020 05:30 PM,29-Jul-2020 06:00 PM,NA ,NA ,15-Jul-2020 05:30 PM,29-Jul-2020 06:00 PM,03-Aug-2020 03:00 PM,A/S on Oddi Kingal Road SH Renewal Coat 30mm thick Bituminous Concrete in km 0/0 to 1/00 and 3/0 to 4/0 and A/S on Panudhank Katheen road SH Renewal Coat 30mm thick bituminous concrete in km 0/0 to 1/0,A/S on Oddi Kingal Road SH Renewal Coat 30mm thick Bituminous Concrete in km 0/0 to 1/00 and 3/0 to 4/0 and A/S on Panudhank Katheen road SH Renewal Coat 30mm thick bituminous concrete in km 0/0 to 1/0,Please refer Tender documents. ,NA ,"24,73,875",Civil Works,NA ,Tender,90.0,90.0,Kumarsain,172029.0,NA ,NA ,NA ,Kumarsain,No ,No,PWD,PW-KMS-AB-NIT/2020-2510-11 dated 01/07/2020,2020_PWD_38909_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"44,700",No,fixed,,EE Kumarsain,EE Kumarsain,AOC,Er.Manoj Sehgal,Internal,"Executive Engineer, HDM, Supdt. Gr-II, Senior Asstt.",Manoj Kumar Sehgal,03-Aug-2020 01:16 PM,03-Aug-2020 03:00 PM,techsummary_57447.pdf (255.30 KB),PWD,2020_PWD_38909_1,PW-KMS-AB-NIT/2020-2510-11 dated 01/07/2020,A/S on Oddi Kingal Road SH Renewal Coat 30mm thick Bituminous Concrete in km 0/0 to 1/00 and 3/0 to 4/0 and A/S on Panudhank Katheen road SH Renewal Coat 30mm thick bituminous concrete in km 0/0 to 1/0,01-Oct-2020,"INR 3,563,663",90.0,Manoj Kumar Sehgal,01-Oct-2020 09:50 AM,r.pdf (351.00 KB),AOC,Er.Manoj Sehgal,Internal,"Supdt. Gr-II,HDM,DA",Manoj Kumar Sehgal,01-Oct-2020 09:49 AM,finsummary_57447.pdf (255.42 KB),1.0,170462.0,MOHINDER PAL VERMA,29-Jul-2020 05:00 PM,Accepted-AOC,Accept,01-Oct-2020 09:52 AM,Technical,Bid Opening Summary,Manoj Kumar Sehgal,31-Jul-2020 11:15 AM,technical_57447.pdf,Finance,Summary of Technical Bid Evaluation,Manoj Kumar Sehgal,03-Aug-2020 03:42 PM,finance_57447.pdf,BOQ Comparative Chart,1.0,170462.0,MOHINDER PAL VERMA,INR,"3,563,663",AOC
,,.pdf,Earnest Money Deposit (indicated in Schedule F),2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration (Refer General Rule No 23),3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,G.S.T Registration Number (Refer General Rule No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,EPF Registration Number Refer General Rule 25-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work Done Certificate of similar nature (Refer General Rule No 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List of Machinery, Tool, Plant along with documentary proof of ownership (Refer Schedule F with ref",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No. 8 (Refer General Rule No 26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
