Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,08-Oct-2020 05:34 PM,finsummary_60088.pdf (419.43 KB),08-Oct-2020,"INR 1,226,633",90.0,Kishan Lal Chaudhary,08-Oct-2020 05:36 PM,aoc.pdf (878.00 KB),AOC,PWD,2020_PWD_40709_5,Tender/2020-21-4876-4925 dated 09.09.2020,A/R and M/O to Paonta Puruwala Singhpura Bhagani Gojjar Dak Pathar road km. 0/0 to 26/500 (SH Providing and laying 80mm. thick ISI Marked tiles in km. 16/990 (Gurudwara Shree Teerghari Sahib) to 17/370 (Gurudwara Shree Bhagani Sahib).,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,03-Oct-2020 01:02 PM,03-Oct-2020 03:00 PM,techsummary_60088.pdf (723.48 KB),1.0,179245.0,Shamshad Ali Contractor,INR,"988,188",Finance,fin bid opening summary,Kishan Lal Chaudhary,08-Oct-2020 05:31 PM,finance_60088.pdf,BOQ Comparative Chart,Technical,Bid opening summary,Kishan Lal Chaudhary,03-Oct-2020 12:59 PM,technical_60088.pdf,1.0,180140.0,DHARMENDER VERMA,29-Sep-2020 11:06 AM,Rejected-Finance,L3,08-Oct-2020 05:36 PM,AOC,"24,500",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,PWD,Tender/2020-21-4876-4925 dated 09.09.2020,2020_PWD_40709_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer HPPWD Division Paonta Sahib,Executive Engineer HPPWD Division Paonta Sahib District Sirmour HP,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,17-Sep-2020 04:30 PM,30-Sep-2020 11:30 AM,17-Sep-2020 05:00 PM,29-Sep-2020 05:00 PM,NA ,NA ,17-Sep-2020 05:00 PM,29-Sep-2020 05:00 PM,03-Oct-2020 03:00 PM,500.0,EE Paonta Sahib,Paonta Sahib,Yes,A/R and M/O to Paonta Puruwala Singhpura Bhagani Gojjar Dak Pathar road km. 0/0 to 26/500 (SH Providing and laying 80mm. thick ISI Marked tiles in km. 16/990 (Gurudwara Shree Teerghari Sahib) to 17/370 (Gurudwara Shree Bhagani Sahib).,A/R and M/O to Paonta Puruwala Singhpura Bhagani Gojjar Dak Pathar road km. 0/0 to 26/500 (SH Providing and laying 80mm. thick ISI Marked tiles in km. 16/990 (Gurudwara Shree Teerghari Sahib) to 17/370 (Gurudwara Shree Bhagani Sahib).,Please refer tender documents ,NA ,"12,26,633",Civil Works - Roads,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,180269.0,DINESH KUMAR GUPTA,28-Sep-2020 10:52 PM,Rejected-Finance,L2,08-Oct-2020 05:36 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,179245.0,Shamshad Ali Contractor,28-Sep-2020 06:47 PM,Accepted-AOC,L1,08-Oct-2020 05:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.6.19Ref.Cl- No.18 i.e.R.C,purchase bills,ownership/Affidavit hire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
