EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"17,600",No,fixed,,EE PWD Baijnath,Baijnath,02-Jun-2020 02:00 PM,01-Jul-2020 11:00 AM,02-Jun-2020 02:00 PM,01-Jul-2020 10:30 AM,NA ,NA ,02-Jun-2020 05:00 PM,01-Jul-2020 10:30 AM,17-Jul-2020 11:00 AM,Construction of Chobin Sansai Road Km 0/0 to 13/405,C/O Chobin side approaches for existing 55.00 mtr span bridge over Binwa Khad at RD 5/286).,Please refer Tender documents. ,NA ,"8,78,370",Civil Works - Roads,NA ,Tender,120.0,60.0,Baijnath,176125.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Baijnath,No ,No,1.0,DD - Demand Draft,1.0,Extend of Tender DAte,Date,,350.0,EE PWD Baijnath,Baijnath,No,PWD,PWD-BD-NIT-2019-20-2741-90,2020_PWD_37761_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form as Indicated Schedule F.,Executive Engineer HPPWD Division Baijnath,Executive Engineer HPPWD Division Baijnath,AOC,Finance,Financial Bid open successfully,Sanjiv Kumar,29-Oct-2020 02:54 PM,None,BOQ Comparative Chart,1.0,164237.0,Parvinder Rana,INR,"1,333,650",1.0,163230.0,Anil Katoch,19-Jun-2020 06:29 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Jul-2020 07:51 PM,Technical,6 bidders participated in this work and 2 bidders found responsive. Hence tender recommended by committee to open the financial bid.,Sanjiv Kumar,10-Jul-2020 07:51 PM,technical_55613.pdf,PWD,2020_PWD_37761_1,PWD-BD-NIT-2019-20-2741-90,Construction of Chobin Sansai Road Km 0/0 to 13/405,Er S K Sood,Internal,Sr. Divisional Account Officer Head Draughtsman SupdtGII AE Baijnath,Sanjiv Kumar,10-Jul-2020 07:52 PM,17-Jul-2020 11:00 AM,techsummary_55613.pdf (401.93 KB),Er S K Sood,Internal,HDM SupdtGII Sr DAO AE Baijnath,Sanjiv Kumar,29-Oct-2020 02:56 PM,finsummary_55613.pdf (122.13 KB),29-Oct-2020,"INR 878,370",60.0,Sanjiv Kumar,29-Oct-2020 02:58 PM,Award_37761.pdf (220.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Earnest Money as Indicated Schedule F.,,,AOC,,,,,,,,,,,,2.0,164276.0,Parveen,23-Jun-2020 07:04 PM,Rejected-Finance,Higher Side,29-Oct-2020 02:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,AOC,,,,,,,,,,,,3.0,164237.0,Parvinder Rana,23-Jun-2020 05:34 PM,Accepted-AOC,Lower side,29-Oct-2020 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Valid GST and PAN No.,,,AOC,,,,,,,,,,,,4.0,165558.0,Ramesh Rana Govt Contractor,01-Jul-2020 08:24 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Jul-2020 07:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,AOC,,,,,,,,,,,,5.0,165484.0,Sangita Abrol,30-Jun-2020 08:33 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Jul-2020 07:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that no Both Gazatted Non Gazetted officer employee in HPPWD Division Baijnath related him,,,AOC,,,,,,,,,,,,6.0,165500.0,Sudhir Rana,30-Jun-2020 06:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Jul-2020 07:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking that - arbitration / litigation case with PWD is pending in any court of law.,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished with the bid Name of work is correct in all respect.,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery with proof of ownership required as per SBD if hiring affidavit of consent required from o,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum civil work done amount not less than 40 percent of the estimated cost (without LD) in last 5,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
