Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
DIFFERENT WORKS UNDER DHANSIRI IRRIGATION PROJECT UNDER NABARD LTIF UNDER DHANSIRI PROJECT WEIR DIVISION IRRIGATION BHAIRABKUNDA DHANSIRI PROJECT CANAL I DIVISION UDALGURI DHANSIRI PROJECT CANAL II DIVISION UDALGURIGroup 3,Reshaping_ Regrading_removal_of_bed materials from ch_0m to 9000m including Construction of catch water drain including slab culvert at ch 7100m_8300m of Main canal Protection work at U/S Golandi aqueduct_Restoration of R_embankment from ch 8,Please refer Tender documents. ,NA ,"2,12,03,000",Civil Works - Others,NA ,Rate Contract,180.0,180.0,Dhanshiri,784509.0,NA ,NA ,NA ,"O/o Chief Engineer, Irrigation, ghy3",No ,No,1.0,Fee/PreQual/Technical,.pdf,Pre Qualification,1.0,DD - Demand Draft,"4,24,060",Yes,percentage,2.0%,E.E Dhanshiri Project Weir DIV(I),Bhairabkunda,"1,000","O/o Chief Engineer, Irrigation,Assam",Guwahati,No,Irrigation Department||Chief Engineer(Major)-Irrigation Dept,No.DDP/VI/11/2017/1 Dt.07/07/2017,2017_ID_2710_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,14-Jul-2017 01:00 PM,24-Jul-2017 03:00 PM,14-Jul-2017 01:00 PM,24-Jul-2017 02:00 PM,NA ,NA ,14-Jul-2017 01:00 PM,24-Jul-2017 02:00 PM,07-Aug-2017 11:00 AM,"Chief Engineer, Irrigation,","O/o Chief Engineer, Irrigation, ghy3",AOC,Technical,Tender has been revoked due to non-complaince of technical specification.,Jutika Kakoti,05-Aug-2017 05:46 PM,technical_4336.pdf,"Chief Engineer, Irrigation",Internal,"Chief Engineer, Irrigation, Chief Engineer (M.I), Director Design(I)",Amit Singha,05-Aug-2017 05:54 PM,07-Aug-2017 11:00 AM,techsummary_4336.pdf (86.57 KB),Chief Engineer (I),Internal,"Chief Engineer (I), Chief Engineer (M.I), Director Design (I), Director Design (M.I)",Amit Singha,08-Jan-2018 04:04 PM,finsummary_4336.pdf (332.73 KB),1.0,14778.0,JAGADISH KALITA,INR,3288000.0,Irrigation Department||Chief Engineer(Major)-Irrigation Dept,2017_ID_2710_1,No.DDP/VI/11/2017/1 Dt.07/07/2017,DIFFERENT WORKS UNDER DHANSIRI IRRIGATION PROJECT UNDER NABARD LTIF UNDER DHANSIRI PROJECT WEIR DIVISION IRRIGATION BHAIRABKUNDA DHANSIRI PROJECT CANAL I DIVISION UDALGURI DHANSIRI PROJECT CANAL II DIVISION UDALGURIGroup 3,Finance,Provissionally Admitted,Amit Singha,08-Jan-2018 03:56 PM,finance_4336.pdf,BOQ Comparative Chart,08-Jan-2018,INR 1.4665E+7,180.0,Amit Singha,08-Jan-2018 04:08 PM,Gr3.pdf (228.00 KB),AOC,1.0,Corrigendum,DIFFERENT WORKS UNDER DHANSIRI IRRIGATION PROJECT UNDER NABARD LTIF UNDER DHANSIRI PROJECT WEIR DIVISION IRRIGATION BHAIRABKUNDA DHANSIRI PROJECT CANAL I DIVISION UDALGURI DHANSIRI PROJECT CANAL II DIVISION UDALGURIGroup 3,05-Aug-2017 05:30 PM,Gr-3.pdf ,74.47,Technical Opening,1,14964,ASHOK KUMAR BAJAJ,22-Jul-2017 11:27 PM,Rejected-Finance,Rejected,08-Jan-2018 04:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Bid Documents,2.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,14832.0,Sri Ransingh Daimari,INR,11200400.0,,,,,,,,,,,,,,,,,,,,,,,,,2,15009,BINOD DAIMARI,24-Jul-2017 01:56 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Aug-2017 05:46 PM,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Bid Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3.0,14840.0,Pankaj Boro,INR,4582400.0,,,,,,,,,,,,,,,,,,,,,,,,,3,15080,Dungarmal Jain Constn.Co.pvt.Ltd,24-Jul-2017 12:59 PM,Rejected-Finance,Rejected,08-Jan-2018 04:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14778,JAGADISH KALITA,20-Jul-2017 05:57 PM,Accepted-AOC,,08-Jan-2018 04:07 PM,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14888,JOYGA RAM BAGLARY,22-Jul-2017 03:21 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Aug-2017 05:46 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,14860,MS MURLIDHAR AGARWALA AND CO,24-Jul-2017 11:24 AM,Rejected-Finance,Rejected,08-Jan-2018 04:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,14840,Pankaj Boro,23-Jul-2017 05:36 PM,Accepted-AOC,,08-Jan-2018 04:07 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,14889,Sri Chandan deka,22-Jul-2017 04:11 PM,Rejected-Finance,Rejected,08-Jan-2018 04:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,15004,Sri Enel Daimari,23-Jul-2017 06:37 AM,Rejected-Finance,Rejected,08-Jan-2018 04:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,14832,Sri Ransingh Daimari,24-Jul-2017 10:51 AM,Accepted-AOC,,08-Jan-2018 04:07 PM,AOC
