Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,32-55 PWD,2025_PWD_103473_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and cost of tender form,07-Apr-2025 04:00 PM,19-Apr-2025 11:30 AM,07-Apr-2025 04:00 PM,17-Apr-2025 05:00 PM,,,07-Apr-2025 04:00 PM,17-Apr-2025 05:00 PM,25-Apr-2025 02:00 PM,"53,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,"1,500",Nil,Nil,No,Executive Engineer,Executive Engineer HPPWD Dharamshala Division,"C/o link road Chetru Maned Shela Passu Dari road in Tehsil Dharamshala, Distt. Kangra HP SH - Widening of road in Km 0/0 to 1/500 and V-shape drain at Rd. 0/050 to 0/100","C/o link road Chetru Maned Shela Passu Dari road in Tehsil Dharamshala, Distt. Kangra HP SH - Widening of road in Km 0/0 to 1/500 and V-shape drain at Rd. 0/050 to 0/100",Please refer tender dovument,,"26,47,500",Civil Works - Roads,,Tender,75.0,90.0,Dharamshala,176215.0,,,,Dharamshala,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Contractors registration,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Copy of GST, EPF and PAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work done certificate (General rule 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of ITR for the last Three year.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 Duly signed on judicial paper (General rule 26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"List of Machinery i.e Hot Mix plant  Tipper, Tractor, JCB , Mixer , Road Roller, Scap folding ,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,List of both gazzetted or non gazzetted officers HPPWD employees related to him (General rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with name of work is correct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
