Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HP Agriculture Marketing Board,HMB-EC-11/92-Vol-XI,2025_HPAMB_105293_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,1.COST OF TENDER,14-May-2025 06:00 PM,22-May-2025 11:30 AM,14-May-2025 06:00 PM,21-May-2025 06:00 PM,,,14-May-2025 06:00 PM,21-May-2025 06:00 PM,22-May-2025 04:35 PM,"16,700",No,fixed,,Nil,Nil,1.0,ICICI BANK,415.0,Nil,Nil,No,EE HPSAMB Shimla,EE HPSAMB Shimla,"C/O Parking Ground at Sub Market Yard at Charkufri, Distt. Mandi, H.P. SH-Leveling of yard area for parking by cutting and filing of earthwork and consolidation of same and filling of pits.","C/O Parking Ground at Sub Market Yard at Charkufri, Distt. Mandi, H.P.
SH-Leveling of yard area for parking by cutting and filing of earthwork and consolidation of same and filling of pits.",Please refer Tender documents.,,"8,32,097",Civil Works,,Tender,120.0,25.0,Karsog,175011.0,,,,EE HPSAMB Khalini Shimla,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,2. EARNEST MONEY,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,3. VALID COPY OF CONTRACTORS REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,4. GST REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,5. EPF NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,6. COPY OF PAN CARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,7. COPY OF INCOME TAX RETURN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,8. LIST OF MACHINERY (TOOL AND PLANTS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,9. LITIGATION HISTORY IF ANY ON AFFIDAVIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,10. UNDERTAKING OF BID VALIDITY FOR A PERIOD OF 120 DAYS AFTER THE LAST DATE OF SUBMISSION OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,11. AFFIDAVIT THAT BID INFORMATION FURNISHED WITH THE BID IS CORRECT AND TRUE IN ALL RESPECT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,12. FORM 8 DULY SIGNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,13.UNDERTAKING TO EXECUTE THE WORK WITHIN 25 DAYS. FAILING WHICH PANELTY WILL BE IMPOSED AS PER AGRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,14. BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
