Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Category,Sub Category,Sub Category Description,Format/File,S.No.2,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,Construction of 301.00 mtr. long bridge over Satluj River Vill. Bhajwani in Distt. Bilaspur H.P.,2025_PWD_102368_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of form,19-Mar-2025 02:00 PM,28-Apr-2025 11:00 AM,19-Mar-2025 02:00 PM,26-Apr-2025 05:00 PM,19-Mar-2025 02:00 PM,26-Apr-2025 05:00 PM,19-Mar-2025 02:00 PM,26-Apr-2025 05:00 PM,26-May-2025 11:30 AM,"1,99,00,000",No,fixed,,E.E. Ghumarwin Division,S.E. 10th Circle Bilaspur,1.0,Corrigendum-4,Date,,1,Certificate Details,Permanent Account Number,Permanent Account Number Details,,1.0,ICICI BANK,"12,000",EE Ghumarwin Division,S.E. 10th Circle Bilaspur,No,S.E. 10th Circle HPPWD Bilaspur H.P.,S.E. 10th Circle HPPWD Bilaspur H.P.,Construction of 301.00 metre long bridge over Satluj River Vill. Bhajwani in Distt. Bilaspur HP,Construction of 301.00 metre long bridge over Satluj River Vill. Bhajwani in Distt. Bilaspur HP,Please refer Tender documents.,,"99,41,00,000",Civil Works - Bridges,,Tender,120.0,,Bilaspur H.P.,174001.0,"Chief Engineer(HZ) HPPWD., Hamirpur","Chief Engineer(HZ) HPPWD., Hamirpur",02-Apr-2025 11:00 AM,S.E. 10th Circle HPPWD Bilaspur H.P.,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Bid Security,,,,,,,,,,,,,,,,2.0,Corrigendum-5,Other,,2,Certificate Details,Registration Certificate,Registration Certificate Details,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of Registration,,,,,,,,,,,,,,,,,,,,3,Certificate Details,Sales Tax/VAT,Sales Tax/VAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Annual Turnover Last five year,,,,,,,,,,,,,,,,,,,,4,Certificate Details,Bidders Address Format,Bidders Address Format Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work Done Certificate,,,,,,,,,,,,,,,,,,,,5,Certificate Details,Income Tax Certificate,Income Tax Certificate Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Similar work done Certificate,,,,,,,,,,,,,,,,,,,,6,Certificate Details,Partnership Deed,Partnership Deed,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Credit facility duly issued by bank,,,,,,,,,,,,,,,,,,,,7,Certificate Details,Character Certificate,Character Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Technical capacity as per SBD clause 2.2.2.2(iii)a,,,,,,,,,,,,,,,,,,,,8,Certificate Details,Labour License,Labour License,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Financial capacity as per SBD clause 2.2.2.3,,,,,,,,,,,,,,,,,,,,9,Certificate Details,Power of Attorney,Power of Attorney,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit regarding any litigation case of arbitration,,,,,,,,,,,,,,,,,,,,10,Certificate Details,Affidavit regarding correctness of bid,Required in tender document in bidder file 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
