Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(OP) South||SE(OP) Solan||Sr. Xen(E) Arki,HPSEBL/AED/NIT-24-2025-26,2025_HPSEB_107870_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Document fee and earnest money receipt,19-Jun-2025 10:00 AM,26-Jun-2025 11:45 AM,19-Jun-2025 10:30 AM,25-Jun-2025 03:00 PM,,,19-Jun-2025 10:30 AM,25-Jun-2025 03:00 PM,26-Jun-2025 02:50 PM,"1,422",No,fixed,,Nil,Nil,1.0,ICICI BANK,590.0,Nil,Nil,Yes,"Sr Executive Engineer,ED,HPSEBL,Arki","Electrical Division,HPSEBL,Arki",providing LT extension and shifting of LT Lines crossing over residential area at village Sehrol from existing 63 KVA SStn. Kalyanpur  in E section Kunhar,providing LT extension and shifting of LT Lines crossing over residential area at village Sehrol from existing 63 KVA SStn. Kalyanpur  in E section Kunhar,Please refer Tender documents.,,"1,42,141",Electrical Works,,Tender,180.0,30.0,"Under Electrical Division,HPSEBL,Arki",173208.0,,,,"Electrical Division,HPSEBL,Arki",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Technical  and comm.work Experience of similar nature of work as per clause no 1.01 and 1.02,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Class -A contractor Licence as per clause 1.01.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Detail of net worth, avg. financial turnover, liquid asset as per clause 1.02.2,1.02.3,1.02.4 fromCA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The Bidder shall satisfy Bid capacity as clause 1.02.5 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,In case a bid is submitted by a joint venture all the qualification should be full as clause1.02.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate from banker as per clause 2.01.1 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Litigation history as per clause 2.01.4 ,Non blacklisting Affidavit,No deviation certi.as per Bid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"No change of ownership (ITB vol-1,Sec-IIclause2.3.2 and letter of undertaking/Bid validity as per SB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"GST and EPF registration,pan,self undertake of completion of work and studied all term and condition",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
