Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Department of Water Resources||Chief Engineer - DoWR,MORIGAON/2018-19/SOPD/I,2019_DoWR_12335_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"5,000","The Executive Engineer, Morigaon W. R. Division",Morigaon,No,28-Feb-2019 12:30 PM,16-Mar-2019 02:00 PM,28-Feb-2019 12:30 PM,15-Mar-2019 02:00 PM,NA ,NA ,10-Mar-2019 09:00 AM,15-Mar-2019 02:00 PM,02-Apr-2019 10:45 AM,1.0,Fee,.pdf,FEE,Protection of Mikirgaon-Kathani area PK 2,Protection of Mikirgaon-Kathani area from the flood and erosion of river Brahmaputra.,Please refer Tender documents. ,NA ,"4,14,59,301",Civil Works,NA ,Tender,180.0,60.0,MORIGAON,782105.0,NA ,NA ,NA ,GUWAHATI,No ,No,"Chief Engineer,W.R.Deptt",O/O Chief Engineer Water Resources Department Chandmari,"8,29,186",Yes,percentage,2.0%,"The Executive Engineer, Morigaon W. R. Division",Morigaon,AOC,Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_12335_1,MORIGAON/2018-19/SOPD/I,Protection of Mikirgaon-Kathani area PK 2,Finance,Updated CS may be prepared,Jayanta Kumar Barman,05-Apr-2019 11:08 AM,,BOQ Comparative Chart,26-Sep-2019,INR 41459301.96,60.0,Jayanta Kumar Barman,26-Sep-2019 01:04 PM,Mikirgaon_Pkg_2.pdf (3653.00 KB),Name of Work Protection of Mikirgaon-Kathani area from the flood and erosion of river Brahmaputra.,1,58378,Akhil Kumar Jain,15-Mar-2019 09:42 AM,Accepted-AOC,PROPER,26-Sep-2019 01:04 PM,R. SARMA,Internal,"G.C. SARMA, P. BORAH",Jayanta Kumar Barman,02-Apr-2019 10:44 AM,02-Apr-2019 10:45 AM,techsummary_19444.pdf (54.64 KB),R. SARMA,Internal,"G.C. SARMA, L. CHOUDHURY",Jayanta Kumar Barman,26-Sep-2019 12:45 PM,finsummary_19444.pdf (54.63 KB),Technical,Technical bid of the successful bidder may be opened,Jayanta Kumar Barman,02-Apr-2019 10:40 AM,technical_19444.pdf,1.0,58187.0,S.A. ENTERPRISE,INR,2494089.66,AOC
,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,58369,ANKUR DULALUDDIN NOBI JV,15-Mar-2019 01:42 AM,Accepted-AOC,PROPER,26-Sep-2019 01:04 PM,,,,,,,,,,,,,,,,,,,2.0,58220.0,Ashok Kumar Agarwalla,INR,2486943.51,AOC
,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,58220,Ashok Kumar Agarwalla,15-Mar-2019 10:07 AM,Accepted-AOC,PROPER,26-Sep-2019 01:04 PM,,,,,,,,,,,,,,,,,,,3.0,58221.0,Pradip Kumar Agarwalla,INR,2486943.51,AOC
,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,58375,Ashok Kumar Jain,15-Mar-2019 09:35 AM,Accepted-AOC,PROPER,26-Sep-2019 01:04 PM,,,,,,,,,,,,,,,,,,,4.0,58224.0,Rabindra Chhawchharia,INR,2486943.51,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,58309,HEMEN KUMAR DUTTA,14-Mar-2019 12:05 PM,Accepted-AOC,PROPER,26-Sep-2019 01:04 PM,,,,,,,,,,,,,,,,,,,5.0,58264.0,Rizwan Ansari,INR,2486943.51,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,6,58383,IZZAT ALI,15-Mar-2019 08:54 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,02-Apr-2019 10:40 AM,,,,,,,,,,,,,,,,,,,6.0,58280.0,Sanjib Boruah,INR,2486943.51,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,7,58406,KAILASH CHAND BAGRA,15-Mar-2019 11:48 AM,Accepted-AOC,PROPER,26-Sep-2019 01:04 PM,,,,,,,,,,,,,,,,,,,7.0,58288.0,SOMESWAR DAS,INR,2486943.51,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,8,58389,Krishna Kanta Das,15-Mar-2019 09:57 AM,Accepted-AOC,PROPER,26-Sep-2019 01:04 PM,,,,,,,,,,,,,,,,,,,8.0,58309.0,HEMEN KUMAR DUTTA,INR,2486943.51,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,9,58362,M/S GLOBAL CONSTRUCTION GROUP,14-Mar-2019 11:10 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,02-Apr-2019 10:40 AM,,,,,,,,,,,,,,,,,,,9.0,58333.0,UTTAM BORAH,INR,2486943.51,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,10,58408,M/S. M.P. AGARWALLA,15-Mar-2019 12:17 PM,Accepted-AOC,PROPER,26-Sep-2019 01:04 PM,,,,,,,,,,,,,,,,,,,10.0,58364.0,Ram Chandra Agarwalla,INR,2486943.51,AOC
