Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_11487_1,MAJ/SDRF/2018-19/HALDHIBARI/1,"Immediate Measures for recoupment of flood damages from Ch. 12750 M to Ch. 21,000 M of B/Dyke from Tekeliphuta to Haldhibari including construction of Back Berm under SDRF for 2018-19 (Package 5)",Finance,Updated CS may be prepared,Joy Sekhar Chakraborty,09-May-2019 11:41 AM,finance_18193.pdf,BOQ Comparative Chart,Technical,Financial Bid of the successful bidders may be opened.,Joy Sekhar Chakraborty,09-May-2019 11:29 AM,technical_18193.pdf,1,54720,ananta bhuyan,08-Feb-2019 01:21 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,09-May-2019 11:29 AM,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, EE, Majuli W. R. Division, Majuli, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, Dibrugarh",Joy Sekhar Chakraborty,09-May-2019 11:43 AM,finsummary_18193.pdf (754.57 KB),24-Sep-2019,INR 909942.41,60.0,Bhupen Bora,24-Sep-2019 01:04 PM,haldibaripkg5.pdf (2794.00 KB),"Immediate Measures for recoupment of flood damages from Ch. 12750 M to Ch. 21,000 M of B/Dyke from Tekeliphuta to Haldhibari including construction of Back Berm under SDRF for 2018-19 (Package 5)","Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, EE, Majuli W. R. Division, Majuli, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, Dibrugarh",Joy Sekhar Chakraborty,09-May-2019 11:30 AM,09-May-2019 11:35 AM,techsummary_18193.pdf (754.57 KB),1.0,54642.0,Probhat Pegu,INR,204288.31,AOC,Department of Water Resources||Chief Engineer - DoWR,MAJ/SDRF/2018-19/HALDHIBARI/1,2019_DoWR_11487_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,1.0,Change in Item of Work in BOQ,Other,,"Immediate Measures for recoupment of flood damages from Ch. 12750 M to Ch. 21,000 M of B/Dyke from Tekeliphuta to Haldhibari including construction of Back Berm under SDRF for 2018-19 (Package 5)","Immediate Measures for recoupment of flood damages from Ch. 12750 M to Ch. 21,000 M of B/Dyke from Tekeliphuta to Haldhibari including construction of Back Berm under SDRF for 2018-19 (Package 5)",Please refer Tender documents. ,NA ,"9,09,942",Civil Works,NA ,Tender,180.0,60.0,Majuli,785110.0,NA ,NA ,NA ,Dibrugarh,No ,No,500.0,"The Executive Engineer, Majuli W.R. Division",Garamur,No,28-Jan-2019 06:00 PM,09-Feb-2019 02:00 PM,28-Jan-2019 06:05 PM,08-Feb-2019 02:00 PM,NA ,NA ,03-Feb-2019 10:00 AM,08-Feb-2019 02:00 PM,09-May-2019 11:35 AM,"18,199",Yes,percentage,2.0%,"The Executive Engineer, Majuli W.R. Division",Garamur,1.0,Fee,.pdf,Cost of Tender and EMD,"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","O/o the Additional Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh - 05",AOC
,,,,,,,,,,,,,,,2,54572,Anjan Kumar Taye,08-Feb-2019 11:27 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,09-May-2019 11:29 AM,,,,,,,,,,,,,,,,,,,,,2.0,54648.0,Satya Prakash,INR,204580.29,AOC,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Documents,,,AOC
,,,,,,,,,,,,,,,3,54661,Anjit Bora,08-Feb-2019 08:57 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,09-May-2019 11:29 AM,,,,,,,,,,,,,,,,,,,,,3.0,54673.0,PRADIP BHAGAWATI,INR,204882.29,AOC,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,AOC
,,,,,,,,,,,,,,,4,54449,BABUL NATH,06-Feb-2019 06:30 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,09-May-2019 11:29 AM,,,,,,,,,,,,,,,,,,,,,4.0,54699.0,SARBESWAR SAIKIA,INR,205151.81,AOC,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,54518,BIKASH BORAH,07-Feb-2019 07:32 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,09-May-2019 11:29 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,5.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,54676,BITUPON DOLEY,08-Feb-2019 10:40 AM,Rejected-AOC,Not qualified for AOC,24-Sep-2019 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,54560,DIPANKAR JYOTI SAIKIA,07-Feb-2019 01:50 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,09-May-2019 11:29 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,54715,ganesh dey,08-Feb-2019 01:32 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,09-May-2019 11:29 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,9,54565,HARESWAR PATIR,07-Feb-2019 02:23 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,09-May-2019 11:29 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,10,54634,M/S SYNERGY DEVELOPERS,07-Feb-2019 10:48 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,09-May-2019 11:29 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
