EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"3,99,996",Yes,percentage,2.0%,"The Executive Engineer, Barpeta W.R. Division",Barpeta,Department of Water Resources||Chief Engineer - DoWR,BARPETA/2018-19/SDRF/II,2019_DoWR_10942_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,"5,000","The Executive Engineer, Barpeta W. R. Division",Barpeta,Yes,1.0,Fee,.pdf,FEE,1.0,DD - Demand Draft,"Chief Engineer,W.R.Deptt",O/O Chief Engineer Water Resources Department Chandmari,07-Jan-2019 06:00 PM,18-Jan-2019 02:00 PM,07-Jan-2019 06:05 PM,17-Jan-2019 02:00 PM,NA ,NA ,12-Jan-2019 09:00 AM,17-Jan-2019 02:00 PM,06-Mar-2019 04:45 PM,IM from Bahari to Baghbar at different reaches,Immediate measures to B/Dyke from Bahari to Baghbar for recoupment of breach like damages at different reaches under SDRF for 2018-19.,Please refer Tender documents. ,NA ,"1,99,99,776",Civil Works,NA ,Tender,180.0,60.0,BARPETA,781301.0,NA ,NA ,NA ,GUWAHATI,No ,No,AOC,1.0,51881.0,Rabindra Chhawchharia,INR,9001378.7,19-Sep-2019,INR 19999776.32,60.0,Jayanta Kumar Barman,19-Sep-2019 06:18 PM,document_1816_1.PDF (407.00 KB),Name of Work Immediate measures to B/Dyke from Bahari to Baghbar for recoupment of breach like damages at different reaches under SDRF for 2018-19.,Technical,Financial bid of the successful bidder may be opened,Jayanta Kumar Barman,06-Mar-2019 04:38 PM,technical_17476.pdf,R. SARMA,Internal,"G.C. SARMA, P. CHAUDHURY",Jayanta Kumar Barman,19-Sep-2019 06:14 PM,finsummary_17476.pdf (54.63 KB),Finance,Updated CS may be prepared,Jayanta Kumar Barman,07-Mar-2019 05:46 PM,,BOQ Comparative Chart,R. SARMA,Internal,"G.C. SARMA, P. GOSWAMI",Jayanta Kumar Barman,06-Mar-2019 04:40 PM,06-Mar-2019 04:45 PM,techsummary_17476.pdf (54.63 KB),1,52111,DILNUR ALI,17-Jan-2019 12:01 AM,Rejected-AOC,Not Qualified for AOC,19-Sep-2019 06:18 PM,Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_10942_1,BARPETA/2018-19/SDRF/II,IM from Bahari to Baghbar at different reaches,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,51887.0,Yugant Infrastructure Private Limited,INR,8997420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,52164,Dipankar Saha,17-Jan-2019 01:35 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,06-Mar-2019 04:38 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,52088,GAJIUL ANKUR JV,16-Jan-2019 08:27 PM,Rejected-AOC,Not Qualified for AOC,19-Sep-2019 06:18 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,51924,JAYNAL ABDIN,13-Jan-2019 11:26 PM,Rejected-AOC,Not Qualified for AOC,19-Sep-2019 06:18 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,51995,KHANDAKAR JIYAUR RAHMAN,15-Jan-2019 08:30 PM,Rejected-AOC,Not Qualified for AOC,19-Sep-2019 06:18 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,52063,MANOJ PATOWARY,16-Jan-2019 11:42 PM,Rejected-AOC,Not Qualified for AOC,19-Sep-2019 06:18 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,52114,MOHAMMAD MANJUR ALAM,17-Jan-2019 12:32 AM,Rejected-AOC,Not Qualified for AOC,19-Sep-2019 06:18 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,52092,Mrinal Jyoti das,16-Jan-2019 09:04 PM,Rejected-AOC,Not Qualified for AOC,19-Sep-2019 06:18 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,51921,Pranjit Kumar Das,13-Jan-2019 10:58 PM,Rejected-AOC,Not Qualified for AOC,19-Sep-2019 06:18 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,51881,Rabindra Chhawchharia,16-Jan-2019 08:50 PM,Accepted-AOC,PROPER,19-Sep-2019 06:18 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,52089,RAHIN BASUMATARY,16-Jan-2019 08:39 PM,Rejected-AOC,Not Qualified for AOC,19-Sep-2019 06:18 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,52040,Surajit Roy,16-Jan-2019 03:22 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,06-Mar-2019 04:38 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,51887,Yugant Infrastructure Private Limited,16-Jan-2019 08:40 PM,Accepted-AOC,PROPER,19-Sep-2019 06:18 PM,,,,,AOC
