Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
M/T of Link road to village Sirh Km. 0/0 to 1/200,M/T of Link road to village Sirh Km. 0/0 to 1/200,Please refer Tender documents. ,NA ,"19,49,609",Civil Works,NA ,Tender,60.0,180.0,Chamba,176310.0,NA ,NA ,NA ,"Executive Engineer, Chamba Division HPPWD Chamba",No ,No,1.0,Corrigendum,Other,,"Executive Engineer, Chamba Division HPPWD Chamba","Executive Engineer, Chamba Division HPPWD Chamba",PWD,No.PWC- WA-II/Cont- 2818- 3394-493 dated 15.6.19,2019_PWD_29677_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.xls,Cost of Tender form ( as per schedule F ),500.0,"Executive Engineer, Chamba Division HPPWD Chamba",chamba,No,27-Jun-2019 10:00 AM,10-Jul-2019 11:30 AM,27-Jun-2019 10:00 AM,09-Jul-2019 05:00 PM,NA ,NA ,27-Jun-2019 10:00 AM,09-Jul-2019 05:00 PM,15-Jul-2019 11:30 AM,1.0,DD - Demand Draft,"36,750",No,fixed,,Executive Engineer Chamba Division HPPWD Chamba,Chamba,AOC,Executive Engineer,Internal,Assistant Engineer Superintendent and Senior Assistant,Inder Singh Uttam,12-Jul-2019 01:20 PM,15-Jul-2019 11:30 AM,techsummary_42911.pdf (246.42 KB),PWD,2019_PWD_29677_1,No.PWC- WA-II/Cont- 2818- 3394-493 dated 15.6.19,M/T of Link road to village Sirh Km. 0/0 to 1/200,26-Oct-2019,"INR 1,949,609",180.0,Inder Singh Uttam,26-Oct-2019 04:39 PM,2.AOCsumary.pdf (299.00 KB),M/T of Link road to village Sirh Km. 0/0 to 1/200,EE,Internal,AE Superintendent and Senior Assistant,Inder Singh Uttam,26-Oct-2019 04:35 PM,finsummary_42911.pdf (109.88 KB),1.0,124072.0,Govt.Contractor,INR,"4,340,780",Finance,Bid opening Summary,Inder Singh Uttam,26-Oct-2019 04:32 PM,finance_42911.pdf,BOQ Comparative Chart,1.0,124072.0,Govt.Contractor,09-Jul-2019 12:47 PM,Accepted-AOC,L1,26-Oct-2019 04:39 PM,Technical,Bid opening Summary,Inder Singh Uttam,12-Jul-2019 12:56 PM,technical_42911.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Earnest Money ( as per schedule F ),,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,123811.0,Manesh Mehta,09-Jul-2019 04:24 PM,Rejected-AOC,L2,26-Oct-2019 04:39 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Contractors Registration ( Refer General Rule No.23 and as per invitation of bid ),,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,124117.0,Surinder Pal Dhall,09-Jul-2019 04:35 PM,Rejected-Technical,Non Responsive,12-Jul-2019 01:20 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,An affidavit/undertaking that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,PAN No.,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Work done at least one similar work 40 percent estimated value work without L.D. in last five year.,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Own Mini Hot mix plant paver finisher and Road Roller documentary proof .,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Form No. 8 (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration No.,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
