Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee,.pdf,FEE,1.0,DD - Demand Draft,Department of Water Resources||Chief Engineer - DoWR,GHY.EAST/2018-19/RIDF/III,2019_DoWR_11045_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,"6,10,483",Yes,percentage,2.0%,"The Executive Engineer, Ghy. East W R Division",Guwahati,"5,000","The Executive Engineer, Ghy. East W R Division",Guwahati,No,A/E measures to Protect Tamulibari Area PK 1,A/E measures to Protect Tamulibari Area from the Erosion of river Brahmaputra (Ph-I).,Please refer Tender documents. ,NA ,"3,05,24,130",Civil Works,NA ,Tender,180.0,180.0,GUWAHATI,781003.0,NA ,NA ,NA ,GUWAHATI,No ,No,11-Jan-2019 06:00 PM,02-Feb-2019 02:00 PM,11-Jan-2019 06:05 PM,01-Feb-2019 02:00 PM,NA ,NA ,27-Jan-2019 09:00 AM,01-Feb-2019 02:00 PM,14-Feb-2019 03:45 PM,"Chief Engineer,W.R.Deptt",O/O Chief Engineer Water Resources Department Chandmari,AOC,1,53173,Akhil Kumar Jain,31-Jan-2019 04:09 PM,Accepted-AOC,PROPER,23-Sep-2019 01:17 PM,Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_11045_1,GHY.EAST/2018-19/RIDF/III,A/E measures to Protect Tamulibari Area PK 1,AOC
2.0,PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,53528,Ashit Roy,30-Jan-2019 10:23 PM,Accepted-AOC,PROPER,23-Sep-2019 01:17 PM,,,,,AOC
3.0,Finance,.xls,BOQ,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,53002,Ashok Kumar Agarwalla,31-Jan-2019 10:41 PM,Accepted-AOC,PROPER,23-Sep-2019 01:17 PM,,,,,AOC
,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,53145,Ashok Kumar Jain,31-Jan-2019 02:27 PM,Accepted-AOC,PROPER,23-Sep-2019 01:17 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,53752,Bhaba Kanta Nath,01-Feb-2019 01:20 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,14-Feb-2019 03:16 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,53269,HEMEN KUMAR DUTTA,31-Jan-2019 04:37 PM,Accepted-AOC,PROPER,23-Sep-2019 01:17 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,53541,JAGADISH KALITA,31-Jan-2019 04:18 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,14-Feb-2019 03:16 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,53629,Jiten Kalita,31-Jan-2019 06:09 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,14-Feb-2019 03:16 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,53147,KAILASH CHAND BAGRA,31-Jan-2019 07:43 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,14-Feb-2019 03:16 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,53316,KAMAL KAKATI,29-Jan-2019 06:00 PM,Accepted-AOC,PROPER,23-Sep-2019 01:17 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,53041,Krishna Kanta Das,01-Feb-2019 10:55 AM,Accepted-AOC,PROPER,23-Sep-2019 01:17 PM,,,,,AOC
