Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,25-Jul-2019 04:30 PM,08-Aug-2019 02:00 PM,25-Jul-2019 05:00 PM,07-Aug-2019 05:00 PM,NA ,NA ,25-Jul-2019 05:00 PM,07-Aug-2019 05:00 PM,21-Aug-2019 03:00 PM,1.0,DD - Demand Draft,350.0,"Executive Engineer, HPPWD Division Sangrah",Sangrah,No,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",Installation of Steel Crash Barier on Sangrah Paller Road km. 0/00 to 12/270,"P/F W matal beam crash barrier at RD. 2/420 to 2/480,5/340 to 5/390 AND 7/900 to 8/016 ).",Please refer Tender documents. ,NA ,"6,99,045",Civil Works,NA ,Tender,90.0,60.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,"14,000",No,fixed,,"Executive Engineer, HPPWD Division Sangrah",Sangrah,PWD,2499-2550 DATED 16.07.2019,2019_PWD_30355_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,PWD,2019_PWD_30355_6,2499-2550 DATED 16.07.2019,Installation of Steel Crash Barier on Sangrah Paller Road km. 0/00 to 12/270,Executive Engineer,Internal,Superintendent G-II HDM DAO,Rattan Kumar Sharma,21-Aug-2019 02:57 PM,21-Aug-2019 03:00 PM,techsummary_43748.pdf (657.25 KB),Executive Engineer,Internal,TENDER ASSISTANT SUPERINTENDENT G-II DAO HDM,Rattan Kumar Sharma,04-Oct-2019 01:20 PM,finsummary_43748.pdf (556.82 KB),04-Oct-2019,"INR 699,045",60.0,Rattan Kumar Sharma,04-Oct-2019 01:23 PM,36.pdf (1214.00 KB),AOC,Finance,SUMMARY,Rattan Kumar Sharma,25-Aug-2019 11:08 AM,finance_43748.pdf,BOQ Comparative Chart,1.0,126920.0,Tapender Thakur,INR,"657,405",1,126958,Ajay Kumar,06-Aug-2019 06:20 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 01:20 PM,Technical,Summary,Rattan Kumar Sharma,09-Aug-2019 12:44 PM,technical_43748.pdf,AOC
,,.pdf,EARNEST MONEY,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,126868,Ajay Kumar,05-Aug-2019 08:30 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 01:20 PM,,,,,,AOC
,,.pdf,CONTRACTORS REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,127020,ANIL KUMAR,07-Aug-2019 12:57 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 01:20 PM,,,,,,AOC
,,.pdf,GST NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,126817,Ankush kumar,05-Aug-2019 01:42 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 01:20 PM,,,,,,AOC
,,.pdf,"LIST OF MACHINERY, TOOL, PLANT AS PER SBD CONDITIONS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,126994,Ashok Kumar,07-Aug-2019 11:02 AM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 01:20 PM,,,,,,AOC
,,.pdf,FORM NO 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,127012,DINESH KUMAR GUPTA,07-Aug-2019 12:12 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 01:20 PM,,,,,,AOC
,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,126977,RAJESH KUMAR,07-Aug-2019 07:25 AM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 01:20 PM,,,,,,AOC
,,.pdf,Proof to registration under Employees Provident Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,126880,RANDEEP SINGH,06-Aug-2019 09:01 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 01:20 PM,,,,,,AOC
,,.pdf,AFFIDAVIT REGARDING CORRECTNESS OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,127038,SHARMA CONSTRUCTIONS,07-Aug-2019 02:13 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 01:20 PM,,,,,,AOC
2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,127010,SITA RAM,07-Aug-2019 11:58 AM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 01:20 PM,,,,,,AOC
