Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"Immediate Measures for recoupment of flood damages from Ch. 12750 M to Ch. 21,000 M of B/Dyke from Tekeliphuta to Haldhibari including construction of Back Berm under SDRF for 2018-19 (Package 6)","Immediate Measures for recoupment of flood damages from Ch. 12750 M to Ch. 21,000 M of B/Dyke from Tekeliphuta to Haldhibari including construction of Back Berm under SDRF for 2018-19 (Package 6)",Please refer Tender documents. ,NA ,"45,37,782",Civil Works,NA ,Tender,180.0,60.0,Majuli,785110.0,NA ,NA ,NA ,Dibrugarh,No ,No,"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","O/o the Additional Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh - 05","90,756",Yes,percentage,2.0%,"The Executive Engineer, Majuli W.R. Division",Garamur,"1,000","The Executive Engineer, Majuli W.R. Division",Garamur,No,Department of Water Resources||Chief Engineer - DoWR,MAJ/SDRF/2018-19/HALDHIBARI/1,2019_DoWR_11488_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,1.0,Change in Item of Work in BOQ,Other,,1.0,DD - Demand Draft,28-Jan-2019 06:00 PM,09-Feb-2019 02:00 PM,28-Jan-2019 06:05 PM,08-Feb-2019 02:00 PM,NA ,NA ,03-Feb-2019 10:00 AM,08-Feb-2019 02:00 PM,09-May-2019 01:00 PM,1.0,Fee,.pdf,Cost of Tender and EMD,AOC,1,54598,ABU NASAR WAHID CHOUDHURY,07-Feb-2019 07:04 PM,Accepted-AOC,Proper,24-Sep-2019 01:15 PM,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, EE, Majuli W. R. Division, Majuli, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, Dibrugarh",Joy Sekhar Chakraborty,09-May-2019 12:56 PM,09-May-2019 01:00 PM,techsummary_18194.pdf (754.57 KB),Technical,Financial Bid of the successful bidders may be opened.,Joy Sekhar Chakraborty,09-May-2019 12:55 PM,technical_18194.pdf,Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_11488_1,MAJ/SDRF/2018-19/HALDHIBARI/1,"Immediate Measures for recoupment of flood damages from Ch. 12750 M to Ch. 21,000 M of B/Dyke from Tekeliphuta to Haldhibari including construction of Back Berm under SDRF for 2018-19 (Package 6)",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Documents,AOC,2,54422,AMRIT SAIKIA,06-Feb-2019 03:57 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,09-May-2019 12:55 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,3.0,Finance,.xls,BOQ,AOC,3,54662,Anjit Bora,08-Feb-2019 09:02 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,09-May-2019 12:55 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,AOC,4,54672,Arunmoni Phukan,08-Feb-2019 10:00 AM,Rejected-AOC,Not qualified for AOC,24-Sep-2019 01:15 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,AOC,5,54633,ATUL HATIMOTA,07-Feb-2019 10:56 PM,Not Admitted-Fee,Fee not received,28-Mar-2019 12:56 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,54451,BABUL NATH,06-Feb-2019 06:39 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,09-May-2019 12:55 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,54519,BIKASH BORAH,07-Feb-2019 07:40 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,09-May-2019 12:55 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,54722,Chandrajit Pegu,08-Feb-2019 01:37 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,09-May-2019 12:55 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,54689,ganesh dey,08-Feb-2019 11:33 AM,Not Admitted-Fee,Fee not received,28-Mar-2019 12:56 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,54620,HARI CHAND SAH,08-Feb-2019 07:46 AM,Rejected-AOC,Not qualified for AOC,24-Sep-2019 01:15 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,54671,MR. NABIN CHANDRA BORUAH,08-Feb-2019 09:50 AM,Rejected-AOC,Not qualified for AOC,24-Sep-2019 01:15 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,54628,Mr. Uma Kanta Lahan,08-Feb-2019 07:54 AM,Rejected-AOC,Not qualified for AOC,24-Sep-2019 01:15 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,54652,NANDALAL PD. GUPTA,08-Feb-2019 10:47 AM,Rejected-AOC,Not qualified for AOC,24-Sep-2019 01:15 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,54684,Nitul Boruah,08-Feb-2019 11:12 AM,Not Admitted-Fee,Fee not received,28-Mar-2019 12:56 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,54343,N K Construction and Suppliers,06-Feb-2019 01:43 PM,Rejected-AOC,Not qualified for AOC,24-Sep-2019 01:15 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,54682,PABITRA DOLEY,08-Feb-2019 12:20 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,09-May-2019 12:55 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,54659,PRADIP HAZARIKA,08-Feb-2019 08:57 AM,Rejected-AOC,Not qualified for AOC,24-Sep-2019 01:15 PM,,,,,,,,,,,,,,,,,AOC
