Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"Mrs.Jolly Das Brahma, Secretary, W.R.Deptt. B.T.C.",Internal,,Ranjit Kumar Brahma,19-Jul-2018 03:36 PM,finsummary_10672.pdf (155.88 KB),Finance,The Financial Bid of all bidders are found in order,Ranjit Kumar Brahma,19-Jul-2018 02:32 PM,finance_10672.pdf,BOQ Comparative Chart,27-Nov-2018,INR 12399994.22,60.0,Ranjit Kumar Brahma,21-Sep-2019 03:17 PM,Paroura.pdf (684.00 KB),1,35956,BHARAT CH BARMAN,18-May-2018 06:52 PM,Rejected-AOC,Stand as L3,21-Sep-2019 03:17 PM,Technical,"Technical bid of all the bidders found in order, hence accepted.",Ranjit Kumar Brahma,17-Jul-2018 02:41 PM,technical_10672.pdf,1.0,35866.0,Mananjay Daimary,INR,11159374.98,"Mrs. Julie Das Brahma,Secretary, W.R.Deptt.B.T.C., Kokrajhar",Internal,,Ranjit Kumar Brahma,17-Jul-2018 04:03 PM,17-Jul-2018 04:10 PM,techsummary_10672.pdf (155.88 KB),Bodoland Territorial Council-WRD,2018_BTCWR_7083_1,"Addl.CE/KZ/WR/E-T/AC/100/532, dt.02.05.2018.",Immediate measures for restoration of damages at village Paroura of river Gaurang for the year 2017-18 under S.D.R.F,AOC,1.0,DD - Demand Draft,05-May-2018 10:00 AM,19-May-2018 04:00 PM,05-May-2018 10:10 AM,19-May-2018 03:00 PM,NA ,NA ,11-May-2018 10:10 AM,19-May-2018 03:00 PM,17-Jul-2018 04:10 PM,"5,000","Executive Engineer, Kokrajhar W.R. Division, Kokra",Kokrajhar,No,Immediate measures for restoration of damages at village Paroura of river Gaurang for the year 2017-18 under S.D.R.F,Immediate measures for restoration of damages at village Paroura of river Gaurang for the year 2017-18 under S.D.R.F,Please refer to tender Documents  ,NA ,"1,23,99,994",Civil Works,NA ,Tender,60.0,60.0,Paroura,783370.0,NA ,NA ,NA ,"O/O the Addl. Chief Engineer, Kokrajhar Zone, W.R.",No ,No,"Addl. Chief Engineer, K.Z W.R. Deptt.","O/O the Addl. Chief Engineer, Kokrajhar Zone, W.R. BTC, Kokrajhar",1.0,Fee/PreQual/Technical,.pdf,Tender Fee and EMD,Bodoland Territorial Council-WRD,"Addl.CE/KZ/WR/E-T/AC/100/532, dt.02.05.2018.",2018_BTCWR_7083_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"2,48,000",Yes,percentage,2.0%,"Executive Engineer, Kokrajhar W.R. Division, Kokra",Kokrajhar,AOC
,,,,,,,,,,,,,,,,,,2,35925,CHANDAN NARZARY,18-May-2018 12:57 PM,Rejected-AOC,Stand as L5,21-Sep-2019 03:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Documents,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3,35999,Ganesh Dey,19-May-2018 09:04 AM,Rejected-AOC,Stand as L2,21-Sep-2019 03:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Documents signed in each page,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,4,35950,Gopal Sarkar,18-May-2018 05:10 PM,Rejected-AOC,Stand as L2,21-Sep-2019 03:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,5,35958,JAMA DAIMARY,18-May-2018 07:30 PM,Rejected-AOC,Stand as L3,21-Sep-2019 03:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,6,35967,Lakhindar Brahma,18-May-2018 09:20 PM,Rejected-AOC,Stand as L6,21-Sep-2019 03:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,7,35715,MADAN GOPLA AGARWALA,17-May-2018 07:29 PM,Rejected-AOC,Stand as L4,21-Sep-2019 03:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,8,35866,Mananjay Daimary,18-May-2018 04:45 PM,Accepted-AOC,Stand as L1,21-Sep-2019 03:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,9,35732,RWIRUP MUSHAHARY,14-May-2018 02:31 AM,Rejected-AOC,Stand as L2,21-Sep-2019 03:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,10,35894,SAMIR DEY,17-May-2018 11:53 AM,Rejected-AOC,Stand as L3,21-Sep-2019 03:17 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
