Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Updated CS may be prepared,Joy Sekhar Chakraborty,04-Mar-2019 03:00 PM,finance_18134.pdf,BOQ Comparative Chart,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, DBR",Joy Sekhar Chakraborty,04-Mar-2019 01:30 PM,04-Mar-2019 01:35 PM,techsummary_18134.pdf (754.57 KB),1.0,55167.0,PROVARKAR DAS,INR,1501026.0,1.0,Revocation of Tender,Revocation of Tender,03-Mar-2019 06:58 PM,Corrigendum.pdf ,240.86,Technical Opening,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, DBR",Joy Sekhar Chakraborty,04-Mar-2019 03:02 PM,finsummary_18134.pdf (754.57 KB),25-Sep-2019,INR 16975844.76,60.0,Shamim Akhtar Laskar,25-Sep-2019 12:49 PM,KumatiyaNABARD.pdf (5394.00 KB),Strengthening of M/E along Right bank of river Kumatiya from Nepalibasti to Gurathali Chapari (Along with anti-erosion measures),Technical,Financial Bid of the successful bidders may be opened.,Joy Sekhar Chakraborty,04-Mar-2019 01:27 PM,technical_18134.pdf,1,55340,Arunmoni Phukan,15-Feb-2019 03:24 PM,Rejected-AOC,Not qualified for AOC,25-Sep-2019 12:49 PM,Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_11435_1,DHEMAJI/RIDF/2018-19/GURATHALI,Strengthening of M/E along Right bank of river Kumatiya from Nepalibasti to Gurathali Chapari (Along with anti-erosion measures) (Package 1),AOC,"3,39,517",Yes,percentage,2.0%,"The Executive Engineer, Dhemaji W.R. Division",Dhemaji,Strengthening of M/E along Right bank of river Kumatiya from Nepalibasti to Gurathali Chapari (Along with anti-erosion measures) (Package 1),Strengthening of M/E along Right bank of river Kumatiya from Nepalibasti to Gurathali Chapari (Along with anti-erosion measures) (Package 1),Please refer Tender documents. ,NA ,"1,69,75,845",Civil Works,NA ,Tender,180.0,60.0,Dhemaji,787057.0,NA ,NA ,NA ,Dibrugarh,No ,No,26-Jan-2019 06:00 PM,18-Feb-2019 02:00 PM,26-Jan-2019 06:05 PM,16-Feb-2019 02:00 PM,NA ,NA ,11-Feb-2019 10:00 AM,16-Feb-2019 02:00 PM,04-Mar-2019 01:35 PM,"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","O/o the Additional Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh - 05","5,000","The Executive Engineer, Dhemaji W.R. Division",Dhemaji,No,1.0,Correction in Bid Document in regards to Name of Scheme,Other,,1.0,DD - Demand Draft,1.0,Fee,.pdf,Cost of Tender and EMD,Department of Water Resources||Chief Engineer - DoWR,DHEMAJI/RIDF/2018-19/GURATHALI,2019_DoWR_11435_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,2.0,55269.0,SRI HRIDAY CHUTIA,INR,1537137.0,,,,,,,,,,,,,,,,,,,,,,,,,,2,55469,Bimala Das,16-Feb-2019 12:43 AM,Not Admitted-Fee,Fee not received,03-Mar-2019 07:11 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,2.0,PreQual/Technical,.pdf,Technical Documents,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3.0,55412.0,Mr. Uma Kanta Lahan,INR,1537137.0,,,,,,,,,,,,,,,,,,,,,,,,,,3,55526,BIPUL BORUAH,16-Feb-2019 12:27 PM,Accepted-AOC,Proper,25-Sep-2019 12:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4.0,55434.0,PURNANANDA GOHAIN,INR,3074574.0,,,,,,,,,,,,,,,,,,,,,,,,,,4,55435,BOLIN DOWERAH,15-Feb-2019 07:44 PM,Accepted-AOC,Proper,25-Sep-2019 12:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5.0,55435.0,BOLIN DOWERAH,INR,1516125.0,,,,,,,,,,,,,,,,,,,,,,,,,,5,55416,HARI CHAND SAH,15-Feb-2019 04:59 PM,Rejected-AOC,Not qualified for AOC,25-Sep-2019 12:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6.0,55442.0,MANUJ CHUTIA,INR,1518501.0,,,,,,,,,,,,,,,,,,,,,,,,,,6,55106,Khitish Ojha,12-Feb-2019 09:45 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,04-Mar-2019 01:27 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7.0,55468.0,Navish Tulshyan,INR,14537137.0,,,,,,,,,,,,,,,,,,,,,,,,,,7,55402,LAKHI DIHINGIA,15-Feb-2019 03:31 PM,Rejected-AOC,Not qualified for AOC,25-Sep-2019 12:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8.0,55491.0,Moina Chetia,INR,1537437.0,,,,,,,,,,,,,,,,,,,,,,,,,,8,55442,MANUJ CHUTIA,16-Feb-2019 01:41 AM,Accepted-AOC,Proper,25-Sep-2019 12:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9.0,55526.0,BIPUL BORUAH,INR,1518236.0,,,,,,,,,,,,,,,,,,,,,,,,,,9,55343,MANUJ PEGU,15-Feb-2019 09:44 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,04-Mar-2019 01:27 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,55105,Md Gafur,12-Feb-2019 09:43 PM,Rejected-AOC,Not qualified for AOC,25-Sep-2019 12:49 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
