S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,124934.0,sumit kumar,INR,"1,162,147",Finance,financialevaluation summary,Ram Saroop Kalia,07-Oct-2019 11:27 AM,None,BOQ Comparative Chart,Technical,technical evaluation summary,Ram Saroop Kalia,31-Jul-2019 10:03 AM,technical_43468.pdf,1.0,124961.0,Ram,18-Jul-2019 09:11 AM,Rejected-Finance,Due to higher side from L-1,07-Oct-2019 11:31 AM,07-Oct-2019,"INR 864,696",30.0,Ram Saroop Kalia,07-Oct-2019 12:00 PM,30138.pdf (154.00 KB),Award letter,EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,07-Oct-2019 11:31 AM,finsummary_43468.pdf (153.66 KB),EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,31-Jul-2019 10:04 AM,31-Jul-2019 12:00 PM,techsummary_43468.pdf (92.60 KB),PWD,2019_PWD_30138_1,PW/BGN/T-I/2019-20-1636-70 dt 11.06.2019,Co Bilkuali Harot via Gehra Kothi road SH PL GSBWMM and 20mm premix carpet with seal coat km 00 to 0250 and 0600 to 0850 and 2Nos 900mm dia hume pipe culvert at RD 0700 to 0830,AOC,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),"17,300",No,fixed,,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,350.0,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,No,11-Jul-2019 05:00 PM,19-Jul-2019 11:30 AM,11-Jul-2019 05:00 PM,18-Jul-2019 05:00 PM,NA ,NA ,11-Jul-2019 05:00 PM,18-Jul-2019 05:00 PM,31-Jul-2019 12:00 PM,PWD,PW/BGN/T-I/2019-20-1636-70 dt 11.06.2019,2019_PWD_30138_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,Co Bilkuali Harot via Gehra Kothi road SH PL GSBWMM and 20mm premix carpet with seal coat km 00 to 0250 and 0600 to 0850 and 2Nos 900mm dia hume pipe culvert at RD 0700 to 0830,Co Bilkuali Harot via Gehra Kothi road SH PL GSBWMM and 20mm premix carpet with seal coat km 00 to 0250 and 0600 to 0850 and 2Nos 900mm dia hume pipe culvert at RD 0700 to 0830,Please refer Tender documents. ,NA ,"8,64,696",Civil Works - Roads,NA ,Tender,120.0,30.0,Bangana,174307.0,NA ,NA ,NA ,Executive Engineer HPWD Bangana,No ,No,AOC
,,,,,,,,,,,,,,,,2.0,124934.0,sumit kumar,17-Jul-2019 10:30 PM,Accepted-AOC,Due to L-1,07-Oct-2019 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,G.S.T. No. and latest assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,List of Machinery Tool Plant with proof of ownership or legal tie-up and list of laboratory equipmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,.pdf,From No 8 duly signed by Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
