Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
28-Jun-2019 05:00 PM,08-Jul-2019 11:30 AM,28-Jun-2019 05:00 PM,06-Jul-2019 05:00 PM,NA ,NA ,28-Jun-2019 05:00 PM,06-Jul-2019 05:00 PM,24-Jul-2019 11:00 AM,Co road from Lathiani kohdra sheed gate to Harizan Basti Pansai SH C/O CC pavement from RD 000 to 0500,Co road from Lathiani kohdra sheed gate to Harizan Basti Pansai SH C/O CC pavement from RD 000 to 0500,Please refer Tender documents. ,NA ,"11,38,886",Civil Works - Roads,NA ,Tender,120.0,30.0,Bangana,174307.0,NA ,NA ,NA ,Executive Engineer HPWD Bangana,No ,No,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,500.0,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,Yes,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),PWD,PW/BGN/T-I/2019-20-1576-1605 dt 11.06.2019,2019_PWD_29718_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,"23,000",No,fixed,,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,1.0,DD - Demand Draft,AOC,1.0,123747.0,kamal singh,04-Jul-2019 03:27 PM,Accepted-AOC,Due to L-1,07-Oct-2019 03:06 PM,Technical,technical evaluation summary,Ram Saroop Kalia,23-Jul-2019 11:34 AM,technical_42960.pdf,Finance,Bid opening summary,Ram Saroop Kalia,07-Oct-2019 02:58 PM,None,BOQ Comparative Chart,1.0,123747.0,kamal singh,INR,"1,507,500",PWD,2019_PWD_29718_1,PW/BGN/T-I/2019-20-1576-1605 dt 11.06.2019,Co road from Lathiani kohdra sheed gate to Harizan Basti Pansai SH C/O CC pavement from RD 000 to 0500,EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,23-Jul-2019 11:36 AM,24-Jul-2019 11:00 AM,techsummary_42960.pdf (108.18 KB),EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,07-Oct-2019 03:03 PM,finsummary_42960.pdf (143.78 KB),07-Oct-2019,"INR 1,138,887",30.0,Ram Saroop Kalia,07-Oct-2019 03:06 PM,29718.pdf (144.00 KB),Award letter,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,2.0,123922.0,Salochna Devi Govt Contractor,05-Jul-2019 06:49 PM,Rejected-Finance,Higher side from L-1,07-Oct-2019 03:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool Plant with proof of ownership or legal tie-up and list of laboratory equipmen,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,From No 8 duly signed by Contractor,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
