Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Technical,Financial Bid of the successful bidders may be opened.,Shamim Akhtar Laskar,07-May-2019 11:29 AM,technical_18650.pdf,1,55663,ARCHAN ENTERPRISE,18-Feb-2019 12:33 PM,Accepted-AOC,Proper,30-Sep-2019 12:43 PM,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, EE, Jorhat W. R. Division, Jorhat, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, Dibrugarh",Shamim Akhtar Laskar,07-May-2019 11:31 AM,07-May-2019 11:35 AM,techsummary_18650.pdf (754.60 KB),Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_11758_1,JOR/SDRF/2018-19/ROWDUAR/1,Immediate measures to restore Rowduwar (South) area from the flood damages of river Dhansiri for the year 2018-19 (Package 3),AOC,Immediate measures to restore Rowduwar (South) area from the flood damages of river Dhansiri for the year 2018-19 (Package 3),Immediate measures to restore Rowduwar (South) area from the flood damages of river Dhansiri for the year 2018-19 (Package 3),Please refer Tender documents. ,NA ,"8,00,896",Civil Works,NA ,Tender,180.0,60.0,Jorhat,785001.0,NA ,NA ,NA ,Dibrugarh,No ,No,"16,018",Yes,percentage,2.0%,"The Executive Engineer, Jorhat W.R. Division",Jorhat,1.0,Fee,.pdf,Cost of Tender and EMD,Department of Water Resources||Chief Engineer - DoWR,JOR/SDRF/2018-19/ROWDUAR/1,2019_DoWR_11758_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,09-Feb-2019 06:00 PM,21-Feb-2019 02:00 PM,09-Feb-2019 06:05 PM,20-Feb-2019 02:00 PM,NA ,NA ,15-Feb-2019 10:00 AM,20-Feb-2019 02:00 PM,07-May-2019 11:35 AM,1.0,DD - Demand Draft,500.0,"The Executive Engineer, Jorhat W.R. Division",Jorhat,No,"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","O/o the Additional Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh - 05",AOC
,,,,,2,55827,Bhasakar Sarmah,18-Feb-2019 09:43 PM,Accepted-AOC,Proper,30-Sep-2019 12:43 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Documents,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,AOC
,,,,,3,55692,DEBAJIT DAS,17-Feb-2019 08:59 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,07-May-2019 11:29 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,AOC
,,,,,4,55824,DIPAK KUMAR NATH,18-Feb-2019 09:47 PM,Rejected-AOC,Not qualified for AOC,30-Sep-2019 12:43 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,AOC
,,,,,5,55778,EASTERN ENGINEERS AND CONTRACTORS,18-Feb-2019 04:33 PM,Accepted-AOC,Proper,30-Sep-2019 12:43 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,DCR - Deposit at call receipt,,,,,,,AOC
,,,,,6,55914,KAMAL KALITA,19-Feb-2019 09:13 PM,Accepted-AOC,Proper,30-Sep-2019 12:43 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,7,55788,NIPEN DAS,19-Feb-2019 02:04 PM,Accepted-AOC,Proper,30-Sep-2019 12:43 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,8,55635,PARAMANANDA BORAH,20-Feb-2019 11:43 AM,Accepted-AOC,Proper,30-Sep-2019 12:43 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,9,55646,RAJIB DUTTA,17-Feb-2019 08:35 PM,Rejected-AOC,Not qualified for AOC,30-Sep-2019 12:43 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,10,55975,RIKASH BARUAH,20-Feb-2019 12:13 PM,Accepted-AOC,Proper,30-Sep-2019 12:43 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
